    0.875877499580383301E+00    0.461124002933502197E+00    0.962850451469421387E-01    0.302238345146179199E+00    0.131352007389068604E+00    0.953965485095977783E+00    0.688723862171173096E+00    0.991885423660278320E+00    0.990214824676513672E+00    0.992726862430572510E+00    0.103123307228088379E+00   -0.232273399267829063E+03   -0.460515351937698814E+01    1
    0.113341569900512695E+00    0.949564993381500244E+00    0.448397994041442871E-01    0.428889930248260498E+00    0.289774119853973389E+00    0.852871060371398926E+00    0.589170932769775391E+00    0.428504645824432373E+00    0.718743026256561279E+00    0.983813047409057617E+00    0.657621920108795166E+00    0.906760064043396778E+04   -0.461515351937698259E+01    1
    0.948322117328643799E+00    0.138023495674133301E+00    0.972791910171508789E+00    0.539120197296142578E+00    0.810278654098510742E-01    0.408628284931182861E+00    0.690190315246582031E+00    0.285243391990661621E+00    0.787859618663787842E+00    0.991735041141510010E+00    0.696717023849487305E+00    0.934238112911197823E+04   -0.462515351937698149E+01    1
    0.448415875434875488E-01    0.371740520000457764E+00    0.710375487804412842E+00    0.466731965541839600E+00    0.812398016452789307E+00    0.786842167377471924E+00    0.644477605819702148E-01    0.388681888580322266E-03    0.871144831180572510E+00    0.790321826934814453E-02    0.870121359825134277E+00    0.101389258532891727E+05   -0.463515351937698661E+01    1
    0.880542099475860596E+00    0.559902131557464600E+00    0.623558461666107178E+00    0.303295314311981201E+00    0.139246702194213867E+00    0.438340663909912109E+00    0.727958619594573975E+00    0.859130322933197021E+00    0.386032819747924805E+00    0.981937587261199951E+00    0.507354795932769775E+00    0.115140736970452654E+05   -0.464515351937698728E+01    1
    0.999574661254882812E+00    0.224600315093994141E+00    0.211793601512908936E+00    0.909769415855407715E+00    0.793811678886413574E-01    0.646096050739288330E+00    0.129201352596282959E+00    0.188274919986724854E+00    0.979581117630004883E+00    0.121873736381530762E+00    0.112138569355010986E+00    0.116713713128358868E+05   -0.465515351937698174E+01    1
    0.938882589340209961E+00    0.758901536464691162E+00    0.372364938259124756E+00    0.895953059196472168E+00    0.136761546134948730E+00    0.147112011909484863E-01    0.416310429573059082E-01    0.445522844791412354E+00    0.544614195823669434E+00    0.173026919364929199E-01    0.374584138393402100E+00    0.116953732358542165E+05   -0.466515351937698153E+01    1
    0.864274382591247559E+00    0.497386872768402100E+00    0.532199144363403320E+00    0.924916267395019531E-01    0.302484273910522461E+00    0.247179865837097168E-01    0.346973359584808350E+00    0.190622925758361816E+00    0.805590033531188965E+00    0.119092166423797607E+00    0.269798994064331055E+00    0.116954693289321258E+05   -0.467515351937698398E+01    1
    0.993888795375823975E+00    0.989282727241516113E+00    0.952587723731994629E+00    0.870975792407989502E+00    0.757877111434936523E+00    0.904176294803619385E+00    0.789642632007598877E+00    0.297431349754333496E-01    0.795227289199829102E-02    0.186546266078948975E+00    0.608510136604309082E+00    0.117208621709170766E+05   -0.468515351937698377E+01    1
    0.563156008720397949E-01    0.673239767551422119E+00    0.653018653392791748E+00    0.106893777847290039E-01    0.703895509243011475E+00    0.335219740867614746E+00    0.146471261978149414E+00    0.482224106788635254E+00    0.936627388000488281E-01    0.285213410854339600E+00    0.132828950881958008E-01    0.117291535750962903E+05   -0.469515351937698444E+01    1
    0.393246948719024658E+00    0.700138568878173828E+00    0.721150636672973633E-02    0.152640759944915771E+00    0.309148609638214111E+00    0.817580044269561768E+00    0.670897841453552246E+00    0.255314111709594727E-01    0.203983247280120850E+00    0.170642793178558350E+00    0.884032487869262695E+00    0.117746253193899702E+05   -0.470515351937698423E+01    1
    0.908951222896575928E+00    0.804918169975280762E+00    0.937095344066619873E+00    0.561222374439239502E+00    0.446799457073211670E+00    0.791134059429168701E+00    0.890084505081176758E-01    0.192499339580535889E+00    0.308643281459808350E+00    0.213142812252044678E+00    0.116226136684417725E+00    0.118534988077216585E+05   -0.471515351937698135E+01    1
    0.926026761531829834E+00    0.664964854717254639E+00    0.328861176967620850E+00    0.785492300987243652E+00    0.841118454933166504E+00    0.803429722785949707E+00    0.811440110206604004E+00    0.365140616893768311E+00    0.620957314968109131E+00    0.913407087326049805E+00    0.514452636241912842E+00    0.126304561027686850E+05   -0.472515351937698025E+01    1
    0.499020755290985107E+00    0.978460907936096191E-01    0.489825546741485596E+00    0.484900116920471191E+00    0.368535101413726807E+00    0.600079774856567383E+00    0.640219986438751221E+00    0.148164391517639160E+00    0.415449440479278564E+00    0.128846168518066406E+00    0.417432188987731934E+00    0.126599769547804008E+05   -0.473515351937698448E+01    1
    0.212536633014678955E+00    0.462947428226470947E+00    0.967730283737182617E-01    0.717637777328491211E+00    0.664731383323669434E+00    0.303084850311279297E+00    0.217441916465759277E+00    0.355376660823822021E+00    0.441696345806121826E+00    0.214893639087677002E+00    0.524828255176544189E+00    0.128168552823199389E+05   -0.474515351937698782E+01    1
    0.329028785228729248E+00    0.342956721782684326E+00    0.880540013313293457E-01    0.937960803508758545E+00    0.984227478504180908E+00    0.612897872924804688E+00    0.242578506469726562E+00    0.740217149257659912E+00    0.311400532722473145E+00    0.113100111484527588E+00    0.118860244750976562E+00    0.128605352901583574E+05   -0.475515351937698494E+01    1
    0.847827970981597900E+00    0.734918892383575439E+00    0.451855480670928955E+00    0.891811788082122803E+00    0.766112983226776123E+00    0.886332213878631592E+00    0.629879832267761230E-01    0.736336052417755127E+00    0.522599041461944580E+00    0.309159755706787109E-01    0.345514714717864990E+00    0.129301945469205348E+05   -0.476515351937698117E+01    1
    0.363093018531799316E-01    0.279803514480590820E+00    0.743015944957733154E+00    0.818669319152832031E+00    0.869727313518524170E+00    0.114831924438476562E-01    0.456358313560485840E+00    0.658080875873565674E+00    0.238456845283508301E+00    0.233094692230224609E-01    0.808370292186737061E+00    0.130492374519694549E+05   -0.477515351937698451E+01    1
