0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-PEMD-theta_E,1-galaxy-mass-0-PEMD-gamma,1-galaxy-mass-0-PEMD-q,1-galaxy-mass-0-PEMD-phi,1-galaxy-mass-0-PEMD-center_x,1-galaxy-mass-0-PEMD-center_y,2-galaxy-light-0-IrregularGrid-lambda,probability_weights
0.036528,68.962528,1.546926,1.901468,0.881346,16.039631,-0.029896,0.033028,8.974957,14018.1
0.008768,39.131380,1.562529,2.090127,0.816639,10.318770,-0.007827,-0.098980,62.702171,14019.9
0.020263,68.347289,1.603738,1.928698,0.956481,23.180965,-0.123039,-0.010003,28.235492,14021.7
0.019004,85.230450,1.587219,2.047484,0.832845,10.273796,-0.177908,0.016989,76.881509,14022.2
0.014361,83.998514,1.570410,2.099573,0.827173,12.842370,0.029269,0.070210,5.455678,14022.9
0.013854,70.554067,1.600456,1.971523,0.801993,23.082354,-0.155358,0.150848,35.908982,14024.5
0.013437,74.399251,1.607698,2.128689,0.886641,1.018111,-0.102818,-0.045118,130.983016,14024.9
0.012414,45.122708,1.538597,1.879785,0.816216,10.233155,-0.114984,0.027947,16.432558,14025.8
0.033866,82.194919,1.600163,1.953518,0.922598,66.457632,-0.090429,0.037584,68.413708,14026.6
0.026480,42.202214,1.625464,2.023321,0.771985,9.944605,-0.129321,0.173319,117.521164,14026.6
0.021749,50.677335,1.583387,2.032150,0.860513,22.413829,-0.104252,-0.008747,370.239784,14027.6
0.038174,72.560507,1.618157,2.001120,0.939837,46.675431,-0.097893,0.084880,212.025086,14027.8
0.006967,23.472559,1.537975,2.053026,0.763090,18.755317,0.030974,0.004125,18.082577,14028.2
0.016136,67.694009,1.584113,2.020746,0.922001,17.617377,-0.074345,-0.047388,122.277507,14029
0.006752,51.935871,1.643935,1.915122,0.895056,2.678970,-0.100422,0.029875,44.343250,14029
0.023956,59.363006,1.579776,1.905012,0.903644,14.702445,-0.007975,0.150892,18.809802,14029.2
0.021705,60.331559,1.555804,1.929247,0.767807,29.051171,-0.164316,0.134668,108.052158,14030.1
0.020303,36.305112,1.596378,2.061574,0.752789,19.808038,0.038748,0.093606,215.978893,14033.9
0.032137,73.637452,1.580753,1.951220,0.743998,22.215955,-0.101380,-0.011980,122.308164,14035.3
0.027835,87.549687,1.561314,1.929936,0.866838,44.731839,-0.006777,0.071960,34.647929,14036.2
0.014848,73.395044,1.579928,2.101497,0.904795,19.137271,-0.133011,0.033040,65.917030,14037.2
0.013872,61.375259,1.603084,1.893710,0.829853,2.454312,-0.068502,-0.085765,22.010792,14038.8
0.014945,65.796484,1.572351,2.152645,0.815113,10.312747,-0.020707,-0.056829,7.431823,14039.6
0.018050,38.882186,1.607396,1.888061,0.840332,2.734331,-0.120262,-0.051463,16.005258,14039.6
0.033537,66.258777,1.557733,2.024625,0.771822,7.510117,-0.098555,0.091554,132.485185,14040
0.012188,20.531505,1.612984,2.006413,0.846310,9.724980,-0.109552,0.032586,256.134610,14041.5
0.031035,17.284934,1.557141,2.100570,0.656821,12.880423,0.009961,-0.016186,9.338668,14041.8
0.032363,89.057276,1.593182,1.945450,0.919276,49.288927,-0.067526,-0.017240,15.584420,14042.1
0.007026,24.862320,1.570963,1.845324,0.820031,21.300778,-0.114230,-0.024949,14.051349,14043.3
0.016524,49.815323,1.587304,1.898216,0.888110,26.504476,-0.003531,-0.001509,53.127168,14043.4
0.027062,86.841623,1.612117,1.930767,0.942604,34.096225,0.023314,0.020227,30.584243,14044.3
0.024048,42.945935,1.587501,2.098855,0.732721,30.397160,-0.055603,0.130700,112.454739,14045
0.016144,67.370112,1.569324,1.881117,0.878573,13.955635,0.034085,0.084424,49.571073,14045.2
0.025212,67.357343,1.567062,1.956797,0.920509,15.473788,-0.087428,0.047345,33.723274,14045.3
0.015484,59.394678,1.594122,2.186813,0.786281,28.215584,-0.117527,0.069497,57.753745,14045.9
0.033221,80.269410,1.548207,1.972329,0.911717,42.216324,-0.071159,0.049584,106.334664,14046.3
0.013533,56.590853,1.571632,1.903927,0.781746,20.431930,-0.140306,0.185434,44.037793,14046.4
0.017767,73.939496,1.613808,1.971117,0.797987,6.043299,-0.090966,-0.016411,13.276708,14046.4
0.009418,67.687849,1.583107,2.057302,0.754705,22.335774,-0.033834,0.181658,88.378166,14046.5
0.013912,66.362955,1.603402,2.042420,0.760194,24.744266,-0.082584,0.147187,287.257930,14046.9
0.011780,89.097949,1.594784,2.020436,0.849025,23.618308,-0.088973,-0.037513,43.684948,14047.8
0.033547,84.247501,1.616636,2.026715,0.831223,27.272201,-0.058552,0.120629,115.447200,14048.1
0.029284,65.744932,1.609159,2.042554,0.848972,35.930676,-0.103112,0.098737,81.767177,14048.6
0.037736,84.240497,1.597396,1.861072,0.905429,55.641088,-0.119988,0.103623,14.779147,14048.7
0.030562,76.417820,1.519458,2.002014,0.729416,30.431765,-0.124850,0.016610,43.735650,14048.8
0.032755,86.302793,1.608101,1.990377,0.930591,31.106328,0.023266,-0.025058,19.964822,14050.6
0.012879,64.373726,1.579535,2.179825,0.729514,10.525978,-0.076822,0.046997,3.075547,14050.9
0.008716,33.603580,1.576797,2.084545,0.838389,1.219447,-0.082326,0.064750,150.834895,14051
0.013284,3.002631,1.568965,2.107379,0.713955,21.382268,0.031290,0.059586,163.066108,14051.1
0.020983,81.304958,1.595703,2.002386,0.927973,2.492996,-0.084862,0.178528,34.240910,14052.7
0.014744,46.715264,1.557877,2.115112,0.724391,8.092071,-0.067719,0.016680,5.209263,14053.2
0.036760,63.268047,1.575519,1.864665,0.887584,28.345681,-0.074084,0.021538,2.436366,14053.7
0.012820,81.043631,1.592275,2.097684,0.796963,22.655569,-0.121840,-0.011950,49.784888,14053.9
0.010245,45.282652,1.591479,1.865276,0.802456,4.459880,-0.116821,0.063032,640.199767,14055.1
0.018924,64.845868,1.553754,1.939081,0.819136,18.151307,-0.151029,0.071260,333.984961,14055.5
0.024947,88.583077,1.573124,1.923838,0.859725,42.060495,-0.029220,0.024993,104.024859,14055.8
0.009336,65.802805,1.527943,2.056780,0.797998,24.211793,-0.033635,0.098894,41.415801,14057.2
0.022341,61.789946,1.610051,1.890611,0.790391,28.464920,-0.112008,0.036485,51.117563,14058.2
0.010021,72.423372,1.545697,1.974690,0.763140,28.255612,-0.045773,0.150947,22.221420,14058.8
0.008982,20.943549,1.588435,2.012927,0.692514,19.034545,0.003811,0.075048,8.787120,14059.5
0.009540,18.212750,1.536017,1.916740,0.772665,22.046511,-0.051878,-0.020525,7.715813,14059.7
0.027219,62.474440,1.571747,2.076713,0.786453,12.545552,-0.127291,0.135935,15.902860,14059.9
0.005365,18.879021,1.569094,1.871426,0.743287,24.988460,-0.078827,0.017206,19.453874,14060
0.009434,59.763978,1.530756,2.076541,0.777006,20.670605,-0.006540,0.060380,17.847213,14060
0.011006,62.229380,1.568961,2.198833,0.756432,26.193642,-0.080910,0.079319,8.789844,14060.9
0.007855,27.431803,1.568288,1.931790,0.768454,22.955905,-0.067243,0.175046,23.093617,14062
0.018099,19.016530,1.597203,2.003503,0.758041,5.548609,-0.146687,0.153753,46.761719,14062.2
0.015062,44.991309,1.575895,2.004337,0.795966,23.740170,-0.156544,0.099572,101.570342,14062.5
0.015533,38.225439,1.535795,2.113432,0.707264,26.165378,-0.068756,0.137625,55.566674,14062.9
0.008179,72.251339,1.547499,2.182526,0.761616,30.694499,-0.053431,0.085863,58.181398,14064.1
0.005279,48.383001,1.575255,1.886598,0.832402,21.587147,-0.124490,0.005195,10.976580,14064.9
0.022124,63.262136,1.615643,1.963272,0.777032,22.807387,-0.041773,0.111408,342.825756,14064.9
0.024151,11.129752,1.589176,2.061287,0.676292,9.675356,-0.107365,0.168557,10.795434,14065.1
0.031238,62.022686,1.634493,1.936289,0.799677,23.594157,-0.061437,0.093573,68.228622,14065.6
0.009529,74.709384,1.592632,1.988759,0.787334,16.242322,-0.045485,-0.067940,231.231379,14066.1
0.034798,88.051128,1.585946,2.153728,0.955769,35.878117,-0.047929,0.085140,20.950484,14067.9
0.028513,37.055903,1.532830,1.920748,0.715225,22.397984,-0.086794,-0.012198,10.243262,14068.2
0.014179,40.531124,1.619334,1.989019,0.832931,3.356194,-0.132113,0.018825,104.007926,14070.3
0.025836,89.381373,1.548307,1.989634,0.811306,19.441418,-0.144235,0.145824,51.750950,14071.3
0.030000,69.501198,1.532757,1.976299,0.716821,28.166709,-0.129281,0.080675,14.812045,14072.2
0.007304,88.979764,1.570148,2.123629,0.809737,11.780150,-0.089128,-0.061713,125.123810,14072.6
0.026799,64.156702,1.564941,2.008515,0.852189,23.670013,0.010847,-0.039940,123.078834,14073.4
0.034095,58.711476,1.556117,2.012180,0.668968,28.046076,-0.132822,0.091373,11.639969,14074.1
0.014553,51.455512,1.622376,2.147755,0.765653,16.731413,-0.030862,0.072446,288.700898,14076.2
0.031112,83.184103,1.614515,1.927942,0.947305,22.140899,-0.120101,0.003692,154.579921,14076.4
0.016180,30.937850,1.564226,2.019098,0.642011,21.616214,0.016956,0.090017,202.094394,14079.2
0.008388,28.305384,1.590799,1.910587,0.778280,15.122852,-0.140924,0.008845,34.626670,14080.1
0.027276,74.318748,1.600847,1.995865,0.792426,23.546995,-0.054495,-0.042104,45.818222,14080.1
0.013788,40.725006,1.614255,2.160974,0.769157,3.911873,-0.045164,-0.005849,11.824306,14080.3
0.013973,3.944662,1.550898,1.896814,0.822831,14.002452,-0.109163,0.057467,19.020403,14081.3
0.010866,83.132261,1.573907,2.076137,0.697532,19.666013,-0.098709,-0.004949,18.358934,14081.3
0.033580,39.227687,1.609001,1.860459,0.767415,18.856321,-0.044070,0.179740,31.748268,14083.5
0.013317,67.573676,1.584567,2.146665,0.772441,29.803115,-0.055245,0.098656,205.112303,14083.5
0.010070,46.883736,1.590703,1.833992,0.764662,9.845635,-0.094605,0.091853,188.705003,14084.1
0.014220,16.956385,1.600564,2.045749,0.795383,10.179742,-0.065242,-0.044891,12.420614,14084.1
0.014287,61.667765,1.610395,2.009161,0.870366,9.383721,-0.018194,0.022076,401.281569,14085.5
0.028473,85.362781,1.626749,2.068856,0.869814,5.825493,-0.113233,0.062593,66.752409,14085.8
0.015448,62.949070,1.608794,2.058668,0.775733,27.792673,-0.066702,0.067698,68.720600,14086.9
0.033449,74.890645,1.595206,1.907541,0.796447,22.703866,-0.099729,0.130286,52.794826,14087
0.015254,75.287657,1.564834,1.887433,0.906773,16.484613,-0.091974,0.120921,19.275772,14087.1
0.014457,46.032245,1.559642,2.049325,0.821637,19.185448,-0.085315,0.069966,205.226521,14087.2
0.024963,4.980121,1.547608,2.022130,0.666107,24.366467,-0.012651,0.059068,67.840423,14088
0.011648,32.625458,1.607120,2.060466,0.778920,12.069111,-0.140488,0.040483,164.232947,14088.5
0.010784,78.782560,1.598592,1.904132,0.757908,11.621400,-0.077723,0.075493,79.997639,14088.9
0.017262,44.410605,1.620357,1.990415,0.731325,6.851319,-0.038303,0.105760,140.184881,14089
0.026205,83.325548,1.592216,1.968663,0.813031,21.582053,-0.126455,0.106405,19.122824,14089.1
0.034956,31.208484,1.539983,1.807882,0.699298,28.260008,-0.027986,0.074136,24.418543,14089.7
0.015061,56.045354,1.564529,2.122395,0.690194,15.353456,-0.014640,0.007207,5.426021,14089.7
0.014161,49.336215,1.566543,1.963518,0.851211,7.892909,-0.065122,0.096816,54.117976,14090.1
0.026117,85.443768,1.532491,2.196222,0.807644,27.788615,-0.015233,0.075218,47.725894,14090.3
0.024273,72.856733,1.580023,2.062646,0.880654,22.823146,-0.039151,0.095319,7.438528,14090.8
0.030917,47.067055,1.604533,1.955319,0.843161,23.397508,-0.029576,-0.037071,31.579462,14091.6
0.022425,38.900853,1.606747,2.004528,0.779156,21.186989,-0.076917,-0.013145,13.671535,14091.7
0.032900,76.095273,1.592339,2.117302,0.843528,19.340939,-0.059396,-0.064868,125.175458,14091.8
0.036406,62.311102,1.615315,1.804921,0.908715,12.050638,-0.114415,0.068360,62.034053,14091.9
0.030426,55.602033,1.632106,1.995380,0.838806,17.922382,-0.033618,0.088499,55.199727,14092.9
0.017560,7.400962,1.558586,1.907278,0.789095,16.133571,-0.106215,0.085406,7.708608,14093
0.023347,77.481971,1.580295,2.084603,0.916321,18.988453,-0.077616,0.004940,47.695783,14093.7
0.037363,79.365827,1.529283,2.194297,0.735305,27.316768,-0.059851,0.076879,6.821984,14094.1
0.026829,44.031660,1.580889,1.828988,0.763575,28.998588,-0.114917,0.065596,200.248690,14095.9
0.007670,1.419331,1.622240,2.037370,0.789959,14.117620,-0.055388,0.057037,36.407651,14096
0.021108,79.719933,1.585542,2.128100,0.835910,7.456375,-0.025763,0.132633,206.937491,14096.2
0.007871,76.645086,1.596900,2.106162,0.771905,15.041973,-0.044562,-0.047421,265.314709,14096.8
0.013338,48.018545,1.576168,1.870527,0.856356,24.888924,-0.011983,0.077551,124.436971,14097.2
0.014039,86.012759,1.552005,2.044936,0.644784,25.540669,-0.041367,0.109183,54.471253,14098
0.013295,29.546367,1.609426,1.958294,0.837450,3.741201,-0.026985,0.121179,46.196035,14099.2
0.018438,59.716101,1.521075,2.138496,0.679493,22.496849,-0.092132,0.048554,25.019278,14100.5
0.026342,86.440977,1.538875,2.148153,0.782735,25.109068,-0.026017,0.124787,16.104338,14101.2
0.017204,18.946643,1.599776,2.056030,0.779960,14.668068,-0.015999,-0.001295,16.481318,14101.6
0.026645,75.538646,1.582385,2.073249,0.864861,27.811092,-0.030538,0.138303,31.859646,14101.7
0.015262,85.097590,1.528269,2.036828,0.761523,14.912670,-0.034031,0.089790,270.722444,14101.8
0.024774,70.094562,1.591558,1.824110,0.867849,8.944876,-0.126477,0.097449,82.970996,14102.2
0.021281,66.281903,1.524496,2.037071,0.658583,31.850419,-0.050093,0.063894,18.372395,14102.4
0.019144,87.239341,1.590579,2.028355,0.745900,18.795853,-0.033986,0.122151,72.325109,14102.6
0.036146,66.330390,1.587068,1.840124,0.872870,16.094515,-0.120285,0.034878,28.265075,14103.2
0.011045,77.656185,1.517287,2.099264,0.741076,17.799946,-0.044579,0.001780,40.501517,14103.9
0.013588,48.575365,1.574683,2.121998,0.644110,19.460212,0.012728,0.106328,144.529296,14105.5
0.023020,36.106201,1.588221,1.997280,0.770967,20.445635,-0.079658,0.102865,4.934908,14105.6
0.013647,84.005311,1.577252,2.119058,0.829387,16.785699,-0.018168,-0.037050,254.785071,14105.7
0.016217,27.106419,1.588833,2.103206,0.763126,9.985230,-0.033659,0.089860,7.857592,14105.8
0.021509,85.486759,1.587064,1.809446,0.849200,23.907610,-0.102191,0.100688,17.258456,14106.5
0.014911,54.710506,1.567403,2.075621,0.733039,27.835929,0.014545,0.032646,153.388446,14106.7
0.012134,60.026234,1.619415,1.919587,0.810828,16.710878,-0.118722,0.073032,26.445184,14107.1
0.015687,70.907257,1.607088,2.127990,0.863084,13.805139,-0.063652,0.069559,150.174420,14107.2
0.019426,62.944467,1.578582,1.972887,0.757969,7.276395,-0.036670,0.077901,158.775178,14107.5
0.011440,51.496534,1.589660,2.016530,0.787232,13.728737,0.022589,-0.031075,18.498266,14108
0.033540,40.845700,1.574354,1.814835,0.717951,27.412666,-0.108037,0.051474,23.578243,14108.2
0.020390,62.790343,1.581805,2.196144,0.830846,18.628991,-0.068248,0.035977,152.420523,14108.3
0.015851,75.290769,1.535023,2.066686,0.613637,31.047810,-0.066802,0.053889,78.797390,14108.4
0.006288,8.285778,1.546325,1.957635,0.719164,12.128107,-0.090317,0.139933,45.473246,14109.7
0.008579,65.217964,1.584809,2.047347,0.797769,15.757867,-0.081066,0.167164,28.592429,14110.4
0.030929,52.417920,1.577584,1.811666,0.822809,19.692206,-0.006899,-0.062568,54.191595,14110.5
0.025063,43.492170,1.529587,2.004613,0.616996,27.896169,-0.069741,0.008422,83.574911,14110.5
0.026864,77.198109,1.624697,1.856832,0.946641,20.492017,-0.091962,0.000806,32.012042,14110.9
0.005698,36.681073,1.586556,2.091523,0.755841,18.896432,-0.057420,0.110260,7.778124,14112.5
0.025853,35.355105,1.594597,2.084091,0.741009,25.206839,-0.058272,0.028624,133.555790,14112.6
0.020429,71.232165,1.599407,1.868564,0.824259,21.272933,-0.042948,0.125638,13.561641,14112.6
0.039407,87.185928,1.549601,2.138192,0.749522,28.326286,-0.003800,-0.033322,266.789135,14113.8
0.030144,72.815898,1.537486,2.197619,0.757512,25.518770,-0.014105,0.009333,297.846392,14114.2
0.033611,64.169829,1.568146,2.048780,0.748850,17.565276,0.005748,0.079562,30.768761,14114.2
0.029775,89.471414,1.568076,2.011241,0.785567,24.062216,-0.011073,0.065010,11.359178,14114.4
0.018994,62.294454,1.589360,2.134986,0.722579,14.925530,-0.087745,0.131274,11.884690,14114.7
0.031126,83.144726,1.544468,2.143823,0.839265,33.490711,-0.078660,0.037141,36.508909,14114.9
0.028258,43.230201,1.552854,2.032884,0.739812,25.048427,-0.089789,0.100370,15.049031,14115.2
0.020452,52.294089,1.583102,1.942731,0.783940,15.301415,-0.138128,0.023360,105.717690,14115.4
0.030336,68.600958,1.585863,1.952519,0.763317,23.342089,0.018137,0.026323,50.744496,14115.5
0.017645,79.491835,1.610133,2.092768,0.809207,11.169344,-0.026426,0.007689,11.727860,14115.8
0.006763,15.805934,1.559772,1.890038,0.718579,14.586485,-0.044312,0.012499,14.184415,14115.9
0.031564,70.949708,1.527020,2.112929,0.649912,34.476293,-0.037477,0.085162,53.911641,14117.5
0.028117,88.704500,1.579907,2.145455,0.775892,26.700652,-0.002093,0.001439,282.364534,14117.7
0.017822,57.274286,1.600864,1.958986,0.726052,19.741093,-0.036880,0.104415,143.268955,14118.1
0.031732,85.996509,1.580681,2.179227,0.880701,20.671868,-0.085734,0.138788,78.696048,14118.2
0.035029,82.021397,1.589524,2.089229,0.899487,22.167039,-0.078107,0.089744,7.799511,14118.4
0.011889,52.670228,1.573776,1.984866,0.691511,14.271489,-0.110198,0.063498,208.197022,14119.2
0.014512,60.868692,1.537405,2.046156,0.777103,27.890572,-0.065284,0.047420,59.969335,14119.4
0.012478,54.819493,1.575247,2.024281,0.743159,20.434617,0.021165,0.079273,50.632968,14120.4
0.038614,80.125052,1.550582,2.014631,0.901731,30.282648,-0.057863,0.075783,25.037260,14120.9
0.029779,69.993016,1.608094,1.945784,0.881867,24.373162,0.006631,0.036542,20.681896,14121.4
0.038094,84.063639,1.582638,1.974218,0.932231,31.903441,-0.036123,-0.032874,13.498552,14121.9
0.009584,50.074352,1.596953,2.003386,0.805875,0.098488,-0.106165,0.101875,34.820793,14122.1
0.034486,79.869852,1.546124,2.153154,0.828931,33.071400,-0.082099,0.023645,113.509185,14122.2
0.019743,81.729081,1.550751,2.018257,0.737734,24.789786,-0.119215,0.043936,31.923824,14122.3
0.017829,52.754747,1.545075,2.007964,0.781108,16.513913,-0.097178,0.099729,35.723399,14123.4
0.037288,89.471779,1.581048,2.191287,0.850202,23.828578,-0.019472,0.004924,12.097958,14123.6
0.020787,76.162734,1.569610,1.824204,0.788726,25.700335,-0.079594,0.048360,57.329724,14124.5
0.014552,82.536114,1.551626,2.093373,0.734920,26.676859,-0.104195,0.119604,215.475301,14125.7
0.029937,74.985787,1.532959,2.047762,0.803608,28.185849,-0.069076,0.065168,214.768332,14126.1
0.016479,47.249805,1.557782,1.921684,0.755147,22.989906,-0.129787,0.098695,154.490463,14126.3
0.031951,30.769922,1.614150,1.905476,0.739705,17.101164,-0.026748,0.032287,547.993096,14126.3
0.011010,87.523466,1.584575,2.088580,0.768848,24.208086,-0.097450,0.106402,124.423830,14126.5
0.013489,79.061570,1.593353,1.999575,0.787355,13.234554,0.019820,0.002260,42.958025,14126.5
0.013476,68.891328,1.553282,2.071720,0.770064,20.004426,0.013420,0.067266,37.102678,14127.4
0.029781,78.762484,1.611287,2.187354,0.805774,19.750587,-0.034735,0.054595,31.048040,14127.6
0.024838,52.616405,1.557480,1.861627,0.737935,29.651262,-0.024737,0.081219,166.178312,14127.9
0.021564,51.761590,1.604685,1.963250,0.794317,23.951330,-0.094197,0.004883,67.694864,14128.1
0.018513,31.434384,1.588311,2.139625,0.743158,9.751938,-0.006023,0.057144,229.641899,14128.5
0.036918,74.899776,1.583489,2.004149,0.875560,19.345858,-0.024876,-0.021034,257.480719,14128.5
0.006066,9.000024,1.567696,2.178625,0.714654,4.970632,-0.090309,0.118024,89.486493,14128.7
0.032760,53.978498,1.614529,1.941841,0.822981,8.610302,-0.048819,0.015921,36.446457,14129.1
0.018719,62.557878,1.528799,2.015386,0.736346,24.998378,-0.035558,0.067113,14.614629,14129.4
0.035042,44.201862,1.599276,1.934235,0.688925,20.585361,-0.049284,0.058532,11.422467,14131.1
0.029790,66.660092,1.577485,1.832194,0.797570,34.454473,-0.028910,0.027034,61.843521,14131.1
0.018183,38.453082,1.572629,1.928421,0.818761,17.594432,-0.002609,0.044538,137.529600,14131.2
0.023899,47.282333,1.523531,2.024750,0.661535,27.898430,-0.040127,0.065991,149.189074,14131.6
0.014578,65.677535,1.554401,1.993249,0.789978,29.874552,-0.056856,0.042409,22.297349,14131.7
0.022133,56.388476,1.542543,2.003173,0.616380,27.558099,-0.055266,0.073063,45.921648,14132.8
0.020259,46.806916,1.582526,2.063964,0.754439,5.490287,-0.071733,0.062515,241.798030,14134
0.025221,60.204510,1.548555,2.161396,0.697597,23.669376,-0.112415,0.033045,34.587366,14134.1
0.016738,62.586721,1.597219,2.119585,0.789733,13.250735,-0.015449,0.100498,40.048587,14135.3
0.026889,38.133046,1.586157,1.942445,0.780738,23.365604,-0.102334,0.073031,12.371381,14135.4
0.022346,66.761028,1.593421,1.947679,0.800098,23.420794,-0.130185,0.069138,56.281339,14135.4
0.030688,52.001120,1.538277,2.183965,0.612692,22.271188,-0.071198,0.125087,143.960920,14137
0.029412,68.824379,1.542317,1.974706,0.780334,17.195145,-0.047105,0.074975,31.065348,14137.1
0.034284,71.931540,1.588478,2.070327,0.741983,25.397160,-0.050600,0.058037,10.253545,14137.2
0.025961,33.736161,1.620286,2.147361,0.726178,11.932026,-0.084749,0.087321,75.732696,14137.8
0.028865,82.570608,1.542191,2.105167,0.697326,21.085706,0.011096,0.034942,111.814566,14137.8
0.023722,44.404731,1.545666,1.870199,0.748201,27.676627,-0.025739,0.000140,70.021308,14138.9
0.025598,24.536096,1.600017,2.109805,0.718698,5.088810,-0.042216,0.088059,76.670448,14139.7
0.007626,17.351474,1.563702,2.149367,0.676536,15.328588,-0.051037,0.030990,6.566422,14140.9
0.019304,63.111194,1.550606,2.057418,0.770811,23.957294,-0.103225,0.098742,22.618867,14141
0.034706,46.662538,1.554098,1.886118,0.718879,22.661641,-0.074647,0.130233,20.424550,14141.1
0.019338,81.252774,1.576709,2.136589,0.795429,14.481993,-0.032510,0.121290,20.391010,14141.5
0.005262,20.334430,1.610702,1.841260,0.820771,12.408071,-0.051243,0.076073,281.735257,14141.5
0.028570,23.508863,1.543697,1.883080,0.739428,17.964445,-0.047201,0.087269,22.206291,14141.6
0.010245,31.712549,1.572780,2.062572,0.704961,12.522759,-0.037611,0.099464,9.178823,14142.3
0.006545,86.626987,1.570202,1.922920,0.751654,20.206931,-0.037904,0.064274,20.297483,14142.7
0.023105,65.683312,1.560472,1.947442,0.711562,21.106016,-0.047432,0.080938,24.175717,14142.9
0.025541,60.817489,1.591717,2.116575,0.678458,24.098705,-0.046617,0.044333,600.454216,14143
0.027488,60.494793,1.577013,2.088766,0.787914,19.953832,-0.091502,-0.022042,102.313152,14143.2
0.008874,63.470161,1.613174,2.069235,0.784162,7.096550,-0.076940,-0.004492,24.754324,14143.3
0.026496,5.161268,1.604926,2.127130,0.707327,6.141161,-0.102105,0.085347,95.285956,14143.7
0.024263,46.775764,1.615676,1.841537,0.844034,17.662602,-0.064197,0.125767,109.088771,14143.9
0.013272,2.657312,1.587490,2.034179,0.799041,5.875076,-0.016549,0.024416,102.295771,14144.6
0.023550,73.441784,1.547711,2.084901,0.677884,26.480422,-0.012025,0.022427,20.541677,14145.2
0.026831,88.291518,1.559870,2.023946,0.822049,21.729008,-0.020839,0.030044,7.484839,14146.6
0.036245,23.326795,1.547262,1.910324,0.671898,23.785703,-0.058182,0.062968,29.093441,14147
0.022729,0.798813,1.589587,2.130925,0.689367,8.789666,-0.064085,0.119933,274.865084,14147
0.028513,24.394896,1.583971,1.935154,0.781819,19.240958,-0.073927,0.066661,124.533277,14147.3
0.020773,79.895988,1.531003,2.145746,0.625105,29.393221,-0.073874,0.039812,50.493881,14147.4
0.011068,65.614010,1.527039,2.049586,0.727045,19.924925,-0.065441,0.068421,217.617614,14147.6
0.012936,14.831889,1.558160,2.000244,0.780367,12.122672,-0.031120,0.079676,20.580525,14147.6
0.037567,52.608050,1.556186,1.992573,0.647121,23.697729,-0.106988,0.070725,48.455711,14147.8
0.014758,86.531664,1.616951,2.117690,0.773855,10.891118,-0.044124,0.044983,68.074435,14147.8
0.016965,45.859469,1.580449,2.133718,0.770929,18.661563,-0.011656,0.023720,28.403660,14147.9
0.008147,28.927241,1.545192,2.109747,0.665358,15.689784,-0.070503,0.097763,19.225554,14148.3
0.031838,39.904481,1.540650,1.910314,0.698602,26.180417,-0.092412,0.064022,151.879418,14148.5
0.037468,88.845664,1.557571,2.026698,0.885136,27.199521,-0.051665,0.018591,9.052214,14148.7
0.013461,85.540450,1.589792,2.100400,0.797735,9.717573,-0.010454,0.001126,15.079757,14149
0.014978,84.774563,1.604172,2.060203,0.833190,16.857079,-0.046139,-0.003153,87.304847,14149.1
0.030260,40.910871,1.604688,2.078658,0.769141,15.364860,-0.074762,0.070310,16.860962,14149.7
0.032209,81.225241,1.563958,2.036728,0.850468,15.512696,-0.066227,0.016854,11.836487,14150.1
0.006281,51.973908,1.601551,2.084185,0.678633,13.164553,-0.062865,0.099819,149.133060,14150.1
0.018646,85.675854,1.613184,1.877590,0.873293,9.897126,-0.091140,0.097067,97.096543,14150.5
0.031680,70.433895,1.549934,1.890313,0.857194,25.352965,-0.065201,0.040167,103.285890,14150.9
0.015054,40.398348,1.575326,1.998493,0.728634,26.207229,-0.066485,0.059046,23.068155,14150.9
0.024314,22.690551,1.591331,1.985160,0.767561,10.604880,-0.087055,-0.013867,139.981612,14151
0.036524,48.514102,1.558618,1.942701,0.789969,24.636024,-0.044453,0.084960,20.870602,14151.4
0.030943,87.292844,1.562758,2.147101,0.711629,20.548279,-0.110813,0.096537,52.166800,14152.2
0.035684,34.050956,1.569683,1.833085,0.738706,18.221147,-0.046995,0.131504,65.871573,14153
0.038612,73.722668,1.523304,2.167049,0.620589,28.704621,-0.035100,0.041718,36.570112,14153.5
0.038284,77.479107,1.587484,2.024643,0.871989,20.047161,-0.035773,0.019941,347.514722,14153.8
0.012671,75.140869,1.577523,1.902465,0.866075,20.712226,-0.060775,0.035538,6.048324,14154.2
0.011026,50.525885,1.586579,2.158140,0.730764,12.220187,0.004806,-0.001866,176.933575,14154.3
0.018399,41.370033,1.570002,1.837243,0.750294,24.110862,-0.072156,0.015353,37.635113,14154.9
0.020885,78.621459,1.608044,1.946595,0.873873,4.062337,-0.073102,-0.001667,21.954432,14154.9
0.014854,47.727367,1.578134,2.106153,0.784582,15.969034,-0.083280,0.051401,12.713745,14155.5
0.016511,37.216190,1.608270,2.090274,0.686958,16.062686,-0.040218,-0.006187,128.442126,14156.4
0.023678,13.513904,1.569962,1.954907,0.725708,7.682029,-0.067121,0.106815,30.025738,14157.4
0.015125,44.179850,1.556556,2.099060,0.625719,25.309270,-0.023858,0.050731,37.047364,14157.5
0.033273,41.011063,1.601279,1.812827,0.835471,24.388624,-0.083196,0.055694,91.311442,14157.7
0.033555,77.861221,1.538377,1.974505,0.793298,23.127896,-0.058897,0.073692,19.118729,14157.8
