0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-PEMD-theta_E,1-galaxy-mass-0-PEMD-gamma,1-galaxy-mass-0-PEMD-q,1-galaxy-mass-0-PEMD-phi,1-galaxy-mass-0-PEMD-center_x,1-galaxy-mass-0-PEMD-center_y,2-galaxy-light-0-IrregularGrid-lambda,probability_weights
0.015378,67.327904,1.580332,2.070834,0.765573,18.469643,-0.058830,0.045971,21.545192,14217.5
0.031154,39.278121,1.602227,1.835066,0.766516,21.737773,-0.046296,0.048760,35.628107,14217.6
0.013919,51.752000,1.594754,2.087547,0.741784,11.292298,-0.048186,0.057996,48.619794,14217.6
0.018067,80.380352,1.582134,1.978319,0.833527,19.216062,-0.045348,0.017580,37.444467,14217.7
0.012121,31.181985,1.583979,1.822453,0.796859,12.290083,-0.042145,0.034681,31.551797,14217.8
0.019604,87.245482,1.576028,1.912865,0.853039,19.436849,-0.077646,0.063550,46.357021,14217.8
0.012538,5.211792,1.590149,1.934518,0.789894,8.876325,-0.062949,0.055070,142.461692,14217.9
0.007668,68.166199,1.553510,2.138358,0.647168,20.254781,-0.044419,0.054894,139.167341,14218
0.014259,69.028311,1.564432,1.971702,0.817747,20.562076,-0.063206,0.047622,92.049705,14218.1
0.030066,71.772841,1.559622,2.115903,0.736192,26.645600,-0.077077,0.080723,149.380292,14218.3
0.014772,76.997474,1.584832,1.904653,0.824624,16.922816,-0.051347,0.035224,30.256320,14218.4
0.009929,35.282413,1.585779,2.105002,0.719643,14.618333,-0.050965,0.004332,131.441741,14218.5
0.025197,25.777990,1.574139,1.977812,0.739574,14.547486,-0.067518,0.068064,28.038605,14218.6
0.017715,71.400955,1.590951,1.983808,0.795827,19.147768,-0.053002,0.046304,46.613733,14218.7
0.012158,18.135862,1.596270,1.905793,0.798752,10.508497,-0.070821,0.007899,69.744298,14218.7
0.026709,64.291573,1.584787,2.071084,0.760865,16.717354,-0.042816,0.025948,93.390327,14218.7
0.033977,53.312860,1.588112,2.135155,0.679173,24.179579,-0.064034,0.053696,106.875721,14218.7
0.027062,27.082633,1.573758,1.979714,0.713519,15.759855,-0.028044,0.041855,132.821218,14218.9
0.022963,48.022036,1.570019,2.057888,0.755382,20.089132,-0.042228,0.061781,63.496735,14219
0.015192,26.384744,1.581578,2.016041,0.716820,11.016517,-0.080531,0.065722,111.671807,14219
0.025351,47.928190,1.570070,1.870393,0.771698,24.023586,-0.046506,0.022757,50.292279,14219.1
0.019342,26.295687,1.577012,2.158661,0.626358,15.848841,-0.041825,0.041237,44.596610,14219.2
0.019903,52.754755,1.579669,2.126593,0.711094,16.969730,-0.089123,0.046298,83.464312,14219.2
0.005259,74.768204,1.560854,2.102345,0.730797,13.264569,-0.049927,0.082447,88.891698,14219.3
0.005289,31.202544,1.596370,1.976068,0.780030,13.902728,-0.075756,0.065647,81.972226,14219.4
0.020499,57.427792,1.597951,2.086589,0.758358,14.868188,-0.048698,0.061429,109.869729,14219.4
0.022364,52.168827,1.583241,2.029469,0.757942,20.459159,-0.088464,0.046423,98.056467,14219.5
0.024636,25.537792,1.599443,2.013323,0.720453,12.423133,-0.036348,0.035128,28.159887,14219.6
0.017015,85.911003,1.567848,1.929068,0.819683,19.179995,-0.054838,0.067265,78.607374,14219.7
0.025203,77.089622,1.587105,1.990324,0.834895,21.855069,-0.036183,0.031946,84.482710,14219.7
0.016777,83.623638,1.579970,2.184561,0.688820,16.768087,-0.064580,0.054153,100.006821,14219.8
0.020042,60.136076,1.585635,2.005638,0.763969,22.719763,-0.060345,0.065692,83.771196,14220
0.024188,69.783362,1.579625,2.053363,0.752419,20.180806,-0.069339,0.067505,39.810570,14220
0.015815,59.171903,1.595903,2.005319,0.772982,13.185845,-0.050824,0.059656,105.052327,14220.1
0.027468,18.826546,1.615593,1.813205,0.790879,10.983670,-0.063955,0.011878,38.568170,14220.2
0.015931,55.758924,1.558380,1.875222,0.793816,21.124025,-0.055715,0.057311,54.011953,14220.3
0.012905,52.156069,1.561649,2.043231,0.689242,18.203484,-0.058503,0.029112,102.531636,14220.3
0.027211,40.212735,1.587034,1.962126,0.738416,20.988091,-0.086998,0.085696,82.832024,14220.3
0.009947,64.500109,1.575718,2.134369,0.755731,17.770692,-0.039880,0.056396,85.504809,14220.4
0.005286,29.942843,1.580263,1.967149,0.751379,17.297449,-0.061319,0.066077,99.982944,14220.4
0.017518,36.542009,1.594203,2.159891,0.675055,12.657958,-0.048465,0.033908,56.179874,14220.7
0.007291,62.212929,1.564494,1.948990,0.791901,16.081008,-0.036544,0.019221,38.580719,14220.7
0.022981,59.470721,1.580841,2.094586,0.736992,18.710471,-0.080865,0.085373,61.974596,14220.7
0.008149,44.893957,1.579909,2.040060,0.738703,12.509251,-0.047869,0.078879,35.769968,14220.8
0.005890,83.330857,1.554415,2.061014,0.743201,13.010905,-0.046038,0.038493,75.841376,14221
0.024403,8.299127,1.595289,1.978592,0.743309,10.280485,-0.072124,0.019469,53.713549,14221.1
0.030236,70.221082,1.575016,2.118084,0.734611,18.539433,-0.057195,0.050388,182.533234,14221.1
0.020000,30.223072,1.606410,1.823345,0.819901,15.501082,-0.045182,0.049364,37.752095,14221.1
0.026139,74.413039,1.584602,2.110850,0.774020,22.845995,-0.046582,0.045119,60.555053,14221.2
0.014278,14.563250,1.600345,1.961756,0.763429,7.394327,-0.058899,0.045295,155.472361,14221.2
0.007614,34.129351,1.594224,1.953170,0.779701,14.227321,-0.046105,0.052203,28.622690,14221.3
0.011541,37.688583,1.566408,1.882733,0.777033,17.196105,-0.046814,0.022536,33.082900,14221.4
0.008221,60.687617,1.555504,2.049306,0.733194,15.464720,-0.036424,0.034332,65.892266,14221.4
0.020274,53.077655,1.569302,2.076411,0.700119,20.344900,-0.053146,0.036613,258.922011,14221.5
0.023256,56.106991,1.562852,2.118088,0.689018,24.072755,-0.040424,0.043751,134.633190,14221.6
0.027355,53.349874,1.573491,2.035664,0.751131,19.160144,-0.041709,0.004765,64.179488,14221.6
0.033402,44.250639,1.573927,2.101934,0.658971,19.061037,-0.062085,0.068106,43.256271,14221.6
0.013747,20.358540,1.563076,2.073780,0.688684,17.899068,-0.038319,0.065417,68.343297,14221.6
0.014142,46.991296,1.568182,2.021624,0.743754,18.595624,-0.082010,0.084497,58.809882,14221.8
0.019262,40.295445,1.595649,1.973020,0.729665,17.160856,-0.050910,0.049345,69.814172,14221.9
0.026245,14.857172,1.588357,2.002790,0.664319,12.471852,-0.042315,0.033997,90.850144,14221.9
0.011520,55.180944,1.584183,2.023233,0.748007,14.620838,-0.049146,0.016145,43.091350,14221.9
0.027711,66.717718,1.574733,1.961989,0.806381,24.838780,-0.076992,0.047836,100.452063,14222
0.011105,67.222096,1.571080,2.129898,0.678387,18.814084,-0.042999,0.050759,50.958021,14222.1
0.016907,26.003970,1.590645,2.086477,0.722026,12.288193,-0.061239,0.043197,207.975072,14222.1
0.009021,75.536996,1.559620,2.143957,0.668502,19.966327,-0.068569,0.043948,81.529372,14222.2
0.031147,43.598631,1.585472,1.890047,0.752689,23.683716,-0.064827,0.062539,113.785475,14222.2
0.015202,3.870893,1.583553,2.025287,0.713088,12.263944,-0.062196,0.016771,40.854574,14222.2
0.031052,57.028519,1.571181,1.998897,0.729766,23.734697,-0.027895,0.043083,134.192159,14222.2
0.020843,49.128029,1.561177,2.003878,0.718194,23.123667,-0.076023,0.044134,65.349303,14222.3
0.024986,65.547839,1.572642,2.125281,0.694541,23.831594,-0.043081,0.075353,156.933988,14222.4
0.020765,26.426641,1.596635,1.950109,0.759923,17.348171,-0.056102,0.044450,61.897465,14222.4
0.008384,76.980102,1.582147,2.051553,0.813806,10.186396,-0.071523,0.047503,50.562090,14222.4
0.018857,24.522901,1.584386,2.080471,0.709354,14.328704,-0.056887,0.016727,126.642672,14222.4
0.022247,57.098367,1.569186,2.132054,0.688183,15.919572,-0.057940,0.062154,135.748563,14222.5
0.016192,22.732231,1.578423,2.077820,0.677632,12.686129,-0.081002,0.065042,63.961442,14222.7
0.022108,24.453178,1.583869,2.029998,0.692172,16.682552,-0.046919,0.008166,114.227258,14222.7
0.011907,29.292618,1.591279,1.972835,0.780367,15.812651,-0.063534,0.066396,49.229522,14222.7
0.017935,10.493658,1.600823,1.931976,0.757421,11.792190,-0.053696,0.060182,97.169967,14222.8
0.015857,72.107683,1.565044,2.089710,0.743445,15.805074,-0.077155,0.059163,75.533623,14222.9
0.014158,76.839516,1.587870,1.905987,0.859608,11.347372,-0.039903,0.038251,44.900839,14223.1
0.015730,5.475133,1.595678,1.860878,0.802840,9.470032,-0.067184,0.055980,86.399404,14223.2
0.015336,30.170993,1.599734,2.088622,0.720008,9.583459,-0.053966,0.032135,91.409280,14223.2
0.014163,18.391362,1.580320,1.984228,0.751283,16.966264,-0.065204,0.059598,35.104411,14223.2
0.026814,43.582754,1.583800,1.932474,0.765912,17.714987,-0.045709,0.082976,96.453778,14223.3
0.027464,50.603264,1.568890,1.917374,0.748099,25.419396,-0.059319,0.074349,60.554006,14223.3
0.020902,35.379733,1.573126,1.836869,0.780457,18.376154,-0.042610,0.071957,73.502410,14223.4
0.021234,71.459054,1.561150,2.065754,0.769943,17.056465,-0.039099,0.041460,95.816400,14223.5
0.034866,33.475712,1.589581,2.016052,0.712075,18.918947,-0.068919,0.048225,31.849681,14223.6
0.014854,71.979607,1.586989,2.047540,0.785835,14.387488,-0.039575,0.054779,38.756630,14223.6
0.008850,66.688742,1.564677,2.161149,0.728405,16.968183,-0.037596,0.049145,51.209451,14223.7
0.025666,34.527487,1.591024,2.097193,0.692254,16.529314,-0.052687,0.057219,32.338061,14223.8
0.031191,45.633406,1.579175,2.025396,0.739086,19.730188,-0.042875,0.079294,62.350591,14223.8
0.013491,44.528358,1.577576,2.011406,0.775017,19.702991,-0.060754,0.042910,59.816823,14223.9
0.012370,49.921146,1.560249,2.114024,0.711328,18.469863,-0.058939,0.044969,37.659323,14223.9
0.022936,15.130612,1.589870,2.081017,0.677487,15.164205,-0.046490,0.022242,75.380453,14223.9
0.015859,78.532551,1.565053,2.155172,0.701584,20.150684,-0.041794,0.032346,188.915026,14224
0.015074,64.118495,1.563089,2.054538,0.761238,19.529600,-0.072975,0.069010,138.283106,14224
0.022675,9.555003,1.593248,2.039118,0.708278,10.475226,-0.033115,0.055495,55.998398,14224.1
0.025898,78.666915,1.564434,2.090516,0.743252,24.197706,-0.059273,0.035350,61.389799,14224.2
0.013163,58.473856,1.577981,1.991320,0.765092,18.507131,-0.081369,0.063250,143.862599,14224.2
0.007646,37.877215,1.567879,2.169934,0.684257,15.235823,-0.027140,0.041457,93.973088,14224.3
0.031957,48.399630,1.601969,1.864641,0.819444,21.488253,-0.068536,0.060205,51.789907,14224.4
0.028696,36.851089,1.604555,1.977945,0.742371,16.171918,-0.067866,0.042135,33.153004,14224.4
0.010503,31.408744,1.574188,2.133498,0.658045,16.800321,-0.046170,0.054084,226.913695,14224.4
0.024060,75.252050,1.556869,2.149974,0.715744,22.413168,-0.033336,0.041454,56.416699,14224.5
0.015159,4.544060,1.568385,2.102231,0.641314,14.923699,-0.057040,0.047391,71.714371,14224.6
0.021771,36.567587,1.584713,1.979201,0.709958,16.729044,-0.053909,0.076928,38.312679,14224.8
0.024930,40.274426,1.566732,2.105075,0.662837,17.915140,-0.072896,0.044025,159.514986,14224.8
0.013974,33.419742,1.568879,2.016336,0.733474,17.151769,-0.064864,0.081293,118.859883,14224.8
0.009047,67.736181,1.574771,1.959289,0.773369,17.180710,-0.061294,0.079087,76.558348,14224.9
0.015382,16.878869,1.574121,1.948896,0.777657,12.721119,-0.068434,0.064229,42.447650,14224.9
0.013968,42.495544,1.570729,1.925144,0.768044,20.644083,-0.072893,0.051193,43.033179,14225
0.021104,35.816054,1.587825,1.813197,0.789418,16.272970,-0.038820,0.041273,29.364501,14225
0.017244,47.303429,1.582107,2.030644,0.741520,15.025885,-0.053170,0.031413,207.786415,14225
0.011280,64.762010,1.564912,2.039888,0.750592,18.551462,-0.030754,0.052168,62.520997,14225.3
0.010718,57.667728,1.584162,2.172776,0.682023,14.568374,-0.048060,0.043688,194.301486,14225.3
0.008557,53.948130,1.574368,2.131462,0.722312,18.129971,-0.036952,0.048967,46.059540,14225.3
0.016538,17.224277,1.580111,1.989363,0.748504,16.575344,-0.059016,0.053236,61.829712,14225.6
0.025159,25.220526,1.579933,2.084112,0.656005,17.841300,-0.041741,0.061280,137.951219,14225.7
0.011631,20.662226,1.574158,2.054553,0.713777,17.041699,-0.077423,0.040451,90.915325,14225.8
0.032052,35.656264,1.581890,2.128610,0.662309,17.640260,-0.053486,0.039400,109.369967,14225.8
0.006117,77.389006,1.577612,2.151379,0.748287,11.409668,-0.039948,0.049869,118.341845,14225.9
0.007768,68.232863,1.579382,1.967880,0.768953,14.656399,-0.071274,0.045884,61.710419,14225.9
0.009059,37.073495,1.585528,2.187931,0.685114,14.193532,-0.071857,0.050366,66.901386,14225.9
0.011090,47.284892,1.555758,2.081335,0.705654,16.472961,-0.052436,0.052257,46.616675,14226
0.016161,25.490399,1.594483,2.113098,0.699430,10.197694,-0.066526,0.046778,69.213924,14226.1
0.019013,57.319981,1.574864,2.061883,0.727276,19.468173,-0.028071,0.017572,58.715559,14226.2
0.007466,51.617191,1.571283,2.163310,0.640916,18.857786,-0.052538,0.051692,104.691068,14226.2
0.006731,69.549355,1.580468,1.951990,0.814971,14.796005,-0.084111,0.043139,45.430412,14226.2
0.016142,33.276806,1.582918,1.996618,0.746026,13.335808,-0.024533,0.051690,89.176368,14226.2
0.022729,71.169286,1.573788,2.182496,0.676173,19.678800,-0.041243,0.039413,141.993843,14226.2
0.010913,47.291688,1.563567,2.109263,0.724013,19.358443,-0.062025,0.068369,79.915492,14226.2
0.005306,70.358384,1.593680,1.994462,0.782238,10.560969,-0.052906,0.024919,73.195583,14226.3
0.005332,63.279894,1.572712,2.065569,0.748871,13.319811,-0.083183,0.069717,119.339361,14226.4
0.007690,27.342965,1.576336,2.037232,0.702755,13.834058,-0.045322,0.059334,58.964869,14226.4
0.006287,82.724627,1.571218,2.098787,0.778905,14.304298,-0.065076,0.035877,49.910527,14226.5
0.008722,76.001306,1.583482,1.914941,0.818203,11.226857,-0.063142,0.054497,39.149947,14226.5
0.015355,63.066201,1.578699,2.033430,0.780011,18.642080,-0.050848,0.024164,33.742249,14226.7
0.010183,64.397056,1.570052,2.137127,0.712747,17.735974,-0.033105,0.059825,134.219217,14226.7
0.014433,21.330454,1.570012,2.094319,0.663741,18.177252,-0.042098,0.042439,60.213421,14226.7
0.019895,16.260331,1.573885,2.026478,0.689884,14.363076,-0.049203,0.055998,30.328559,14226.7
0.014373,13.890630,1.578979,2.016646,0.714339,12.967399,-0.073634,0.080855,112.286915,14226.8
0.009751,86.328226,1.563707,2.157759,0.714530,19.545597,-0.056681,0.032708,124.778286,14226.8
0.011593,51.177786,1.584053,2.088183,0.702323,15.078429,-0.045611,0.029937,118.568904,14226.9
0.014585,62.564473,1.573580,2.050932,0.756268,20.568485,-0.074272,0.074439,47.906146,14226.9
0.011701,7.379819,1.566831,2.036492,0.712440,15.071040,-0.046870,0.031917,160.632706,14226.9
0.033901,32.578809,1.576707,2.040258,0.683538,17.312000,-0.031653,0.028039,57.324670,14226.9
0.006883,41.499447,1.585501,1.935125,0.786559,10.104133,-0.040880,0.019282,55.416072,14227
0.020580,78.103563,1.568084,2.038617,0.786492,18.189309,-0.038254,0.052033,40.183816,14227
0.014016,60.392658,1.579160,2.071241,0.780819,15.013302,-0.053999,0.067712,48.129878,14227.1
0.021584,78.421363,1.572288,2.134969,0.757365,19.909021,-0.076159,0.076941,105.135736,14227.1
0.011820,81.649190,1.559292,2.119931,0.707715,18.700974,-0.034669,0.047689,114.518811,14227.1
0.017463,38.545663,1.572186,1.994238,0.753270,15.370817,-0.078010,0.076865,80.481603,14227.1
0.021570,48.087357,1.580452,2.081677,0.670045,18.305050,-0.047856,0.037023,82.176612,14227.2
0.023499,72.043168,1.565841,2.009786,0.792234,23.522954,-0.072924,0.053728,40.372071,14227.2
0.028287,36.203325,1.571191,1.950397,0.710003,19.514312,-0.079707,0.064445,41.487070,14227.3
0.027588,42.316696,1.597419,1.968515,0.730983,17.553979,-0.044582,0.062711,79.356853,14227.4
0.020396,47.909739,1.589905,1.911793,0.777239,16.506765,-0.047190,0.052282,137.965529,14227.6
0.021562,50.942833,1.577923,2.161094,0.681152,20.675376,-0.048981,0.068937,122.700335,14227.7
0.018430,25.739664,1.591110,2.089891,0.676791,14.331233,-0.035859,0.048481,63.389129,14227.7
0.022256,65.479398,1.586381,1.930182,0.803632,19.058525,-0.052568,0.049478,49.456539,14227.7
0.026104,81.548808,1.561183,2.104583,0.774319,22.165483,-0.060286,0.068911,148.253789,14228
0.006977,48.691489,1.590306,1.958058,0.811320,13.868437,-0.075319,0.055623,44.697621,14228
0.029828,59.318244,1.575340,2.145737,0.665901,24.031616,-0.060447,0.072764,87.878893,14228
0.013194,65.265402,1.576564,1.963625,0.818167,14.515886,-0.052459,0.016475,46.271347,14228
0.015892,22.956694,1.601782,1.961646,0.754554,9.588341,-0.051776,0.035999,140.465532,14228
0.008458,38.857994,1.593332,1.991633,0.792658,9.660311,-0.060493,0.027714,42.407414,14228.2
0.006983,79.815135,1.559630,2.152107,0.719030,15.444118,-0.057138,0.066210,82.962528,14228.2
0.017950,65.659588,1.572545,1.962751,0.783252,22.541966,-0.043314,0.041933,83.102910,14228.3
0.037129,53.534452,1.581594,1.975771,0.738039,25.245243,-0.038107,0.063441,124.121782,14228.3
0.031996,34.311912,1.583343,1.981727,0.686944,18.387021,-0.062814,0.081511,45.253595,14228.3
0.019825,63.107899,1.564708,2.138264,0.720836,18.116976,-0.045763,0.075106,81.688520,14228.3
0.012455,21.688407,1.597821,1.834984,0.819133,10.434701,-0.048639,0.024669,21.737083,14228.4
0.012471,26.224545,1.587180,1.978346,0.781617,11.469034,-0.038417,0.025757,96.413230,14228.4
0.024017,29.679250,1.601313,1.867757,0.770967,12.101692,-0.061672,0.066592,40.219573,14228.4
0.017272,44.873018,1.585245,2.166964,0.650739,17.009815,-0.060213,0.040386,157.989280,14228.5
0.021462,50.671130,1.587893,1.853415,0.810646,17.054875,-0.077210,0.059233,59.412640,14228.5
0.026618,80.696310,1.581892,2.082310,0.812257,20.266326,-0.053108,0.046582,88.148611,14228.5
0.008514,60.569706,1.576487,2.129875,0.718459,13.493389,-0.058566,0.078447,133.443124,14228.5
0.028101,36.040253,1.599230,1.949249,0.751439,18.593924,-0.053898,0.042463,106.912033,14228.6
0.007512,64.664471,1.580074,2.056199,0.749668,11.823237,-0.053187,0.040980,43.262800,14228.7
0.033015,43.646936,1.593706,2.023385,0.705888,21.414476,-0.050846,0.058923,132.880775,14228.8
0.005473,48.220001,1.585525,1.836322,0.839794,13.276295,-0.036726,0.051779,42.273031,14228.8
0.022029,83.238426,1.565280,2.095569,0.795008,16.438917,-0.052704,0.041093,57.636879,14228.9
0.005167,88.554251,1.558645,2.049385,0.745901,14.201831,-0.063702,0.056477,52.592426,14229
0.014108,35.945209,1.599737,1.902916,0.795002,15.584696,-0.061176,0.051630,40.647455,14229
0.014382,61.149877,1.590140,1.928910,0.828804,15.942436,-0.052370,0.025467,34.626982,14229.1
0.026193,46.816825,1.578454,2.112313,0.671299,21.982628,-0.060158,0.076996,81.875701,14229.1
0.020524,42.684525,1.581274,1.876630,0.784215,16.565830,-0.072368,0.081432,47.059371,14229.1
0.018003,61.284880,1.570497,1.920710,0.802849,20.705486,-0.037735,0.052600,52.064682,14229.1
0.010972,37.102592,1.582440,1.951489,0.783006,14.861578,-0.037041,0.065887,65.270700,14229.1
0.018440,34.012014,1.586502,2.080995,0.722623,14.684070,-0.070829,0.037642,114.887092,14229.1
0.019344,18.108206,1.607014,1.957347,0.756786,8.872118,-0.047181,0.036962,47.379228,14229.3
0.006517,84.311754,1.572773,1.970930,0.798908,11.373821,-0.055281,0.031286,83.898345,14229.4
0.005580,21.541162,1.591221,2.090191,0.740426,9.312153,-0.043629,0.055402,99.115313,14229.4
0.010737,48.481912,1.582638,1.926478,0.813798,16.981166,-0.072575,0.036594,49.660394,14229.4
0.028754,24.865250,1.581613,2.027667,0.704008,13.514949,-0.052907,0.025014,105.584162,14229.4
0.009515,32.711327,1.566810,1.941417,0.760031,15.523709,-0.041785,0.050887,112.911764,14229.5
0.032675,39.699107,1.571942,2.028218,0.705192,19.468877,-0.064013,0.056428,130.266547,14229.5
0.024245,39.259276,1.580975,2.057236,0.724776,19.097085,-0.055679,0.073883,81.320219,14229.5
0.005569,35.204702,1.583096,1.965355,0.759018,11.403569,-0.067722,0.045777,124.154268,14229.6
0.005033,71.959082,1.579337,1.958632,0.794336,13.623008,-0.073767,0.059872,130.322891,14229.6
0.028887,20.033327,1.585854,1.954724,0.712249,11.201743,-0.068598,0.040580,43.051923,14229.6
0.009476,79.540190,1.580354,2.068242,0.753561,15.747152,-0.068080,0.055500,48.708866,14229.7
0.009284,24.979160,1.566662,1.965244,0.742112,12.857102,-0.066376,0.045934,59.850265,14229.9
0.019340,25.965316,1.588098,1.980719,0.720456,14.750875,-0.074330,0.087027,82.614347,14229.9
0.031371,30.892037,1.587071,1.957581,0.720981,17.783128,-0.079117,0.064917,30.957177,14229.9
0.022398,20.727479,1.575899,2.061548,0.676212,16.593252,-0.055557,0.064044,126.696143,14230
0.028103,33.866652,1.587610,1.893845,0.757467,14.870529,-0.037320,0.011918,66.916783,14230.1
0.026646,41.843754,1.580634,2.000209,0.707783,17.181090,-0.066402,0.027252,61.646487,14230.2
0.028385,28.595753,1.578159,1.980261,0.716433,13.402416,-0.055885,0.043200,88.250307,14230.2
0.010457,43.314609,1.576515,2.102805,0.705380,18.241462,-0.071792,0.044453,62.997593,14230.4
0.014028,15.862267,1.598558,2.009141,0.754783,10.558443,-0.043817,0.026884,73.794090,14230.4
0.021092,51.773569,1.573938,2.158178,0.695917,18.287981,-0.069279,0.062535,55.531069,14230.5
0.020726,20.265585,1.577773,2.054788,0.677432,13.184379,-0.066547,0.075967,92.165615,14230.5
0.008111,6.450877,1.588685,1.952143,0.771600,6.867506,-0.067056,0.042600,96.461261,14230.5
0.016830,71.543947,1.583625,2.061875,0.798084,16.879226,-0.055279,0.051126,109.190815,14230.5
0.021930,20.019600,1.595457,2.040444,0.684448,13.889829,-0.055922,0.069598,62.495805,14230.6
0.036255,20.578031,1.597829,1.893538,0.744594,11.527898,-0.043539,0.027351,53.400345,14230.6
0.005652,82.593050,1.585235,2.069591,0.775186,10.310261,-0.063197,0.050483,38.210900,14230.7
0.005869,73.896711,1.558253,2.043043,0.752394,14.888330,-0.057213,0.059701,80.780743,14230.7
0.031481,44.661514,1.578649,1.943558,0.728833,21.535887,-0.044408,0.046127,26.317018,14230.7
0.009772,22.932136,1.591151,1.991256,0.770115,7.752504,-0.066189,0.033878,93.961743,14230.7
0.005924,73.244652,1.557233,2.078409,0.733675,17.673132,-0.051872,0.047398,43.987705,14230.8
0.015646,16.800529,1.580972,1.980390,0.759526,9.890391,-0.051387,0.051230,83.121786,14230.8
0.013104,84.203592,1.567774,2.030566,0.769875,18.022221,-0.069586,0.063700,58.974163,14230.9
0.033131,11.596154,1.585769,2.014859,0.663549,13.446704,-0.066801,0.051302,57.662323,14230.9
0.014307,16.244601,1.571458,1.885731,0.768342,12.716752,-0.062213,0.061270,84.122533,14231
0.026694,43.378879,1.597028,1.826905,0.807873,20.018942,-0.046848,0.022673,45.309302,14231.1
0.006064,79.963942,1.555543,2.160894,0.662350,16.366173,-0.054276,0.041077,102.322914,14231.1
0.032110,30.025374,1.605241,2.003890,0.711408,15.676019,-0.063019,0.038962,82.028805,14231.2
0.014304,24.044505,1.575095,2.049362,0.715082,17.195448,-0.075663,0.055103,116.447821,14231.2
0.005747,8.921604,1.575490,2.111892,0.730073,9.689553,-0.054636,0.051768,92.161747,14231.2
0.005636,75.952817,1.565879,2.055792,0.754476,14.754672,-0.045174,0.060019,119.597863,14231.2
0.028063,16.339038,1.592725,1.923386,0.709525,11.776341,-0.036054,0.037108,54.976575,14231.2
0.016097,24.012373,1.572801,2.120817,0.643166,14.771521,-0.050754,0.053352,114.377712,14231.4
0.022395,43.470066,1.579995,2.101594,0.703843,20.341208,-0.047418,0.054092,64.466174,14231.4
0.021557,27.587521,1.602828,1.924054,0.775687,14.588786,-0.048528,0.037914,71.464414,14231.5
0.026075,32.672341,1.583367,2.078176,0.688433,16.774410,-0.084884,0.055646,101.429209,14231.5
0.035802,43.649969,1.578099,1.958744,0.732168,21.586833,-0.066140,0.038751,112.728239,14231.6
0.006316,21.676128,1.566075,2.126091,0.690366,15.025947,-0.062160,0.064564,48.182393,14231.7
0.016779,2.893622,1.586826,1.942902,0.781071,8.523909,-0.064438,0.038512,38.774732,14231.8
0.036573,47.344999,1.596545,1.894165,0.772412,23.953885,-0.054623,0.063054,35.445974,14231.8
0.036570,26.953173,1.596541,1.911109,0.736991,14.327081,-0.073101,0.068028,34.012402,14231.9
0.023322,34.742428,1.599707,1.953826,0.756439,12.827256,-0.045741,0.025489,46.446134,14232
0.021139,51.691252,1.583296,1.948050,0.780643,19.332064,-0.032405,0.029591,40.027605,14232
0.017115,16.991124,1.570885,2.050285,0.702587,16.739826,-0.068234,0.066441,72.364615,14232.1
0.033545,6.980930,1.598571,1.922830,0.736829,8.340079,-0.065689,0.023310,62.544236,14232.1
0.018974,30.368039,1.587413,1.994117,0.721952,15.176938,-0.081622,0.063459,91.463384,14232.1
0.031560,44.716957,1.573131,2.043649,0.669492,21.581973,-0.059694,0.047270,127.268937,14232.2
0.021999,30.743128,1.563241,2.031543,0.684725,17.329266,-0.059568,0.038591,64.118658,14232.2
0.033916,28.091108,1.576950,2.006375,0.667074,19.094325,-0.066470,0.067990,79.683901,14232.3
0.034393,23.476753,1.585702,2.027073,0.648025,14.975741,-0.065447,0.054949,75.566523,14232.3
0.011684,18.536673,1.584819,1.854085,0.791034,11.370842,-0.051764,0.056887,26.606601,14232.3
0.018782,40.630112,1.578561,2.047909,0.708767,15.979079,-0.049458,0.038902,184.832295,14232.4
0.015138,26.008247,1.593065,1.839769,0.794991,14.713039,-0.046692,0.052317,35.249453,14232.6
0.016069,8.790219,1.586673,2.018926,0.728159,8.348816,-0.065902,0.032466,66.030229,14232.6
0.016924,34.791108,1.585632,1.973010,0.768138,17.455117,-0.070298,0.048446,53.009806,14232.6
0.007237,76.361318,1.580894,2.072454,0.768801,10.843315,-0.059746,0.039488,49.091239,14232.6
0.028816,25.380455,1.595996,1.881806,0.750024,12.812359,-0.069883,0.025047,39.396183,14232.7
0.022460,12.127970,1.597628,1.885106,0.752283,11.604156,-0.067299,0.066827,41.528486,14232.7
0.029313,37.715642,1.584967,1.962468,0.714020,18.357851,-0.058614,0.087602,78.096914,14232.8
0.016861,47.255924,1.578360,2.042524,0.716972,15.697817,-0.073592,0.051389,85.034977,14232.8
0.030737,9.714117,1.588399,2.014492,0.688101,9.842810,-0.064204,0.023049,91.566539,14232.8
0.027512,27.692588,1.587289,1.995192,0.735663,15.930691,-0.072723,0.041927,54.209614,14232.9
0.023430,3.634941,1.594141,1.961063,0.729226,11.171429,-0.063041,0.039639,68.360776,14232.9
0.028586,80.862860,1.566553,2.082742,0.773079,22.514579,-0.067647,0.058657,113.282376,14232.9
0.031646,19.805554,1.581947,2.052179,0.640413,15.418410,-0.059112,0.053646,107.402402,14233
0.036736,28.110620,1.591582,2.003051,0.698933,18.187778,-0.066546,0.054568,71.109370,14233
0.019913,40.568725,1.564890,2.029339,0.708847,19.176086,-0.043671,0.044828,40.671776,14233
