             0.00565             -1.10237              1.07330
             0.01029             -1.00370              1.03739
             0.01275             -0.90902              1.00058
             0.01343             -0.81872              0.96319
             0.01590             -0.73311              0.92568
             0.01392             -0.65247              0.88861
             0.00343             -0.57690              0.85267
            -0.01096             -0.50637              0.81869
            -0.01879             -0.44058              0.78754
            -0.01924             -0.37900              0.76016
            -0.01628             -0.32081              0.73738
            -0.02926             -0.26492              0.71991
            -0.02395             -0.21010              0.70822
            -0.01690             -0.15499              0.70250
            -0.00156             -0.09827              0.70261
             0.00521             -0.03876              0.70813
             0.02230              0.02453              0.71842
             0.02070              0.09228              0.73269
             0.00025              0.16493              0.75008
            -0.00004              0.24266              0.76974
            -0.00984              0.32544              0.79091
            -0.01146              0.41308              0.81292
             0.00113              0.50529              0.83521
             0.01538              0.60171              0.85735
             0.01581              0.70196              0.87901
             0.01076              0.80565              0.89994
             0.00468              0.91242              0.91998
             0.00744             -1.06638              0.97442
             0.01142             -0.96649              0.93713
             0.01664             -0.87085              0.89853
             0.02443             -0.77996              0.85891
             0.02433             -0.69427              0.81871
             0.00536             -0.61421              0.77852
            -0.01841             -0.54004              0.73912
            -0.02920             -0.47185              0.70147
            -0.02220             -0.40943              0.66665
            -0.01299             -0.35223              0.63583
             0.00016             -0.29934              0.61013
            -0.01500             -0.24947              0.59051
             0.03451             -0.20106              0.57761
             0.03971             -0.15240              0.57173
             0.00518             -0.10181              0.57268
             0.02316             -0.04779              0.57992
            -0.00406              0.01084              0.59259
            -0.00602              0.07489              0.60965
             0.00775              0.14481              0.63001
            -0.00971              0.22071              0.65262
            -0.00976              0.30244              0.67658
            -0.01855              0.38968              0.70110
             0.00554              0.48201              0.72559
             0.02925              0.57893              0.74958
             0.02820              0.67995              0.77275
             0.01567              0.78461              0.79489
             0.00649              0.89245              0.81585
             0.00704             -1.02932              0.87954
             0.01331             -0.92779              0.84109
             0.02468             -0.83072              0.80086
             0.03289             -0.73872              0.75906
             0.01492             -0.65245              0.71611
            -0.01963             -0.57249              0.67259
            -0.04108             -0.49935              0.62934
            -0.01178             -0.43330              0.58746
             0.04282             -0.37431              0.54826
             0.02561             -0.32187              0.51324
             0.01594             -0.27498              0.48388
             0.00542             -0.23209              0.46151
             0.01736             -0.19124              0.44707
             0.03101             -0.15021              0.44097
            -0.01770             -0.10683              0.44300
            -0.01358             -0.05917              0.45242
            -0.00205             -0.00577              0.46805
             0.02363              0.05430              0.48852
            -0.00675              0.12145              0.51241
             0.00778              0.19567              0.53844
            -0.02925              0.27665              0.56551
            -0.03243              0.36385              0.59275
             0.01175              0.45667              0.61951
             0.05245              0.55447              0.64535
             0.05682              0.65663              0.66996
             0.02990              0.76257              0.69318
             0.01023              0.87177              0.71491
             0.00564             -0.99148              0.78908
             0.01377             -0.88786              0.74981
             0.02579             -0.78880              0.70822
             0.03445             -0.69509              0.66445
             0.00996             -0.60755              0.61880
            -0.00272             -0.52704              0.57182
             0.04225             -0.45434              0.52436
             0.07749             -0.39005              0.47764
             0.13052             -0.33439              0.43324
             0.08366             -0.28703              0.39303
             0.08951             -0.24691              0.35903
             0.07482             -0.21221              0.33310
             0.05924             -0.18039              0.31663
             0.05482             -0.14854              0.31024
             0.07153             -0.11376              0.31369
             0.05823             -0.07352              0.32591
             0.01661             -0.02600              0.34529
             0.03606              0.02983              0.36995
             0.01248              0.09429              0.39805
             0.02402              0.16715              0.42800
            -0.01524              0.24780              0.45851
