    0.423019041918087035E+00    0.793764895559689432E+00    0.549389057735826691E+00    0.432391958923219022E+00    0.328681715680403497E+00    0.271334392041580941E+00    0.590297326385977428E+00    0.841565956057738096E+00    0.360465526185752394E+00    0.900937272369479070E+00    0.704611067734618235E+00    0.180982799145013305E+05
    0.303901180444526464E+00    0.692014199008133213E+00    0.438862504168337497E+00    0.301235715845997176E+00    0.443745711422074751E+00    0.292207130840832219E+00    0.591525280768488537E+00    0.842286323029514672E+00    0.377001937875897974E+00    0.937473894328282098E+00    0.664737007214326270E+00    0.181012419131876813E+05
    0.318767341455498676E+00    0.918525325811292204E+00    0.439643793138177585E+00    0.287229302866122860E+00    0.314431336371254033E+00    0.296315779082868991E+00    0.596320560593619708E+00    0.840969553489555932E+00    0.355499193139557579E+00    0.951766810550377262E+00    0.589979565953900109E+00    0.181019867036700052E+05
    0.386700565606100999E+00    0.789703927940469175E+00    0.530278095197133981E+00    0.394367474181666733E+00    0.374952339217554276E+00    0.316949085389662488E+00    0.561800990273887302E+00    0.856616409295938075E+00    0.337099475526517811E+00    0.911412393128837039E+00    0.735733116359774675E+00    0.181030602542288580E+05
    0.244431147943676902E+00    0.713659689583857837E+00    0.398334456550745508E+00    0.242645477645173135E+00    0.384054988659670138E+00    0.301268202912606586E+00    0.588126704151632040E+00    0.845782252692325986E+00    0.381281041399499032E+00    0.893559336817584926E+00    0.777991805256472824E+00    0.181032157584114684E+05
    0.339387801286114565E+00    0.861741401069258672E+00    0.489952310141135938E+00    0.355855665611454319E+00    0.365790400318784181E+00    0.284584960971967171E+00    0.590962766470083278E+00    0.833151840481091921E+00    0.350517438966184758E+00    0.915272467225871966E+00    0.679699681231932806E+00    0.181035430372851806E+05
    0.352123748317944407E+00    0.852590593477802638E+00    0.500012042105346000E+00    0.349883306873262967E+00    0.370230753433419435E+00    0.284232455587903055E+00    0.573298215847226178E+00    0.851664010300011265E+00    0.336597213186815625E+00    0.890960941933739869E+00    0.679374090201790737E+00    0.181036028218453357E+05
    0.405339619668742268E+00    0.535479902503440464E+00    0.522791882933176577E+00    0.399313295875443564E+00    0.472064417871552511E+00    0.267314762828267105E+00    0.577840270623372509E+00    0.850533196910204348E+00    0.357706917749681330E+00    0.892766818154983266E+00    0.719839465586833649E+00    0.181040193415457106E+05
    0.420541838726037676E+00    0.707185947212205956E+00    0.523720450691495643E+00    0.389125030890304036E+00    0.434745950525706026E+00    0.271466705592385171E+00    0.613945573358491314E+00    0.856697145912102220E+00    0.352741027011681640E+00    0.903861001942471654E+00    0.720397756074169449E+00    0.181040457138397178E+05
    0.422092932405178256E+00    0.588986319226654675E+00    0.535025952979675035E+00    0.409536569342152046E+00    0.478921110030953612E+00    0.325455688524922793E+00    0.575926862707005660E+00    0.849767620671226465E+00    0.348197902596952380E+00    0.928129135884422474E+00    0.643011275095037305E+00    0.181043042513634682E+05
    0.263019620524130304E+00    0.851213481175054909E+00    0.413942814030769657E+00    0.275576630956459512E+00    0.355931968829606149E+00    0.288854916099494707E+00    0.566189872027009766E+00    0.855866267384914892E+00    0.365275694796189543E+00    0.903728296043010415E+00    0.700154721028686700E+00    0.181044218687128669E+05
    0.439768080113368542E+00    0.708145433083003040E+00    0.559404059181692004E+00    0.448174819838088601E+00    0.470367793318218486E+00    0.317128990930588217E+00    0.552086578830554675E+00    0.843110619780455206E+00    0.369718857817662450E+00    0.916810882618665390E+00    0.670772116945230978E+00    0.181045982565092745E+05
    0.340193341034950747E+00    0.799235118694514579E+00    0.460478464370386698E+00    0.313770020709388087E+00    0.404496132110786999E+00    0.276120631640196457E+00    0.588682402063941179E+00    0.839666887295754782E+00    0.362842263709279633E+00    0.915257181716678359E+00    0.632937553946272380E+00    0.181047448279412820E+05
    0.337892030054533499E+00    0.722145869801617990E+00    0.467520102124159509E+00    0.319978131818277223E+00    0.409031059608399750E+00    0.256569791772546074E+00    0.569439051859882417E+00    0.841461928703748363E+00    0.345681017881962482E+00    0.919364277047683975E+00    0.675995934591247183E+00    0.181047898004777271E+05
    0.312819117948455294E+00    0.968842809208086853E+00    0.434721344136964782E+00    0.292031399446586515E+00    0.332224524691513923E+00    0.306692257105739552E+00    0.604598019415356736E+00    0.849525149246395883E+00    0.352154851610560482E+00    0.917152904156164350E+00    0.591162105444151487E+00    0.181050700863870115E+05
    0.357184564853118280E+00    0.501117306875668245E+00    0.467087335367469270E+00    0.329005201205199216E+00    0.489351830331225701E+00    0.255763210783401362E+00    0.610609679294501939E+00    0.857204634667370624E+00    0.351919429025172981E+00    0.915094368966121618E+00    0.655187658535322792E+00    0.181052598371334316E+05
    0.282393233416395939E+00    0.775865564146934861E+00    0.422789892497820230E+00    0.249659772718146156E+00    0.389902200314359515E+00    0.303095074214591254E+00    0.558827845988532967E+00    0.846228965191272664E+00    0.381402522485458140E+00    0.913532322252653128E+00    0.676449160807983119E+00    0.181053953534028115E+05
    0.398951626425528061E+00    0.514255426301088669E+00    0.515231494435802850E+00    0.385363315723128430E+00    0.525980659612680923E+00    0.263101032040380933E+00    0.568770511743966312E+00    0.850095779605770652E+00    0.358849292967957145E+00    0.909056039395466309E+00    0.752572142189745330E+00    0.181054403202405592E+05
    0.272769011642262083E+00    0.850860675600128680E+00    0.422128559105610646E+00    0.268621773047113654E+00    0.388202095585596263E+00    0.308726191490266033E+00    0.563155062143633534E+00    0.843297620560384709E+00    0.365278797589506321E+00    0.883087114824611330E+00    0.737957168618997961E+00    0.181055448105543801E+05
    0.355848469232919573E+00    0.597311046306055582E+00    0.483886950164405583E+00    0.354260234455450185E+00    0.431729654942529351E+00    0.268126481915528736E+00    0.561106200613964434E+00    0.853247246166244033E+00    0.342069856320718679E+00    0.908942665211771361E+00    0.644523285011382563E+00    0.181055529002962357E+05
    0.337740924305200862E+00    0.507514472556676921E+00    0.466267708748482057E+00    0.326750848718641407E+00    0.488118867037342419E+00    0.269051469742061844E+00    0.599131335270415510E+00    0.848499034214768244E+00    0.375352432548513193E+00    0.922220720319119280E+00    0.687268494304178690E+00    0.181056137357103144E+05
    0.284740293084349672E+00    0.780249112390301480E+00    0.440795798530357275E+00    0.283959564169730450E+00    0.437632141935035412E+00    0.295053179104196539E+00    0.556351674779411498E+00    0.842240997683872838E+00    0.363778021830408305E+00    0.918559925189460058E+00    0.731694301060940355E+00    0.181056387213796152E+05
    0.364218963214245073E+00    0.647065158205612390E+00    0.484359555015993815E+00    0.338195611319267564E+00    0.437988026432648947E+00    0.252641928544497685E+00    0.596624937017655843E+00    0.838544102457226326E+00    0.349663297820807795E+00    0.899424715175276890E+00    0.705710995419331910E+00    0.181056881530327373E+05
    0.309609705564085291E+00    0.772486088819302363E+00    0.443398753700280535E+00    0.296636269802880492E+00    0.422864038370699746E+00    0.327659117593664062E+00    0.590302983926790259E+00    0.853834783704758626E+00    0.353157731657441687E+00    0.901378329718263926E+00    0.711736114947988496E+00    0.181057055232022030E+05
    0.273082403114094152E+00    0.934644175815805722E+00    0.408389947569724909E+00    0.249471398307990977E+00    0.350939927895483950E+00    0.270725723083131531E+00    0.610155368548222721E+00    0.855755597190964945E+00    0.360392549801696271E+00    0.939575815013606652E+00    0.647735069407576192E+00    0.181057139536885079E+05
    0.321712380391353414E+00    0.865152992615047189E+00    0.472929431218774954E+00    0.322436004944642973E+00    0.374816795633926780E+00    0.277344569947417130E+00    0.597382957942013904E+00    0.841525043594042010E+00    0.393178507370966823E+00    0.893707066918302817E+00    0.717334657861985137E+00    0.181057771067995163E+05
    0.409283571337798913E+00    0.908983943626979540E+00    0.521276976921898783E+00    0.397396017910155663E+00    0.395872513443810414E+00    0.297245283560167384E+00    0.571410750740870998E+00    0.848636514548573917E+00    0.382299162735116327E+00    0.900332903425284492E+00    0.696695903533890881E+00    0.181061094992095386E+05
    0.370666981440752830E+00    0.957612368216629650E+00    0.493876471902927994E+00    0.361434842171607207E+00    0.358399253814609520E+00    0.315059967500287752E+00    0.574708710497406128E+00    0.854265979949381915E+00    0.373525832813059566E+00    0.896278035537716344E+00    0.646920968026116316E+00    0.181061582271987063E+05
    0.219122047044153251E+00    0.864700250641870394E+00    0.378441130933671210E+00    0.209285387988145360E+00    0.338735561168592658E+00    0.284098345763619142E+00    0.582414230747312134E+00    0.853032205880567940E+00    0.357741847735577767E+00    0.901175093494868906E+00    0.718714221497491645E+00    0.181062096824603650E+05
    0.321106886205217379E+00    0.754558011083904745E+00    0.456158064881559300E+00    0.317906002818994005E+00    0.460044424798362883E+00    0.316315337993758883E+00    0.594142638632584097E+00    0.839899554679771732E+00    0.367120948864967378E+00    0.893804730459441199E+00    0.739114312338341684E+00    0.181062340993493599E+05
    0.376779702779483805E+00    0.588566321975204532E+00    0.492222840682419893E+00    0.361242272716546409E+00    0.460022283188244341E+00    0.288137113328521433E+00    0.607640880324606725E+00    0.837712327252233102E+00    0.366657947941998519E+00    0.918108482274950899E+00    0.603446410993858984E+00    0.181063031094427643E+05
    0.323087135347683130E+00    0.607337199919711024E+00    0.450709117593726061E+00    0.306353389823417310E+00    0.432426304427149855E+00    0.308800940868719231E+00    0.600400357359851755E+00    0.846976110011397276E+00    0.359993333098263979E+00    0.929682981622766968E+00    0.658671662689197968E+00    0.181063658718621227E+05
    0.348793444795437280E+00    0.897689775293613046E+00    0.481369076476356961E+00    0.350217319038783503E+00    0.370246796396844879E+00    0.307118575805043814E+00    0.589207760817717752E+00    0.853052833071347716E+00    0.380832126481893685E+00    0.892857368674381480E+00    0.770736187593624722E+00    0.181064154319751542E+05
    0.332736744760354641E+00    0.830978851374374550E+00    0.467761080699756637E+00    0.319436836454954576E+00    0.347681938136022162E+00    0.317580193163149282E+00    0.569994735437494793E+00    0.842391271649949314E+00    0.348978097105627105E+00    0.915869571520308456E+00    0.645034881044759034E+00    0.181064616592433922E+05
    0.327501887231008371E+00    0.759072088571531856E+00    0.488449311452806900E+00    0.333450306347624736E+00    0.406465373701480226E+00    0.289920919117049980E+00    0.606391347768095113E+00    0.854648361893471487E+00    0.341840621236245923E+00    0.904957041627267866E+00    0.674281200760118105E+00    0.181065499861830758E+05
    0.414518120970968296E+00    0.990667543425201136E+00    0.527740388883272349E+00    0.397675993246680459E+00    0.326607906765238432E+00    0.296449852669474434E+00    0.558757399010722522E+00    0.861547305422559750E+00    0.356191290503277413E+00    0.896917881845657350E+00    0.766337553948680084E+00    0.181067314563670188E+05
    0.364275768499840225E+00    0.690779251889580781E+00    0.488344579447218707E+00    0.340840857969643030E+00    0.440298439072991377E+00    0.311017101750450886E+00    0.571237689179886821E+00    0.839703644905676061E+00    0.373601368807149004E+00    0.883649100932491827E+00    0.664204426733909448E+00    0.181067779995443416E+05
    0.415521800801000096E+00    0.568675621137000320E+00    0.523884480224809268E+00    0.396702453337268612E+00    0.479308086192796357E+00    0.293982479174233535E+00    0.554117793838854622E+00    0.842117546977714904E+00    0.382035904662609060E+00    0.915623426382873751E+00    0.739551547719632829E+00    0.181068126364322816E+05
    0.407592723922361289E+00    0.930265951217748577E+00    0.519812392796693890E+00    0.399738004574165529E+00    0.319914808549769836E+00    0.301908284184955189E+00    0.611327658256417217E+00    0.854303153981319952E+00    0.360376662946452153E+00    0.913816649323367258E+00    0.699270133077183331E+00    0.181068969679802067E+05
    0.312562114564340965E+00    0.887757022532526863E+00    0.441613016626372201E+00    0.281918337694757548E+00    0.377259102871699836E+00    0.301006257893034812E+00    0.599152993061298766E+00    0.852968119167689998E+00    0.375423992036467702E+00    0.923081932220125911E+00    0.682345318649049792E+00    0.181069153877398676E+05
    0.373625665039698018E+00    0.811008529921134702E+00    0.503070008047241113E+00    0.359458414320665276E+00    0.371752584343391534E+00    0.297785389257584743E+00    0.622110348212864261E+00    0.847704779953447396E+00    0.352480552346590481E+00    0.917358408244666967E+00    0.674957731140922501E+00    0.181069528392225438E+05
