0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-SIE-theta_E,1-galaxy-mass-0-SIE-q,1-galaxy-mass-0-SIE-phi,1-galaxy-mass-0-SIE-center_x,1-galaxy-mass-0-SIE-center_y,3-galaxy-light-0-IrregularGrid-lambda,3-galaxy-light-0-IrregularGrid-l_corr,2-galaxy-mass-0-PixelatedRegularGridPotential-lambda,2-galaxy-mass-0-PixelatedRegularGridPotential-l_corr,probability_weights
0.071025,-39.088526,0.985602,0.936003,32.242887,-0.054968,0.009558,38.815457,0.108251,214435.699890,0.472806,1.03729e-81
0.034831,-53.320220,1.017708,0.802639,51.664621,-0.023481,0.021281,147.391513,0.084486,32834.421339,0.614298,1.18917e-81
0.078384,-41.994588,0.979090,0.976360,64.809064,-0.072461,0.014732,40.931958,0.114709,16242.249276,0.313371,4.49599e-81
0.033368,-48.585454,0.999175,0.784740,56.333923,-0.035738,0.016857,61.419593,0.098201,270217.458829,0.153775,1.10954e-80
0.036741,-55.493593,0.981449,0.812022,46.633511,-0.051830,-0.004033,131.067741,0.122070,42857.981324,0.416599,1.1631e-80
0.055290,-45.336443,0.989154,0.878587,54.161217,-0.040901,0.052470,177.024867,0.111288,74043.896961,0.262537,2.32732e-80
0.088607,-44.608701,1.001687,0.982590,44.774043,-0.070853,0.029784,155.889253,0.117747,43165.172985,0.366488,4.22209e-80
0.064193,-50.917119,0.991133,0.899187,58.302446,-0.077775,0.025807,42.002367,0.137410,10403.068380,0.396879,4.42081e-80
0.074478,-56.661795,1.006463,0.911693,62.039978,-0.033950,0.003408,58.520901,0.124575,39151.290930,0.272097,8.57497e-80
0.036670,-42.580983,0.989581,0.833250,44.069606,-0.049394,0.036938,65.924143,0.183437,9662.855802,0.599421,8.34872e-79
0.022946,-58.761046,1.008343,0.756932,50.196148,-0.038682,0.048589,47.129970,0.126004,102724.483018,0.126731,8.704e-79
0.056448,-57.848129,0.990978,0.887235,57.183888,-0.068011,0.022927,92.777843,0.109077,46634.970081,0.324729,1.3271e-78
0.068233,-48.491813,0.995739,0.922746,61.983787,-0.029312,0.044341,79.325643,0.115761,109992.814528,0.183770,1.51305e-78
0.027718,-56.613829,1.008277,0.764472,49.811025,-0.038526,0.062260,86.699569,0.117701,8664.302546,0.521753,1.67441e-78
0.030589,-59.126639,1.005490,0.807457,53.115148,-0.061710,0.010785,164.543120,0.126278,5182.829440,0.598104,2.66711e-78
0.011941,-36.428023,1.019789,0.746470,44.738935,-0.050146,0.041209,67.878685,0.097497,9499.457316,0.449996,3.08338e-78
0.058547,-52.852046,0.999979,0.884737,63.172577,-0.024122,-0.020281,130.469074,0.089136,30201.356459,0.321833,3.57179e-78
0.034192,-54.204240,0.993687,0.795404,54.625852,-0.076301,0.021271,42.076609,0.089271,129598.252205,0.176138,9.643e-78
0.022755,-52.381146,1.002817,0.762596,48.395588,-0.015226,0.011090,47.379829,0.110859,24597.641416,0.749766,1.24158e-77
0.059712,-43.796975,1.002441,0.893718,59.207105,-0.048779,0.030901,68.505825,0.117915,4237.704166,0.600231,3.33526e-77
0.067353,-51.294770,0.990658,0.925900,46.176403,-0.035023,0.029705,61.593099,0.085131,20290.659910,0.424447,4.39304e-77
0.078992,-44.182517,1.014377,0.944404,65.725237,-0.030609,0.009708,73.929187,0.157214,22702.228853,0.349521,8.96875e-77
0.086503,-46.802810,0.998961,0.965208,63.282837,-0.030522,-0.009661,47.439107,0.104516,30922.996615,0.447933,1.36226e-76
0.076285,-46.889459,0.978594,0.972919,61.582689,-0.050971,0.023031,72.807866,0.089153,58693.337513,0.359556,2.67176e-76
0.054738,-43.288592,0.994189,0.845354,65.273260,-0.049911,-0.003498,154.088436,0.095933,19810.235195,0.383716,3.03186e-76
0.035252,-56.630744,0.994762,0.784370,56.340214,-0.045282,0.008114,59.955302,0.140140,4444.884446,0.350144,3.88149e-76
0.088733,-45.215575,1.006060,0.985467,52.091155,-0.045135,0.004490,48.904766,0.175745,24312.083470,0.249668,6.58085e-76
0.026711,-59.576947,0.994247,0.760308,57.444278,-0.071678,0.002628,183.932316,0.126540,68211.800196,0.199389,2.67804e-75
0.044668,-41.559779,0.987822,0.894390,46.180600,-0.032101,0.017055,92.368732,0.096694,6630.049843,0.427185,2.69864e-75
0.011052,-53.477579,1.010769,0.710485,47.199480,-0.048412,0.055921,110.144806,0.121886,6874.980897,0.831595,3.20031e-75
0.039227,-46.610383,1.011088,0.825214,38.439003,-0.030615,0.024415,51.264834,0.096059,80553.971161,0.252905,5.25995e-75
0.054188,-43.117918,0.981652,0.862764,52.029178,-0.040894,-0.016920,57.442561,0.135850,47030.368519,0.200000,9.94826e-75
0.033922,-35.970105,1.008358,0.801738,44.197896,-0.019022,-0.020262,98.397692,0.107250,7395.706778,0.770344,1.89342e-74
0.012115,-38.254861,1.000048,0.731812,47.245318,-0.009892,0.028002,196.313358,0.112367,63194.269612,0.279431,2.49516e-74
0.028770,-40.177161,0.979508,0.786176,49.572378,-0.034740,0.024150,96.292228,0.089265,19253.602888,0.557059,4.2741e-74
0.032499,-58.089851,0.989294,0.782259,54.933028,-0.023737,0.029886,66.975872,0.124936,5221.235644,0.797801,4.57929e-74
0.043786,-53.976928,1.002462,0.819036,48.147733,-0.056676,0.008292,94.678034,0.130893,13808.367636,0.211979,4.71494e-74
0.072638,-46.805367,0.987556,0.954703,36.264660,-0.021771,0.020259,167.752651,0.104128,18521.089400,0.634147,7.35842e-74
0.076445,-48.609275,0.989849,0.933978,54.789030,-0.042456,0.011053,29.042307,0.153362,88853.357118,0.286442,7.96332e-74
0.074810,-53.246626,1.004386,0.913352,61.018118,-0.025815,0.018517,82.484956,0.148454,8560.700311,0.355446,2.35203e-73
0.078189,-45.760589,0.977087,0.958232,65.719396,-0.035801,0.002382,157.247930,0.121437,7874.797383,0.845967,3.03523e-73
0.054216,-57.504752,0.993009,0.812753,59.341346,-0.081647,0.036576,115.280575,0.114007,11218.639262,0.586711,7.41194e-73
0.048673,-43.570152,1.005796,0.862478,49.963936,-0.047716,-0.013569,132.353839,0.132065,11970.174652,0.239420,8.5723e-73
0.054716,-44.317796,1.011585,0.890874,44.253035,-0.031130,-0.012855,219.846350,0.128309,32037.231249,0.430162,8.65695e-73
0.042121,-56.507264,1.004749,0.778222,53.037058,-0.033775,0.015245,63.350829,0.094354,10933.763402,0.350237,3.23077e-72
0.020922,-59.710996,0.989893,0.760640,50.180793,-0.071473,0.043376,71.449908,0.123322,17396.189913,0.776779,3.67826e-72
0.068578,-40.782626,1.004025,0.926350,66.480856,-0.045946,0.010367,123.930221,0.091272,26047.977624,0.572387,3.78403e-72
0.009584,-58.584643,0.988046,0.738422,49.971446,-0.060264,0.027994,54.418647,0.161850,12368.231531,0.667181,5.63937e-72
0.030261,-56.802224,0.988454,0.813023,50.329848,-0.054992,0.015221,134.203954,0.087949,91280.582063,0.367148,7.79515e-72
0.026334,-54.429980,1.002663,0.787762,45.726330,-0.045746,0.039685,48.579590,0.158727,6833.358300,0.871779,9.82781e-72
0.081181,-47.256654,1.012551,0.949004,67.569359,-0.037030,0.041884,115.467794,0.118971,26779.881994,0.404784,1.3885e-71
0.063940,-37.305128,1.010049,0.899638,38.888510,-0.023943,0.029501,102.170098,0.123044,31226.725099,0.218077,2.1679e-71
0.047006,-36.988693,1.000264,0.793389,42.296164,-0.047975,0.030529,67.546469,0.111199,20851.624107,0.714890,2.70283e-71
0.018897,-55.732848,0.994153,0.748550,54.321724,-0.021276,0.004544,62.997752,0.101318,10028.937195,0.507992,6.81321e-71
0.044365,-53.321700,1.004144,0.824217,58.206222,-0.048324,0.013865,44.915826,0.155913,3652.017189,0.582251,1.01657e-70
0.025565,-37.330477,1.013379,0.751053,49.417643,-0.036080,0.009466,97.056510,0.169911,50029.860121,0.590754,1.44528e-70
0.029018,-37.061883,1.007948,0.814159,42.262302,-0.059677,0.004392,125.746595,0.101526,9607.331072,0.328484,1.79332e-70
0.037443,-41.735867,0.990651,0.820509,41.720150,-0.001346,0.004592,112.675358,0.118027,73944.362377,0.281265,2.23808e-70
0.057351,-42.574521,0.994420,0.869492,63.904890,-0.049727,0.023775,109.582665,0.094112,70261.663789,0.309095,5.49138e-70
0.043582,-51.924655,0.996773,0.818530,62.300951,-0.059644,0.002594,44.042684,0.090545,32694.030117,0.297032,5.56889e-70
0.016306,-40.003089,0.992515,0.767299,51.280569,-0.041278,-0.005406,180.636914,0.128242,6615.278429,0.637935,9.26348e-70
0.077107,-40.140589,0.998935,0.943474,31.851876,-0.036998,0.031719,214.121840,0.113395,10414.836912,0.379815,9.74712e-70
0.058184,-51.759594,1.002719,0.848430,54.316018,-0.056064,0.018088,62.417012,0.159180,37599.334242,0.153027,2.23855e-69
0.028396,-57.017497,1.012060,0.751682,51.359129,-0.062616,0.011211,27.879355,0.162709,9910.939170,0.638880,2.23867e-69
0.067036,-36.160515,1.000567,0.927006,48.196300,-0.020764,-0.000927,76.290462,0.114818,15716.665788,0.438718,3.27885e-69
0.026867,-44.750032,1.001776,0.821943,51.047128,-0.025028,-0.004825,133.313727,0.158488,59870.269641,0.370617,3.39263e-69
0.006763,-55.199659,1.013708,0.718487,44.402752,-0.062419,0.035987,86.154859,0.082337,32639.721163,0.314754,4.45479e-69
0.031829,-56.891143,1.012066,0.746023,53.864328,-0.035691,-0.001184,156.565912,0.118726,14573.163785,0.293119,6.92601e-69
0.057602,-48.653974,0.996966,0.906292,53.931128,-0.027293,0.001423,218.348406,0.128995,60553.594456,0.164412,9.213e-68
0.059251,-36.957839,0.996042,0.916093,45.616337,-0.054983,-0.019815,54.681658,0.148878,12735.874452,0.344679,1.85367e-67
0.036052,-46.810486,0.999268,0.776477,55.714026,-0.045652,0.024204,39.471616,0.166798,19633.907864,0.281255,2.83341e-67
0.026993,-44.134805,0.991942,0.805245,48.120230,-0.051526,0.040365,68.350305,0.085073,16804.879786,0.781072,3.21356e-67
0.031683,-46.612767,0.994405,0.809636,39.054319,-0.061003,0.020707,126.800989,0.122380,39496.524734,0.247396,3.46435e-67
0.074723,-43.246819,0.984551,0.938296,64.222807,-0.026612,-0.008809,83.764102,0.104797,42833.412259,0.696965,3.55099e-67
0.059555,-41.396212,0.998772,0.862853,40.413698,-0.012312,0.019407,174.922164,0.122162,59310.280531,0.259238,5.00166e-67
0.073303,-41.604842,0.995081,0.937305,49.219201,-0.049648,0.052399,107.321762,0.106542,42818.972698,0.286392,1.80034e-66
0.059118,-39.358172,0.994588,0.892840,41.203054,-0.029693,0.003992,233.483755,0.118261,7492.565073,0.782226,3.8307e-66
0.032068,-52.240228,1.005337,0.749329,56.587171,-0.025653,0.003503,103.951735,0.100941,46670.695590,0.295575,5.72516e-66
0.079851,-47.150425,0.990535,0.969173,42.178869,-0.031901,0.013940,99.371332,0.109756,123302.406101,0.189005,6.66285e-66
0.031988,-59.162229,0.974249,0.782966,54.387273,-0.035644,0.007386,113.195560,0.124800,18709.986194,0.768734,1.07772e-65
0.070111,-37.680357,0.980319,0.911370,36.935183,-0.058307,0.018811,101.332313,0.096300,10415.519594,0.904278,1.07904e-65
0.048232,-35.559877,0.997914,0.843322,38.809844,-0.038280,0.055576,85.603824,0.095717,39882.105314,0.516942,1.16996e-65
0.051312,-47.350385,0.999772,0.904679,46.660447,-0.020628,0.007877,43.086698,0.111639,77100.796957,0.303232,1.48314e-65
0.046188,-45.984371,0.992136,0.829582,54.939199,-0.040624,0.003026,58.098801,0.138798,49410.290653,0.107685,4.17702e-65
0.050689,-50.865399,1.007726,0.868042,51.084442,-0.024006,0.038089,92.992331,0.117150,20688.436221,0.221577,4.32047e-65
0.039749,-50.889172,1.005118,0.818734,47.896353,-0.019922,0.047926,201.482971,0.103099,24705.711924,0.476931,4.3728e-65
0.070297,-41.557789,0.989962,0.935187,50.152379,-0.044435,-0.004854,79.766723,0.117964,407120.177164,0.266380,8.25835e-65
0.034364,-45.822581,0.999597,0.783445,51.743933,-0.056436,0.024350,36.891055,0.169340,15249.496278,0.256438,1.21003e-64
0.046803,-39.180629,0.991321,0.866484,45.444009,-0.044463,-0.013921,136.630656,0.149797,10069.104808,0.340341,1.61697e-64
0.019384,-54.440189,0.993046,0.746859,51.416398,-0.020594,0.017323,160.280870,0.102706,23317.210614,0.286194,2.09103e-64
0.031308,-40.166632,0.982214,0.804393,49.437674,-0.027458,-0.012615,100.445529,0.118506,7596.288231,0.713466,2.20781e-64
0.031455,-39.347548,1.007808,0.755171,44.343764,-0.052306,0.017477,89.471213,0.150414,7490.335102,0.494883,2.31011e-64
0.047416,-56.490986,0.993457,0.830459,63.980493,-0.077488,0.015514,85.375001,0.114321,27625.339289,0.340488,2.28917e-64
0.057111,-36.089758,0.990156,0.882652,31.041369,-0.057872,0.041479,104.001899,0.099339,7674.843883,0.666205,2.2746e-64
0.022402,-39.027054,0.992902,0.741897,54.768330,-0.060481,-0.005899,93.999710,0.148750,32656.905660,0.412734,2.60066e-64
0.067008,-46.159183,0.986926,0.916961,43.640995,-0.037020,-0.010994,90.175614,0.096358,42859.564605,0.258984,2.69414e-64
0.047622,-54.080519,0.990419,0.807989,57.627935,-0.036518,0.013779,51.510898,0.134260,6352.169760,0.610550,3.45629e-64
0.063174,-42.302380,0.998057,0.887660,56.741542,-0.050392,-0.000550,30.824939,0.176946,17365.917663,0.643617,4.49093e-64
0.046386,-58.796561,0.998665,0.842754,60.049844,-0.042968,0.028673,56.431876,0.118355,86698.034569,0.120013,5.74084e-64
0.034538,-54.154234,0.998709,0.820271,52.677589,-0.009789,0.011716,156.995486,0.109307,23779.465273,0.364608,1.24033e-63
0.025452,-56.361884,0.998486,0.794514,53.410376,-0.041285,-0.019832,36.638045,0.126806,11131.800673,0.484812,1.49946e-63
0.030859,-57.176867,0.996188,0.804627,44.848708,-0.015130,0.031169,145.055870,0.122346,20558.024110,0.482462,2.31724e-63
0.067370,-44.030751,0.988286,0.954241,45.131739,-0.035114,-0.010028,97.941626,0.089661,23648.624286,0.508594,2.66688e-63
0.054417,-39.278858,0.993643,0.880248,37.746503,-0.068180,0.036116,138.465788,0.148891,18864.055572,0.258789,3.94457e-63
0.030030,-39.597281,0.990815,0.783211,44.164421,-0.054234,0.045941,53.185890,0.174295,26452.057959,0.552699,9.17839e-63
0.075294,-38.911528,0.995791,0.979374,46.004553,-0.020514,-0.000765,84.649116,0.168906,18613.719325,0.429922,1.0146e-62
0.031250,-54.586881,0.997970,0.800451,54.221300,-0.066547,0.002712,74.513905,0.130889,251106.270645,0.209397,2.47054e-62
0.044832,-49.718462,1.004879,0.810774,46.420796,-0.034297,0.004733,35.218519,0.167802,17993.266991,0.514622,4.3367e-62
0.033707,-38.810685,1.002182,0.792636,44.920907,-0.021765,0.031787,76.878628,0.083691,51795.604813,0.228042,6.00209e-62
0.024299,-51.949875,1.001804,0.758663,51.756969,-0.048985,0.033184,87.615555,0.113645,99143.398259,0.061832,7.03975e-62
0.044436,-54.299974,0.995736,0.818885,54.919736,-0.071731,0.018088,39.453239,0.092529,67488.138423,0.428237,2.0056e-61
0.043983,-43.357037,1.011511,0.817633,49.058940,-0.017619,0.024147,89.306233,0.125108,11442.779807,0.347009,2.97257e-61
0.051506,-43.684670,0.992650,0.866233,40.872755,-0.051739,0.014682,64.326603,0.072343,31819.152088,0.372311,3.88733e-61
0.045346,-40.444924,0.998972,0.880364,44.921149,-0.016908,-0.011422,137.553625,0.132096,28519.680909,0.796587,4.43668e-61
0.032004,-56.483502,0.994518,0.773708,53.464407,-0.056481,-0.011873,102.479850,0.114447,10847.397479,0.997088,4.53645e-61
0.055192,-42.535047,0.991022,0.871641,40.736187,-0.036442,0.050502,110.185912,0.091400,46190.867728,0.245169,4.66892e-61
0.028479,-35.774533,0.992692,0.753234,42.123054,-0.048258,-0.001071,99.244913,0.164046,30516.461926,0.357350,7.65149e-61
0.033275,-40.303129,0.999985,0.796601,44.577952,-0.026071,0.007029,145.904950,0.109311,5631.309598,0.635581,7.9003e-61
0.036731,-50.007042,0.998111,0.822065,43.274794,-0.050876,0.007492,241.788349,0.110425,53877.951601,0.408348,8.80253e-61
0.059406,-38.361953,0.996695,0.886793,32.556141,-0.042484,-0.015940,52.943684,0.113024,29848.307609,0.776833,1.00553e-60
0.052358,-45.820217,1.004159,0.839510,47.894601,-0.043712,0.024843,66.515706,0.093969,261214.786312,0.098787,1.50047e-60
0.061859,-45.242474,0.999334,0.922427,40.284180,-0.061285,0.019131,40.675476,0.141685,31557.084588,0.790585,1.56343e-60
0.040742,-35.110032,0.993642,0.806399,40.878591,-0.069253,0.008563,31.800209,0.105367,86657.094495,0.282382,1.56518e-60
0.071224,-43.158978,0.985779,0.952085,58.735361,-0.073451,0.022835,67.352075,0.131246,42892.233334,0.196666,1.65368e-60
0.032366,-45.318426,0.989503,0.811891,56.850465,-0.049187,0.008526,73.946964,0.132348,30839.566587,0.235905,1.72827e-60
0.058135,-39.522965,0.985685,0.877442,40.695172,-0.034941,0.009703,107.485808,0.149114,172556.484539,0.352948,2.86043e-60
0.045824,-47.398250,1.001324,0.883277,49.052008,-0.073814,0.026113,90.600095,0.115443,44979.195599,0.314605,7.02121e-60
0.049461,-38.783979,0.993438,0.863178,38.660080,-0.035696,0.050137,195.540442,0.110352,128489.194532,0.289374,8.53946e-60
0.055580,-52.046398,0.996633,0.893131,53.625347,-0.025423,0.024808,173.105591,0.080597,81057.161956,0.311901,1.0389e-59
0.060832,-41.201521,0.997777,0.878332,30.486147,-0.045755,0.031764,69.702329,0.081881,28121.793312,0.408818,2.4414e-59
0.051910,-41.593168,0.999051,0.867683,55.702362,-0.078546,0.028922,106.078562,0.114075,44109.879196,0.358354,3.02404e-59
0.016604,-48.308070,1.007401,0.727066,44.398673,-0.069849,0.044967,87.511118,0.136425,12416.116483,0.476214,5.84091e-59
0.056458,-35.260637,1.003979,0.892010,35.538223,-0.029607,0.029759,96.915883,0.135517,7857.486959,0.539636,6.62522e-59
0.052726,-36.381777,0.991289,0.871376,38.462986,-0.016560,0.028586,137.456395,0.124618,11401.215648,0.339661,8.92467e-59
0.057124,-54.260224,0.989189,0.874273,60.059404,-0.053483,0.027399,30.180118,0.178645,38451.409817,0.284771,1.57898e-58
0.037231,-35.828650,1.001727,0.839359,39.013666,-0.032863,-0.001297,117.660155,0.125267,42612.867886,0.145705,1.9103e-58
0.055188,-50.071598,1.001934,0.848462,55.612803,-0.041955,0.032724,268.133255,0.119072,45266.579876,0.523619,2.25392e-58
0.043219,-40.347497,1.005162,0.848417,50.248583,-0.035523,0.012909,96.061825,0.151667,74890.568360,0.136544,3.04637e-58
0.027857,-38.739168,1.012608,0.769011,52.288763,-0.046713,0.010704,117.394349,0.114364,12360.748536,0.462953,4.58613e-58
0.036387,-53.687699,0.995629,0.782804,49.911992,-0.055050,0.046924,70.525087,0.143969,15694.578680,0.381296,4.89217e-58
0.007487,-55.382475,1.006196,0.730083,48.131352,-0.029618,0.027457,48.737134,0.117867,99401.820101,0.145169,5.0326e-58
0.041731,-59.634105,0.999009,0.772600,52.620205,-0.057405,0.030821,93.902180,0.096268,57425.457396,0.246142,6.56106e-58
0.045109,-48.269743,0.997031,0.847072,56.005708,-0.063197,0.029955,22.036786,0.137629,107686.725850,0.318769,6.72122e-58
0.057847,-50.572674,1.001453,0.905062,48.900264,-0.062676,0.029325,53.716002,0.113133,91921.127069,0.229286,8.55735e-58
0.021023,-57.847579,0.999305,0.746831,49.844335,-0.036712,0.005008,277.200924,0.130188,21276.339478,0.534243,8.90862e-58
0.043494,-39.264004,0.994393,0.816542,48.738449,-0.039937,0.010836,72.644458,0.153953,152678.974902,0.092210,9.59617e-58
0.019032,-52.827738,1.009639,0.734691,53.513962,-0.057903,0.031663,60.389655,0.171849,30523.004990,0.282632,9.73818e-58
0.049552,-39.568323,0.991890,0.829309,34.794061,-0.045942,0.031636,41.536619,0.159819,39225.687543,0.383484,1.37818e-57
0.053277,-47.372492,1.000645,0.884679,36.050833,-0.028630,-0.005068,144.856988,0.126538,30253.366637,0.246650,1.44342e-57
0.029060,-44.373438,1.010133,0.783284,48.933905,-0.050838,0.026180,100.705708,0.129804,67712.279069,0.102496,1.78735e-57
0.073940,-46.009399,0.997133,0.952465,51.845160,-0.017262,0.014904,180.290468,0.104414,22248.841274,0.578771,2.90462e-57
0.024848,-40.739190,0.999209,0.759062,52.684506,-0.035868,-0.011173,120.269202,0.145400,16879.853767,0.629131,7.37707e-57
0.067512,-53.829119,1.006263,0.891798,66.483503,-0.031119,0.030112,56.355226,0.109851,39735.223910,0.266727,4.1054e-56
0.020181,-44.269154,0.999897,0.772044,45.767786,-0.076441,0.047771,78.521786,0.118543,35876.752327,0.354937,4.40641e-56
0.019725,-55.718801,0.992714,0.720087,53.052302,-0.035895,0.001274,80.856827,0.113517,14356.463319,0.474923,5.72782e-56
0.036101,-54.333869,1.002530,0.784529,45.793215,-0.047877,0.000371,106.834359,0.134917,21036.875129,0.353613,1.63651e-55
0.049727,-58.639761,0.988628,0.812456,56.321837,-0.029054,0.027197,53.379408,0.112066,28764.628128,0.373314,1.99541e-55
0.023689,-59.311364,0.999343,0.743466,51.825674,-0.040703,0.039499,88.193750,0.102681,194237.579634,0.476536,2.03499e-55
0.062769,-40.901435,1.001857,0.918038,57.878625,-0.042659,0.026183,161.592417,0.134698,16969.553289,0.684996,2.07423e-55
0.059849,-42.249702,0.984329,0.918761,37.056315,-0.030045,-0.011964,124.621483,0.124546,79510.706899,0.344131,3.13343e-55
0.006485,-47.990942,1.008904,0.737624,49.416323,-0.026479,0.016854,125.601602,0.130897,8840.039065,0.489645,3.13689e-55
0.066468,-47.329064,0.988880,0.950183,65.464257,-0.059900,0.010551,145.943378,0.115805,38472.997344,0.308798,3.24076e-55
0.062225,-48.453466,1.001025,0.913417,45.851368,-0.018054,0.023682,57.566417,0.120578,13620.285502,0.301351,4.0971e-55
0.047083,-40.138308,1.010162,0.828099,38.486865,-0.031819,0.036348,85.108583,0.142518,161070.447213,0.166773,4.08177e-55
0.044656,-37.419249,0.990590,0.846803,47.630767,-0.024561,0.009636,105.334961,0.145125,6279.540821,0.965240,4.91336e-55
0.018994,-55.874048,0.990733,0.753078,46.168124,-0.054933,0.004110,193.895847,0.127263,73826.980842,0.321324,6.49837e-55
0.034226,-37.240076,0.995270,0.798099,48.562048,-0.059915,0.026779,177.238243,0.105924,48101.853707,0.961885,2.56011e-54
0.038784,-37.193305,1.001804,0.819171,49.239384,-0.069539,0.007947,79.464826,0.150981,11758.915849,0.886404,3.91653e-54
0.068393,-44.956023,0.994533,0.951245,50.968222,-0.037503,0.037467,88.938312,0.135054,95812.035886,0.191584,7.26258e-54
0.032073,-56.798506,0.988686,0.808420,50.240440,-0.038678,0.025945,72.150956,0.126568,17770.807488,0.421558,8.76278e-54
0.057467,-41.879432,0.990132,0.906181,54.134776,-0.037645,0.004080,55.480792,0.121813,147641.236753,0.121346,9.68787e-54
0.022032,-51.744911,0.997345,0.731628,50.597650,-0.063494,0.041738,65.012066,0.134897,17561.210822,0.484940,1.09097e-53
0.013904,-50.673973,1.004302,0.714647,48.754894,-0.063545,0.043110,63.681981,0.098512,55486.957200,0.279450,1.16713e-53
0.072218,-44.669928,1.002054,0.953536,35.780808,-0.064112,0.023373,60.246839,0.155628,70419.838294,0.286758,2.26703e-53
0.035435,-38.829927,0.996480,0.816387,49.523335,-0.028971,-0.017337,89.417330,0.095142,34747.954523,0.735088,3.02208e-53
0.030111,-51.200597,1.003683,0.798557,53.244518,-0.039020,0.019723,256.998403,0.128015,43754.351122,0.713928,5.29824e-53
0.037288,-39.380875,0.997352,0.825862,40.683822,-0.051879,0.008763,180.861145,0.094016,54940.698692,0.204697,2.25943e-52
0.050524,-40.522866,0.999342,0.840947,44.902248,-0.028440,0.015807,219.684070,0.099481,34541.715438,0.398842,2.23877e-52
0.010486,-43.689156,0.997249,0.732526,43.255086,-0.043289,0.025336,27.302296,0.138409,53120.695700,0.494439,3.34219e-52
0.035504,-59.049504,0.994043,0.768089,55.602652,-0.037053,0.000974,34.818576,0.158683,27734.085358,0.339813,5.5576e-52
0.058795,-51.166702,1.000359,0.868783,55.439693,-0.040158,0.002389,42.173906,0.184333,156531.166058,0.364998,6.3334e-52
0.072409,-40.586424,0.999530,0.973059,56.356558,-0.047457,0.008552,151.569107,0.102146,33005.754980,0.322288,1.40853e-51
0.038684,-58.204171,1.004555,0.794018,47.883090,-0.030104,0.014558,54.576352,0.125826,12169.439123,0.435738,1.40304e-51
0.058132,-44.477790,0.985429,0.944431,47.270401,-0.049520,0.003405,87.374447,0.125314,80313.302075,0.232447,1.63956e-51
0.056702,-54.114707,1.005056,0.864373,57.204684,-0.041940,0.002393,112.969171,0.095063,20134.554104,0.269210,2.24853e-51
0.047795,-38.644718,0.990401,0.857252,41.888964,-0.045205,0.022423,62.036306,0.104544,134576.316426,0.095163,2.24678e-51
0.007289,-35.430245,0.999093,0.713966,47.669229,-0.036678,0.021595,86.372269,0.148053,209074.760225,0.148995,7.14602e-51
0.039815,-35.700181,1.007683,0.794636,46.591906,-0.058755,-0.005393,112.822579,0.110074,19545.781435,0.347671,1.01802e-50
0.020649,-45.750459,0.981126,0.755700,47.410110,-0.049486,0.021093,90.693990,0.114414,44019.006213,0.383973,1.706e-50
0.034060,-45.643039,1.008075,0.765486,49.455643,-0.047027,0.014152,111.040718,0.118600,56274.473058,0.196840,3.51127e-50
0.006281,-58.327950,0.999596,0.720030,46.018924,-0.036958,0.028942,33.864444,0.131937,30577.333117,0.276278,4.10167e-50
0.000743,-54.045052,1.010035,0.714883,47.607138,-0.033402,0.013107,188.376762,0.100473,69018.441385,0.558986,5.11126e-50
0.027975,-35.560405,1.007239,0.751988,49.550832,-0.036571,0.000651,137.091318,0.117572,54037.405569,0.393521,5.74892e-50
0.052175,-47.893234,0.991320,0.888681,48.443375,-0.066501,0.011653,99.031404,0.133689,34693.197859,0.482230,1.21743e-49
0.028528,-58.306295,0.994850,0.765278,52.345992,-0.041243,0.008892,41.218714,0.138254,15902.661874,0.354976,1.56012e-49
0.048806,-48.119793,1.001747,0.826113,50.242630,-0.067083,0.022519,130.847093,0.090449,84688.901591,0.359410,1.76388e-49
0.014847,-51.450892,0.992702,0.763647,49.355610,-0.062511,0.032060,58.941907,0.118058,15992.037885,0.453997,1.95337e-49
0.064198,-45.709078,0.998574,0.915677,58.699294,-0.041057,0.008144,68.211005,0.164044,223809.202187,0.456854,2.71846e-49
0.024673,-56.069250,0.998446,0.789346,45.447907,-0.019095,0.028542,111.968227,0.131577,19112.737716,0.485753,4.9489e-49
0.038877,-35.248383,0.992084,0.802060,39.543158,-0.066205,0.032963,81.134612,0.109893,114837.786330,0.141645,5.18543e-49
0.048693,-53.412373,0.993893,0.832643,65.275437,-0.046427,0.003772,102.349298,0.108356,70097.735516,0.181178,5.21945e-49
0.054217,-40.803129,0.994986,0.897494,51.882347,-0.065332,0.021429,83.875130,0.114291,18450.307829,0.296008,5.56608e-49
0.052983,-43.238753,1.000290,0.870059,55.337198,-0.028562,-0.010923,42.248928,0.176145,29527.565523,0.382130,6.41379e-49
0.024026,-39.608781,0.995830,0.758534,42.860080,-0.047558,0.043189,155.278975,0.150616,49372.908469,0.348369,6.41589e-49
0.052505,-48.081054,0.995072,0.887154,57.533842,-0.064573,0.032161,124.355397,0.096307,47152.991450,0.302060,8.69726e-49
0.069943,-37.491099,0.994089,0.899824,40.241115,-0.035015,0.005378,181.785720,0.116289,28231.754948,0.445882,1.43438e-48
0.040479,-38.575699,0.989047,0.843793,38.406238,-0.028640,-0.006957,187.780874,0.109122,28212.457173,0.521034,1.78346e-48
