0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-PEMD-theta_E,1-galaxy-mass-0-PEMD-gamma,1-galaxy-mass-0-PEMD-q,1-galaxy-mass-0-PEMD-phi,1-galaxy-mass-0-PEMD-center_x,1-galaxy-mass-0-PEMD-center_y,2-galaxy-light-0-IrregularGrid-lambda,2-galaxy-light-0-IrregularGrid-l_corr,2-galaxy-light-0-IrregularGrid-eta,probability_weights
0.038986,77.865048,1.609322,1.960770,0.898855,2.310416,-0.077120,0.037945,3374.304067,0.805140,1.060683,14114.1
0.008293,27.536992,1.608596,1.922224,0.745861,15.635554,-0.044971,0.127084,4637.289683,0.595983,0.397187,14114.2
0.020895,71.591772,1.587963,2.158076,0.772735,9.237463,-0.029861,0.070773,83224.694625,0.548316,0.869278,14114.3
0.015261,72.008478,1.603036,2.092329,0.859451,10.341777,-0.084132,0.109085,1261.040472,0.855169,1.475622,14115.8
0.025907,75.519623,1.532724,2.105975,0.647490,28.942965,0.010910,0.090394,9638.782200,0.790262,0.554296,14115.9
0.025831,83.030612,1.609037,1.826397,0.868560,23.109360,-0.022971,-0.007632,11464.558747,0.776990,0.480357,14116
0.012446,74.616180,1.569899,2.101286,0.851474,9.342814,-0.067710,0.014056,5822.729233,0.343894,0.113724,14116.4
0.021914,46.837432,1.580215,1.870481,0.868207,28.459190,-0.066339,0.028179,7249.380952,0.819100,0.157635,14117
0.027438,35.908660,1.581441,2.052909,0.715511,22.705362,-0.126746,0.148212,16384.496956,0.501033,0.597070,14117
0.008619,55.061476,1.579151,1.966839,0.733950,16.833462,-0.026690,0.143473,20155.171642,0.496629,0.739731,14117.1
0.008761,76.050721,1.556546,2.085180,0.751453,8.921466,-0.110896,0.002141,25268.642878,0.851699,0.515679,14118.5
0.035699,49.045975,1.587821,1.830264,0.728454,21.948944,-0.102540,0.077478,1437.705246,0.740589,1.603840,14119.4
0.014134,71.100375,1.583245,1.835695,0.815294,5.621263,-0.060576,0.060564,10376.421323,0.678806,0.176919,14119.4
0.016850,40.705091,1.582528,1.965558,0.813995,14.910934,0.005571,-0.030765,1816.239268,0.367528,1.263263,14119.4
0.025910,69.672432,1.550674,2.003138,0.789487,25.671505,-0.134376,0.088563,31604.007976,0.716081,0.598774,14119.4
0.006881,75.389345,1.619757,1.981538,0.835097,3.386387,-0.077535,0.143911,3964.749554,0.741132,0.341617,14119.8
0.017859,67.445669,1.580332,1.943591,0.792298,31.466383,-0.028991,0.112510,23506.998456,0.695036,0.285943,14120
0.025160,76.853464,1.617880,1.919309,0.947772,12.404612,-0.018722,0.049758,7884.519595,0.658490,0.073331,14120.1
0.011706,28.922820,1.586950,2.040139,0.740206,4.080291,-0.038693,0.110714,3800.743104,0.290682,0.666179,14120.3
0.011979,83.411674,1.601225,2.059138,0.787241,17.788029,-0.098729,-0.019623,12999.200463,0.622089,0.183866,14120.8
0.005988,67.620446,1.588605,1.920055,0.777272,9.177672,-0.003801,0.109056,5366.727589,0.818482,0.573956,14120.9
0.031264,81.854564,1.583704,2.047632,0.898661,23.499707,-0.067085,-0.079931,23253.691196,0.436626,0.230561,14121
0.036172,76.130396,1.569183,2.117350,0.870292,11.760726,-0.071363,0.147775,10261.968860,0.286294,0.058883,14121.2
0.018210,88.032263,1.567142,2.063440,0.912205,13.726685,-0.054793,0.120205,9902.859629,0.639357,0.421437,14121.3
0.016557,43.319940,1.593928,1.878681,0.862857,3.948344,-0.006745,-0.031822,3297.387649,0.830906,0.486984,14121.4
0.026489,68.614162,1.614843,2.053522,0.846430,21.021958,-0.076061,0.091761,53790.967015,0.739699,0.254293,14121.4
0.023486,55.962592,1.609730,2.045254,0.801246,23.235863,-0.100111,0.003039,23617.504576,0.325085,0.963827,14121.6
0.038910,49.039890,1.563557,2.043922,0.743509,30.006748,-0.072347,0.110070,9185.083804,0.474746,1.573252,14121.7
0.008264,70.108408,1.591441,1.971085,0.832890,4.517332,-0.106074,0.155237,32955.468922,0.345201,0.719920,14122
0.037927,43.527077,1.561274,1.944358,0.656858,20.776397,-0.114572,0.033939,7800.432310,0.315992,0.811645,14122.4
0.034743,54.334045,1.584724,1.816109,0.830954,27.383433,0.001025,-0.003560,2771.393953,0.414690,0.263443,14123.1
0.010037,71.766540,1.525005,1.987664,0.768246,23.933811,-0.064905,-0.014049,4645.399883,0.837710,0.705424,14123.1
0.026382,73.043009,1.612447,1.834373,0.872950,10.907262,-0.047973,-0.004665,1554.252900,0.661234,1.708637,14123.3
0.039968,85.624413,1.549451,1.947081,0.826086,33.879417,-0.001761,0.098208,3668.003401,0.713980,0.353109,14123.6
0.028232,87.325898,1.605268,2.162770,0.887646,8.224966,-0.039218,0.034353,26608.548575,0.846099,0.666008,14124.4
0.014642,33.464711,1.575890,1.917144,0.806988,3.352718,-0.026185,-0.028911,7944.536672,0.491125,0.287092,14124.8
0.012157,82.210757,1.566225,2.120470,0.668123,12.662407,-0.024067,-0.031605,3015.172526,0.870287,0.981871,14124.8
0.024670,11.704524,1.566543,1.919210,0.734288,14.840108,-0.125824,0.047523,659.463729,0.651719,1.366597,14125
0.015094,57.112153,1.601751,2.065022,0.827371,14.275611,-0.116774,0.121045,45753.767612,0.190336,0.705189,14125.4
0.025303,85.900994,1.586757,1.975606,0.865592,32.211060,-0.042315,0.056350,425.394542,0.714379,1.539464,14125.5
0.010637,71.560206,1.559718,2.126516,0.650925,28.413319,-0.072339,0.033155,2510.053173,0.634426,0.638566,14125.6
0.022808,43.232169,1.596988,1.957974,0.756753,23.678992,-0.129498,0.053624,29701.137624,0.427531,0.735157,14125.6
0.008722,47.198249,1.597287,2.156055,0.676571,16.222274,-0.045359,0.134945,2334.721552,0.408084,1.394602,14125.9
0.014745,22.890398,1.603571,2.087446,0.679693,6.981245,-0.027462,0.098027,10743.459235,0.749733,1.494050,14126
0.039833,85.540356,1.613368,2.090466,0.899249,29.730108,-0.090457,0.080715,4832.684562,0.619875,0.556342,14126.2
0.029743,64.151577,1.580563,1.819028,0.788438,28.286322,0.002904,0.054536,25931.344136,0.574861,0.535812,14126.3
0.007210,10.426316,1.575228,1.838203,0.847623,10.260519,-0.000361,0.045731,6482.583096,0.576062,1.403257,14126.5
0.025320,18.276160,1.568528,2.043099,0.703757,5.657169,-0.071819,0.053310,2116.456218,0.430863,1.023775,14126.6
0.007094,53.488196,1.543961,2.123126,0.637006,29.889353,-0.082349,0.070918,31750.066890,0.336758,0.973360,14126.7
0.025858,66.055343,1.520955,2.043132,0.710764,27.855631,-0.077810,0.065312,4099.895720,0.242886,1.069983,14127
0.038556,48.453168,1.612949,1.899108,0.761521,24.100030,-0.104309,0.114189,16058.070797,0.070778,1.328972,14127.2
0.030316,63.516934,1.605144,1.821268,0.930091,16.461660,-0.072919,0.126093,32063.003515,0.303118,0.330408,14127.8
0.039063,82.562986,1.593537,2.052084,0.902657,23.725609,-0.118893,0.134997,14153.728423,0.574304,0.779586,14128
0.027598,66.551275,1.605159,2.161057,0.655699,19.149192,-0.074985,0.040936,29544.840975,0.197306,0.460979,14128.1
0.030157,36.816707,1.602423,1.829991,0.744101,22.078872,-0.003539,0.023429,984.846130,0.633543,1.040645,14128.2
0.024347,82.145993,1.554875,2.079164,0.685833,23.666909,-0.018990,0.121007,4134.909220,0.621816,1.139881,14128.7
0.008500,69.843528,1.535851,2.106201,0.698488,14.301928,-0.105810,0.029972,15672.792033,0.548406,1.270158,14128.8
0.022483,50.163353,1.582469,1.892099,0.776403,15.341490,0.022583,0.005806,37627.483644,0.172431,0.505405,14129.7
0.037104,72.787112,1.599900,1.909941,0.925898,17.557140,-0.019134,0.091758,11665.737385,0.554381,0.682954,14130.2
0.005997,12.772609,1.554334,1.864307,0.826119,17.855520,-0.038221,0.014457,623.224808,0.819847,1.737355,14130.2
0.013693,57.954899,1.579597,2.129267,0.765577,21.288704,-0.009635,0.085182,65039.229895,0.277919,1.641703,14130.3
0.037829,33.803351,1.595437,1.909930,0.813561,14.255937,-0.092307,0.023712,11687.111496,0.616179,0.586114,14130.5
0.020346,72.300151,1.562540,1.998497,0.861578,20.275597,-0.013019,0.047130,54772.109176,0.110052,1.315399,14130.6
0.029572,32.602506,1.549607,2.099943,0.600646,20.340588,-0.076165,0.154216,10506.100248,0.468219,0.322973,14130.7
0.011676,88.879606,1.535180,2.081898,0.628386,22.048103,-0.072363,0.112132,1616.050124,0.743844,0.839178,14131.2
0.019949,60.071125,1.628056,1.836921,0.865291,19.732814,-0.121985,0.095716,6546.833479,0.808811,0.374142,14131.3
0.023721,18.784652,1.561198,2.111937,0.618242,11.284904,-0.091540,0.109827,1962.306808,0.577954,1.403583,14131.4
0.018986,3.448603,1.589970,1.972243,0.734600,12.241883,0.006626,0.022692,3725.306490,0.811574,1.804779,14131.4
0.033061,75.210388,1.605540,1.921635,0.926545,7.378431,-0.092925,0.058886,6419.652189,0.120967,0.802326,14131.5
0.015372,87.642416,1.532631,2.027770,0.768108,12.786848,-0.016961,0.040119,41543.651152,0.176266,1.186986,14131.6
0.028669,53.673138,1.602682,1.856733,0.755909,20.087158,-0.087955,0.073012,29403.018491,0.658231,0.169430,14131.8
0.007228,50.976226,1.587285,2.052624,0.779132,11.387099,-0.006461,0.111519,4245.531678,0.306810,0.652427,14132.3
0.032238,84.773433,1.572654,1.935727,0.907972,17.821834,0.026146,0.044630,33430.887307,0.218145,0.293622,14133.3
0.017142,9.588066,1.584384,2.090858,0.673986,14.963154,-0.118911,0.061382,403.551184,0.766461,1.417902,14133.5
0.013418,49.900084,1.537874,1.869495,0.758758,15.349864,-0.093285,0.095680,15284.254545,0.641873,0.131867,14133.9
0.032116,71.679978,1.591961,1.931304,0.901704,5.155020,-0.082061,0.041135,35652.422952,0.825289,0.138047,14134.1
0.006762,82.437321,1.538884,1.938353,0.740561,17.246737,-0.052523,0.037349,224.695500,0.794833,1.335827,14134.4
0.020404,33.570679,1.575653,1.882904,0.707266,22.212554,-0.065564,0.144057,16028.654227,0.208716,0.567023,14134.6
0.034276,85.874499,1.587815,1.834892,0.945368,38.519564,-0.027606,0.079617,13506.135337,0.667097,0.947866,14135
0.033541,80.304316,1.583211,2.122128,0.891183,24.278030,-0.112573,0.021074,3712.668996,0.414014,0.681481,14135.1
0.017011,74.539268,1.592673,2.036311,0.790357,4.346829,-0.037646,0.070665,750.879074,0.895310,0.917319,14136
0.038582,65.809882,1.556292,1.958071,0.869423,27.581778,-0.016547,-0.005593,9371.762698,0.845415,0.363594,14136.1
0.030709,22.031307,1.618191,1.998532,0.775443,15.193899,-0.086316,0.067308,11255.388456,0.789327,0.407210,14136.3
0.006443,68.571255,1.535462,1.831627,0.788146,21.834606,-0.031843,0.099376,15302.836166,0.150439,1.069223,14137.1
0.031445,51.033580,1.601462,2.023149,0.731186,21.149104,0.022151,0.049715,14529.603127,0.899604,0.535224,14137.6
0.005446,71.701015,1.526501,2.084629,0.651895,24.111729,-0.094764,0.046069,42503.063740,0.398544,0.158233,14137.7
0.033746,73.565596,1.575292,2.114434,0.740558,30.198261,-0.085486,0.030738,63982.735786,0.808488,0.387183,14137.7
0.037427,83.939174,1.567647,2.165399,0.884140,8.089229,-0.075672,0.074376,21819.063888,0.757430,0.743918,14137.9
0.021585,64.001313,1.528658,2.059849,0.752326,16.682328,-0.050735,0.037704,10135.389246,0.351698,0.837465,14138.8
0.022770,74.233852,1.595154,1.983772,0.887599,24.337672,-0.041003,-0.009419,1136.001971,0.701246,0.841044,14139
0.005492,47.125318,1.617837,1.808010,0.809377,12.103586,-0.085659,0.068897,17667.389675,0.456569,0.536642,14139.6
0.035323,86.777161,1.571663,1.934663,0.933469,19.556962,-0.089763,0.137415,2990.047949,0.720628,0.679677,14139.8
0.014547,59.589615,1.546105,2.114618,0.673995,16.695979,-0.063659,0.053494,625.304471,0.556169,1.126339,14140
0.026517,75.536213,1.563756,2.127824,0.788434,26.205661,-0.087293,0.170374,11723.445429,0.211761,0.463438,14141.1
0.016672,30.897579,1.601357,2.074635,0.693195,16.541105,-0.021212,0.106777,3948.184763,0.374792,0.549713,14141.4
0.035366,75.290646,1.577533,1.932785,0.901059,19.055807,-0.125383,0.068340,30715.720653,0.480887,0.519909,14141.5
0.006296,31.221378,1.591139,2.074019,0.794432,18.476138,-0.068126,-0.008422,6151.165645,0.469401,0.551965,14141.6
0.013277,53.737888,1.593776,1.819922,0.829761,5.470213,-0.065524,0.066674,6104.571634,0.532778,1.759627,14143.5
0.020073,73.920437,1.533286,2.130679,0.704634,14.993390,-0.053538,0.100135,5057.890522,0.538122,0.897229,14143.8
0.007777,8.053423,1.558316,1.894049,0.747851,11.061042,-0.074408,-0.033067,19319.592940,0.418214,0.260398,14144.2
0.029544,62.995176,1.579081,1.881646,0.869850,23.042292,-0.038088,0.125916,13194.939981,0.616753,0.757928,14144.7
0.017900,62.269695,1.610492,1.811633,0.905845,19.375070,-0.000796,0.007564,13282.817305,0.819619,0.525184,14145.6
0.033729,63.160197,1.582337,1.899398,0.857191,29.280673,-0.071558,0.129570,936.727290,0.556636,1.330896,14146
0.023549,77.199127,1.561034,1.914134,0.841775,25.030090,-0.014682,0.116051,7111.347701,0.400755,1.013332,14146.5
0.014517,60.379166,1.612825,2.051228,0.780585,11.035752,-0.052495,0.098226,6745.879607,0.187010,0.957375,14146.9
0.030966,81.674216,1.592290,1.994458,0.811354,22.062801,-0.020293,0.003209,3061.548993,0.388393,1.559927,14146.9
0.009900,30.767944,1.604600,1.828430,0.809769,9.660544,-0.122234,0.071635,1168.681664,0.433344,1.758078,14148
0.009395,59.429949,1.589351,1.951026,0.760779,20.919609,-0.030034,0.113057,34360.166051,0.233072,0.978069,14148
0.014663,79.172750,1.567608,2.153466,0.767034,7.570018,-0.066219,0.120873,6731.151185,0.241065,1.479683,14149.4
0.019383,0.415047,1.540855,2.131312,0.660141,14.566639,-0.023541,-0.023845,24869.849712,0.329363,0.163086,14149.4
0.034325,45.333826,1.556697,1.936703,0.776759,26.019826,-0.064431,0.141726,7387.611601,0.819124,0.269413,14149.6
0.036398,64.645532,1.594445,1.936994,0.810217,27.913405,-0.006692,0.012854,7436.426725,0.295672,0.100873,14149.7
0.035862,60.949529,1.581097,1.859625,0.791373,30.113956,-0.105866,0.023760,8024.625393,0.592193,0.171111,14149.7
0.018751,1.562477,1.586411,2.145146,0.726762,8.821754,-0.063237,0.074472,51177.118564,0.580314,0.661235,14149.7
0.010015,79.735171,1.618138,1.897929,0.889302,7.898117,-0.065101,-0.031102,9939.078340,0.568278,0.642833,14149.8
0.026886,33.654997,1.569404,1.923648,0.778868,15.358113,-0.054173,0.150579,15475.554109,0.232315,0.474167,14149.8
0.022169,54.738700,1.587639,1.988055,0.836683,25.988902,-0.047497,0.041184,10561.562874,0.517524,1.182386,14149.9
0.024078,75.575892,1.601550,1.896987,0.900108,29.705864,-0.086995,0.110094,10945.092653,0.151690,1.074938,14150.6
0.038505,43.739331,1.593936,2.188934,0.664883,27.783672,-0.027958,0.038233,15631.806657,0.454619,0.360972,14151.3
0.028813,70.965417,1.533110,2.095862,0.678026,20.759458,-0.069247,0.009144,3998.441776,0.670551,1.609135,14151.8
0.039738,44.395025,1.549710,1.815908,0.729983,27.187998,-0.031519,0.045384,1470.905509,0.629426,0.671331,14152.3
0.018675,63.756913,1.574765,1.804655,0.813523,23.779878,-0.027786,0.120827,9213.333325,0.374101,0.523451,14152.9
0.021316,80.049300,1.565872,2.180264,0.716168,9.682351,-0.079749,0.125259,5674.429415,0.619131,0.664625,14153.4
0.037376,71.390010,1.567355,1.943718,0.780391,29.206580,-0.071331,0.013523,20768.413358,0.073591,0.242692,14153.9
0.024665,75.824921,1.539331,2.075225,0.718134,28.872441,-0.001274,0.029554,37842.265937,0.277098,0.154380,14154.2
0.037818,70.681753,1.569531,1.857727,0.848636,29.361062,-0.046035,0.092503,3210.731233,0.856234,1.478589,14154.5
0.022936,27.690396,1.533228,1.958508,0.654181,23.527337,-0.078563,0.085116,2834.824918,0.830029,1.111509,14155
0.032854,46.907622,1.548500,1.862996,0.717491,27.920370,-0.004780,0.016409,7783.826508,0.434572,0.940356,14155.1
0.022401,77.673798,1.576963,2.072503,0.888576,16.084604,-0.055320,-0.025960,7069.116081,0.749066,0.219633,14155.4
0.025792,62.228082,1.581284,2.196115,0.782209,18.614400,-0.031385,0.122624,5607.066560,0.860694,0.448153,14156.4
0.031819,40.584664,1.590443,2.043513,0.703906,13.123360,-0.045264,0.092206,1000.083646,0.755506,0.816586,14156.5
0.020597,62.574036,1.565735,1.884732,0.868356,17.434028,-0.108284,0.101443,13631.276123,0.870299,0.371017,14156.8
0.021388,81.633516,1.553641,1.986615,0.807967,14.725064,-0.038186,0.050736,38253.376221,0.311717,0.060621,14157.7
0.018216,26.676656,1.571440,1.836561,0.778496,19.451173,-0.108164,0.101320,1448.377087,0.456079,1.606951,14158
0.025648,58.895027,1.536201,2.023566,0.752709,22.538159,-0.057241,0.055962,2917.623708,0.658705,1.653983,14158.6
0.016556,31.783833,1.576430,1.822185,0.812980,24.184248,-0.090797,0.070599,19539.995684,0.872141,0.349358,14158.8
0.006748,29.527113,1.533927,2.076470,0.665902,15.797280,-0.099985,0.053205,13724.731252,0.403842,0.981897,14159.3
0.030069,4.814132,1.565404,1.960143,0.691937,16.433996,-0.118239,0.080074,15545.039099,0.469830,0.419686,14160
0.018331,83.853114,1.586432,1.979709,0.840386,7.531873,-0.079799,0.118044,1869.546538,0.626047,1.597266,14160.1
0.031169,29.129069,1.579954,1.853203,0.765573,17.828206,-0.108217,0.160383,13515.098750,0.677022,0.145081,14160.6
0.019277,79.344995,1.593162,1.926822,0.889388,6.263344,-0.045284,-0.007277,1671.583833,0.608157,0.557623,14160.9
0.033349,83.299438,1.551400,2.091349,0.824331,26.019117,-0.029355,0.112265,11565.365084,0.696178,0.924774,14161.2
0.032105,72.329990,1.538795,2.193949,0.648455,21.761133,-0.006352,0.090453,22651.591422,0.480004,0.311940,14161.9
0.018164,20.543954,1.609434,1.923187,0.820184,9.710695,-0.077629,0.096008,47218.749469,0.151815,0.256789,14162.2
0.028273,32.086951,1.568129,2.036101,0.684481,25.960253,-0.038045,0.010211,29444.122720,0.406399,0.801460,14162.5
0.023023,75.734294,1.585887,1.805448,0.858131,25.212090,-0.067969,-0.008828,1982.807711,0.830373,0.859088,14163
0.021460,74.952501,1.557804,1.927430,0.785262,27.239780,-0.052249,0.140523,14862.012648,0.685942,0.253125,14163.1
0.007309,54.087882,1.611312,1.800350,0.896611,12.727425,-0.029941,-0.001428,6411.578121,0.439826,0.933707,14163.3
0.038560,75.966621,1.603117,1.920566,0.921093,33.023065,-0.097208,0.043862,5845.050123,0.337954,1.347730,14163.4
0.018357,13.875972,1.587168,1.951404,0.751674,7.012283,-0.011767,0.080946,1972.469015,0.639833,1.031125,14163.6
0.006061,70.904827,1.574023,1.848061,0.803621,24.072588,-0.041414,0.055819,5997.455222,0.501040,0.402235,14163.7
0.011904,46.715548,1.556818,2.088428,0.798117,18.937301,-0.051880,-0.001571,8977.122852,0.572326,0.382081,14163.7
0.016880,70.595897,1.580256,1.970153,0.802774,25.294700,-0.116384,0.076776,5732.473524,0.869294,0.888003,14163.8
0.017319,43.623238,1.544078,1.968410,0.769291,21.106697,-0.078609,0.119451,11542.417974,0.605298,0.338415,14163.9
0.007044,23.405509,1.584710,1.827292,0.846784,13.029435,-0.036700,-0.027192,4089.093000,0.203478,1.649679,14164.8
0.030450,84.059761,1.554866,2.176662,0.802848,17.993461,-0.120001,0.033025,10031.692374,0.536067,0.471288,14165
0.022501,16.934546,1.572678,1.880874,0.774538,9.860690,-0.000673,-0.002939,5069.841507,0.876749,0.291446,14165.1
0.018174,5.569799,1.605132,2.069077,0.703779,14.833636,-0.068977,0.083254,1247.758708,0.595970,1.542585,14165.1
0.037684,83.072480,1.524555,2.093596,0.641550,27.238456,-0.056866,0.023892,25096.214923,0.305749,0.623565,14165.2
0.031108,53.617588,1.593918,2.046799,0.734625,20.627343,0.009844,-0.013354,20466.985797,0.540163,0.136085,14165.6
0.015647,67.839737,1.587809,2.011261,0.878614,18.402958,-0.070976,-0.016504,8582.567439,0.833523,0.152730,14165.7
0.035407,49.582321,1.585868,2.144660,0.727568,26.061437,-0.036833,0.039672,2577.017964,0.523292,0.811566,14166.3
0.028245,18.046266,1.578616,2.084068,0.682412,21.877161,-0.065940,0.070566,36416.639197,0.314999,0.392618,14166.7
0.011360,66.745121,1.570783,1.939323,0.824535,8.369364,-0.087301,0.060199,1210.542745,0.585061,0.940383,14166.9
0.026639,58.041631,1.607202,2.014008,0.778765,24.800352,-0.058590,0.038464,2151.696102,0.658287,1.815432,14166.9
0.031067,79.914288,1.588758,2.016692,0.834462,30.266452,-0.060253,0.113197,40535.666361,0.146080,0.781081,14167.2
0.030736,74.074917,1.616669,1.860741,0.907487,16.512007,-0.027535,-0.003023,20853.659611,0.451248,0.499247,14167.2
0.029460,12.120025,1.597822,2.053128,0.601008,13.108487,-0.033838,0.031964,8127.423749,0.664813,0.361513,14167.4
0.009640,48.733077,1.580543,1.993691,0.815041,15.365718,-0.017135,0.106192,4276.316826,0.756564,0.787009,14167.6
0.009620,33.081220,1.595304,1.867191,0.864352,5.747227,-0.066594,0.009142,4651.125489,0.420537,1.220903,14167.6
0.031475,65.601602,1.576695,1.869311,0.812846,31.381167,-0.033069,0.098943,11587.709925,0.339338,0.056502,14168.1
0.021770,84.877582,1.572780,2.196500,0.742595,16.112142,-0.086462,-0.025819,19429.542485,0.705574,0.232303,14168.9
0.009188,50.804907,1.556279,2.123816,0.705829,15.056632,-0.004063,0.010567,1584.959614,0.523812,1.685974,14169.1
0.007207,78.651436,1.607109,1.885462,0.894426,14.021193,-0.103746,0.054186,18419.226759,0.331738,0.486145,14169.1
0.019499,54.378877,1.555828,1.972405,0.793192,26.398741,-0.014451,0.022358,5527.978155,0.677552,0.528592,14169.1
0.012179,17.982389,1.581264,2.198106,0.654341,15.962735,-0.098381,0.125418,10324.770700,0.378212,1.411764,14169.2
0.024298,47.983513,1.550679,2.198248,0.629930,15.577959,-0.038052,0.007441,7800.707244,0.357559,0.624221,14170.2
0.005044,77.355443,1.610020,2.021545,0.760027,4.637561,-0.046318,0.012051,18713.236261,0.514511,0.750765,14170.3
0.009678,88.860228,1.560506,1.879443,0.825658,24.241309,-0.049950,0.039589,3437.519817,0.318708,1.313521,14170.5
0.025892,55.777770,1.624785,1.906604,0.864062,13.454203,-0.055310,0.015603,17608.053799,0.191349,1.426033,14170.6
0.029808,8.908702,1.583708,1.857299,0.718996,13.918935,-0.111837,0.072586,1504.803420,0.800239,1.336386,14170.9
0.014475,18.897874,1.577491,2.099124,0.701572,17.046351,-0.065157,0.023492,98780.781335,0.291910,1.148351,14171
0.029533,68.205146,1.569644,2.102858,0.749964,28.063532,-0.029096,0.044397,2459.759301,0.342685,0.790061,14171
0.032835,81.800418,1.562465,2.109147,0.768036,32.512141,-0.046692,0.022416,7657.349075,0.584394,1.635933,14171.1
0.016363,52.452222,1.568683,1.995382,0.690618,25.383963,-0.018318,0.077529,15090.717467,0.672187,0.199839,14171.5
0.024007,35.583709,1.571040,1.941620,0.735705,18.504295,-0.020748,0.026798,18157.487992,0.745334,1.171043,14171.9
0.039153,47.172818,1.583176,2.164016,0.707539,21.078511,-0.033954,0.068547,1105.988323,0.674903,1.691584,14172
0.039943,14.364160,1.601903,2.036046,0.635422,17.188974,-0.036711,-0.007093,14145.477270,0.367400,0.878475,14172
0.028683,81.112194,1.523544,2.114537,0.620915,27.508025,-0.077833,0.050780,14630.617533,0.379848,0.865671,14172.1
0.029223,69.168240,1.581592,2.152869,0.836396,23.476643,-0.088955,0.055371,7206.815724,0.292706,1.008748,14172.8
0.005991,40.324587,1.548685,1.826679,0.797121,20.213388,-0.024357,0.050157,5136.866702,0.481754,0.446651,14172.8
0.012048,33.015515,1.557975,2.061323,0.709699,18.782429,-0.027540,0.059577,1067.737372,0.881266,2.227406,14172.9
0.018019,75.580862,1.601751,2.028406,0.801271,7.281719,-0.071296,0.078648,2099.134332,0.718984,1.682642,14173.1
0.006279,1.871135,1.572853,2.136456,0.634635,11.442576,-0.067344,0.021079,8460.062234,0.164260,1.148201,14173.3
0.029891,72.976590,1.546233,2.068143,0.748292,21.326216,-0.077525,-0.005899,6560.206226,0.363858,0.564841,14173.6
0.021611,87.315745,1.539498,2.030371,0.817825,12.908297,-0.081195,0.072505,16302.185000,0.221987,0.524120,14173.6
0.008870,82.488171,1.537625,2.077465,0.722555,14.824444,-0.042298,0.099120,11473.829030,0.306821,0.866648,14173.7
0.022073,77.116730,1.573335,1.980856,0.812031,20.139454,-0.016537,0.035196,11376.864266,0.071046,1.358144,14174
0.028472,31.338031,1.555422,1.880584,0.778760,17.600210,-0.061137,0.003256,6431.837690,0.590408,0.672519,14174.1
0.038859,67.451251,1.578939,1.924673,0.813087,20.463343,-0.058577,0.100599,4749.918504,0.848279,0.792865,14174.4
0.008127,72.476377,1.597027,1.980476,0.775054,12.368321,-0.010720,0.045831,1292.064093,0.814410,1.470838,14174.6
0.023078,72.216907,1.558770,2.066777,0.748648,19.919059,-0.054511,0.003717,25542.850561,0.666880,1.123208,14174.6
0.018436,70.230218,1.584088,1.854642,0.808961,20.196519,-0.026780,0.096774,11667.639148,0.757066,0.436022,14174.6
0.021011,39.599461,1.558668,1.943652,0.739608,24.270615,-0.047401,0.082800,4854.797749,0.749055,1.397044,14175
0.008715,41.076290,1.566156,1.945844,0.804952,9.356148,-0.022233,0.001246,2970.746132,0.678202,1.141030,14175.2
0.007711,0.399608,1.581428,1.951814,0.756508,13.802972,-0.079840,0.008178,263.764876,0.834625,2.115101,14175.5
0.020038,68.788431,1.565347,1.942605,0.809261,28.011834,-0.022518,0.026561,8163.585989,0.412548,1.649743,14175.9
0.027520,69.848102,1.585656,2.151934,0.805846,13.893719,-0.092475,-0.003177,12528.316269,0.483625,0.439592,14176.4
0.014187,42.043400,1.567248,1.959244,0.714933,15.169693,-0.042739,0.041818,72701.039030,0.335623,0.952765,14176.6
0.012965,67.550370,1.588498,2.025924,0.796932,8.495787,-0.078380,0.072830,12195.635888,0.085546,0.315406,14177.1
0.025646,55.157455,1.546169,1.954929,0.750607,24.443505,-0.082845,0.067128,5172.343253,0.601160,0.265750,14177.3
0.006343,27.049448,1.584229,1.944287,0.821538,12.602696,-0.007424,0.072294,4423.341667,0.419898,0.881721,14177.5
0.031935,37.299522,1.596944,1.851028,0.764399,22.038680,0.006901,0.046697,13276.791854,0.286298,1.061347,14177.7
0.017927,18.030695,1.576841,1.880475,0.753099,14.362810,-0.098336,0.107621,771.379274,0.638339,1.451253,14177.7
0.017909,6.691378,1.553253,1.937380,0.682797,13.005671,-0.079495,0.032637,22057.244232,0.393244,0.343519,14177.9
0.036601,44.972297,1.548373,2.010657,0.648345,24.375013,-0.020058,0.042725,50291.065339,0.394828,0.641158,14178.2
0.007618,43.532921,1.600528,1.856637,0.828496,1.024176,-0.063280,0.016745,4698.180602,0.373575,1.123238,14178.3
0.005366,25.182738,1.584467,1.971129,0.742507,7.372256,-0.104265,0.034834,15059.472500,0.561039,0.512183,14178.3
0.022240,64.925397,1.564819,2.119349,0.714225,29.193754,-0.072134,0.042955,11699.505279,0.540110,1.539307,14178.5
0.006722,4.103885,1.579525,2.007441,0.808615,5.563080,-0.029928,0.064513,12716.760578,0.095890,0.482874,14178.6
0.006353,41.695991,1.552571,2.124080,0.682205,10.864423,-0.078699,0.096549,13357.345324,0.251507,0.812935,14178.7
0.010202,20.651000,1.541431,2.070253,0.704157,11.568661,-0.068826,0.035807,15284.170183,0.335418,0.238614,14178.9
