0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-PEMD-theta_E,1-galaxy-mass-0-PEMD-gamma,1-galaxy-mass-0-PEMD-q,1-galaxy-mass-0-PEMD-phi,1-galaxy-mass-0-PEMD-center_x,1-galaxy-mass-0-PEMD-center_y,2-galaxy-light-0-IrregularGrid-lambda,2-galaxy-light-0-IrregularGrid-l_corr,2-galaxy-light-0-IrregularGrid-eta,probability_weights
0.007124,6.154542,1.571847,2.085800,0.739298,7.633614,-0.071449,0.084520,9225.986797,0.585083,0.689668,14222.2
0.028602,51.542454,1.580356,1.818922,0.813559,18.841987,-0.080388,0.071961,16893.934347,0.219385,1.010529,14222.3
0.020399,51.363012,1.598993,2.063880,0.763586,19.156098,-0.071479,0.061809,4017.986910,0.763530,1.037467,14222.3
0.006874,39.133501,1.569687,1.949625,0.784671,19.321147,-0.068982,0.017670,21885.613439,0.498180,0.279533,14222.6
0.039320,57.227213,1.578709,1.881677,0.773856,26.006664,-0.055168,0.097415,11739.299857,0.808128,0.517869,14222.6
0.019635,79.217069,1.569259,2.155175,0.706456,13.733111,-0.066547,0.045673,12219.526325,0.552013,1.232252,14222.6
0.037013,19.583788,1.596469,1.806569,0.747269,14.720061,-0.056154,0.019292,9196.096674,0.734653,1.010764,14222.7
0.010254,51.029588,1.560835,2.068049,0.735844,12.366803,-0.071142,0.028147,13009.022074,0.483214,0.289590,14222.9
0.007225,12.312905,1.562296,2.139805,0.706961,12.466127,-0.064226,0.025180,7592.557136,0.324525,0.692110,14223
0.036668,46.684727,1.596102,1.964495,0.745452,26.253815,-0.050226,0.056454,17806.341881,0.192787,0.304284,14223.1
0.012117,50.418262,1.591619,2.025234,0.743507,13.478419,-0.050577,0.004371,5243.354348,0.892775,0.801591,14223.3
0.031333,71.345462,1.553373,2.066291,0.776046,22.602645,-0.069841,0.068530,14946.844447,0.329903,1.615715,14223.3
0.025937,77.670728,1.563674,1.968338,0.843275,17.727669,-0.060391,0.055146,6267.435769,0.766349,0.380942,14223.5
0.020951,58.543094,1.588284,1.995764,0.801227,19.881303,-0.092896,0.048381,26864.088397,0.618197,0.356586,14223.6
0.031423,12.790820,1.610661,1.904650,0.748523,6.563844,-0.063520,0.004379,5697.229765,0.592547,0.836284,14223.8
0.012394,40.884525,1.557695,2.073784,0.674571,16.919496,-0.076558,0.090559,14971.947926,0.491905,0.703579,14223.8
0.036972,33.228943,1.610099,1.868732,0.780558,15.601136,-0.044121,0.015718,38990.930653,0.139324,0.644527,14223.9
0.025577,21.743037,1.611226,1.856533,0.791832,9.659938,-0.048984,0.010297,14449.985510,0.659079,0.669882,14224.1
0.011530,21.028581,1.584796,1.820240,0.827728,10.143841,-0.041090,0.060369,7111.298639,0.195321,0.921927,14224.4
0.037482,41.875152,1.591156,1.800568,0.776823,25.838242,-0.038507,0.030461,22112.960322,0.132334,0.718887,14224.5
0.032022,78.367582,1.579136,2.070823,0.802044,26.040225,-0.069155,0.088375,6222.379088,0.668434,0.446535,14224.5
0.008487,59.157972,1.587220,1.960844,0.825080,12.209727,-0.045775,0.084400,6147.584694,0.389797,0.652343,14224.8
0.022958,65.184852,1.592537,1.989540,0.783574,20.042882,-0.072348,0.038087,16757.986690,0.703594,0.625943,14224.8
0.019367,49.517520,1.592959,2.073657,0.728317,21.644573,-0.064430,0.048495,4899.709873,0.811203,0.803629,14224.8
0.030799,71.545290,1.569673,2.159365,0.665015,23.351229,-0.039061,0.057018,31372.843405,0.239866,1.408425,14224.9
0.027866,34.379283,1.573726,1.887861,0.756807,14.811711,-0.051550,0.035356,10683.192189,0.583588,0.971726,14224.9
0.007229,1.096230,1.570847,2.042728,0.753435,15.406209,-0.028349,0.014847,18811.007311,0.717675,0.308988,14225.3
0.027016,76.676536,1.567514,2.002209,0.836149,27.758496,-0.055748,0.038766,32176.406877,0.204210,0.283684,14225.4
0.010969,15.678562,1.579384,1.936311,0.778732,6.623144,-0.052567,0.014424,8916.063911,0.391915,0.498731,14225.8
0.028035,25.850404,1.587241,1.943836,0.747094,15.301746,-0.048972,0.092663,4297.501998,0.477219,0.702962,14225.9
0.020537,12.292518,1.587999,1.897147,0.782994,11.271368,-0.075296,0.085573,5457.767310,0.513905,0.453054,14226
0.009208,53.282774,1.597543,1.863949,0.841587,11.048482,-0.021067,0.043731,20234.296138,0.229770,0.904835,14226
0.022769,20.282631,1.578911,2.076957,0.673960,9.387825,-0.046111,0.039443,8350.385855,0.835526,0.593284,14226
0.027373,26.128889,1.609031,1.832745,0.777239,16.951732,-0.040059,0.044868,9455.738793,0.267569,1.507398,14226
0.005565,28.105957,1.589706,2.049599,0.722771,15.119772,-0.077650,0.066832,4484.725689,0.789722,0.676316,14226.2
0.016318,10.625275,1.599527,2.078335,0.693916,11.319000,-0.080557,0.059376,20217.632863,0.772227,0.292113,14226.2
0.018029,34.101442,1.574302,2.101976,0.693252,14.640083,-0.049186,0.098194,13556.455281,0.506872,0.843049,14226.3
0.023007,24.190523,1.600061,1.889922,0.771396,12.192457,-0.085980,0.094773,4212.353836,0.894415,0.566756,14226.4
0.010752,84.853946,1.554767,2.159205,0.702273,13.411499,-0.053610,0.048601,25318.827198,0.164717,0.682609,14226.7
0.015768,2.667429,1.588333,1.846179,0.812153,6.663303,-0.056876,0.001743,17087.617026,0.168785,0.269836,14226.7
0.010967,13.873256,1.590808,2.033528,0.694075,14.796445,-0.057349,0.061236,8932.990206,0.723844,0.684409,14226.7
0.018036,62.905521,1.553852,2.123394,0.737025,19.437207,-0.079239,0.053617,16305.801316,0.802407,0.462158,14226.9
0.011997,31.580989,1.575998,2.076346,0.759989,15.223348,-0.060195,0.076288,23409.382142,0.601287,0.399116,14227.2
0.029557,52.926856,1.591292,1.983843,0.762420,22.464609,-0.051515,0.105474,12853.956741,0.773561,0.211625,14227.3
0.009953,46.652260,1.597892,1.841941,0.847672,11.716600,-0.022414,0.039735,5224.150823,0.824840,0.477979,14227.6
0.011808,80.622984,1.601312,1.938383,0.854635,12.984675,-0.047327,0.060499,6561.052487,0.747210,0.457778,14227.8
0.036885,39.864540,1.590701,1.890592,0.769636,22.483233,-0.068920,0.092635,2937.002256,0.752468,0.851546,14228
0.028284,55.980282,1.572217,2.161229,0.643082,22.491107,-0.058599,0.039811,43379.571449,0.344679,1.369597,14228.1
0.023763,66.911368,1.565259,2.046925,0.795187,23.582335,-0.051900,0.059459,7846.607853,0.544601,0.284723,14228.2
0.017001,7.903417,1.578548,1.948052,0.746213,13.828564,-0.076427,0.036644,5282.593621,0.383585,0.765542,14228.2
0.020362,6.917943,1.602024,1.955986,0.725513,5.616514,-0.059347,0.045940,14079.525792,0.745136,0.262161,14228.3
0.028905,88.685989,1.578387,2.170458,0.766492,16.962387,-0.045382,0.050112,4409.588604,0.568102,1.106637,14228.4
0.028623,65.569469,1.574193,2.086674,0.782434,20.009197,-0.044743,0.074675,19714.900102,0.140467,1.002120,14228.4
0.034160,18.828199,1.581685,1.934302,0.730043,14.621062,-0.055622,0.053903,4115.288213,0.550809,1.486320,14228.5
0.030970,85.177287,1.557933,2.181626,0.688126,23.515850,-0.054299,0.057624,19255.176839,0.715649,0.678497,14228.6
0.032938,66.689774,1.572697,2.023865,0.742994,29.405034,-0.069329,0.069638,13926.942441,0.897703,0.328477,14228.7
0.024077,56.978991,1.587657,1.956699,0.803300,23.332350,-0.049628,0.070318,30578.766773,0.618114,0.371253,14228.7
0.011302,68.558773,1.569468,2.128053,0.681394,16.884355,-0.068952,0.080336,2911.675448,0.641073,1.371005,14228.7
0.012057,42.450089,1.587908,1.985584,0.783287,15.306994,-0.062895,0.093939,5080.512546,0.726818,0.975298,14228.8
0.038880,34.691278,1.600569,1.832370,0.752277,16.907736,-0.052936,0.025182,3349.230522,0.871967,1.137643,14228.8
0.021747,64.319502,1.575634,2.009057,0.806271,19.715585,-0.037659,0.056286,3693.718773,0.483687,1.517839,14228.8
0.021684,41.572819,1.577206,2.009801,0.738359,20.909391,-0.071493,0.045538,4326.776824,0.855876,1.190758,14228.9
0.022814,12.918008,1.590052,1.808579,0.785730,8.523070,-0.044726,0.075222,3619.447848,0.792194,0.827321,14229
0.015079,80.990590,1.584838,1.951023,0.847203,18.273390,-0.045466,0.030188,4013.667324,0.643589,1.019464,14229.1
0.025499,47.069101,1.588188,2.010124,0.765212,20.995623,-0.069594,0.101057,6571.801522,0.896842,0.512632,14229.2
0.026792,46.714686,1.573873,2.030577,0.703263,25.551623,-0.056474,0.066052,16988.841189,0.697899,0.203988,14229.3
0.014594,44.218529,1.596862,1.854397,0.833992,8.907416,-0.071097,0.049967,12794.842939,0.436774,0.774997,14229.3
0.022361,31.169751,1.574504,2.075980,0.638213,19.597796,-0.074606,0.071508,9895.241726,0.798653,0.815775,14229.4
0.024666,40.901209,1.605436,1.857439,0.787753,16.480735,-0.068986,0.020521,24837.957537,0.399225,0.443313,14229.5
0.011432,62.298137,1.563574,2.072500,0.737815,20.918002,-0.040289,0.070891,2406.873188,0.894339,1.130460,14229.5
0.028889,32.689505,1.577087,2.027669,0.710440,21.254877,-0.051053,0.017169,8004.237014,0.749236,0.596458,14229.5
0.020895,29.123693,1.584201,2.006777,0.752015,11.627722,-0.029279,0.033069,16578.437178,0.471735,0.771742,14229.7
0.021406,69.155675,1.565146,2.175972,0.715895,18.887413,-0.052712,0.082183,3856.279323,0.684373,0.559107,14229.7
0.010883,61.878455,1.597233,1.942419,0.816449,12.821845,-0.087539,0.071581,13352.457720,0.703585,0.473149,14230
0.009744,85.108576,1.568514,2.070310,0.768765,10.357219,-0.035886,0.028780,12634.285149,0.477723,1.117459,14230.2
0.014249,32.885868,1.576922,1.945253,0.733611,15.844053,-0.074104,0.085137,30715.224876,0.336896,0.736710,14230.2
0.010887,76.152496,1.562857,2.019833,0.775403,12.415673,-0.056937,0.052875,20681.043857,0.431878,0.948631,14230.4
0.024855,56.220986,1.586113,1.973669,0.770785,23.741570,-0.088276,0.070856,11345.238330,0.624614,0.666467,14230.5
0.014005,28.370951,1.589310,2.022657,0.754026,9.944190,-0.070963,0.080590,4355.157887,0.651644,0.658462,14230.6
0.021207,86.082527,1.562977,2.177288,0.736945,23.952661,-0.058498,0.033386,7803.387870,0.729797,0.836419,14230.7
0.018244,67.149730,1.563640,2.029837,0.733944,22.529742,-0.051152,0.054653,35082.636415,0.164803,0.388127,14230.8
0.009536,25.713013,1.611863,1.830893,0.838176,4.541670,-0.055500,0.037556,8429.240428,0.525759,0.585056,14230.8
0.005696,82.343124,1.569072,1.919418,0.791309,16.452446,-0.056626,0.028739,29422.622305,0.177551,1.433000,14230.8
0.021341,2.998438,1.576139,2.031617,0.681443,10.372290,-0.049390,0.028217,5415.391432,0.642359,1.413588,14231
0.037993,25.771903,1.599311,2.048396,0.671243,14.906107,-0.080683,0.046500,3055.386498,0.782475,1.153911,14231.1
0.022852,25.416194,1.607038,1.913453,0.766972,13.554639,-0.058483,0.085789,20018.001561,0.194460,0.323978,14231.2
0.039049,54.374494,1.586214,1.967038,0.766253,23.037637,-0.048966,0.094294,21973.091770,0.210543,0.946623,14231.3
0.008757,70.474174,1.574823,2.117874,0.752140,12.067361,-0.044371,0.012995,22269.532225,0.369170,1.290129,14231.6
0.039768,61.816260,1.571969,1.946032,0.762786,29.222650,-0.045233,0.070962,8231.534750,0.756268,0.782136,14231.8
0.022114,4.370676,1.578231,1.953149,0.742765,11.522510,-0.085935,0.048301,10758.319269,0.233653,0.830723,14231.9
0.030592,69.045675,1.571923,2.136744,0.776750,22.863365,-0.044457,0.088184,10647.377570,0.666093,0.375371,14231.9
0.030897,61.386326,1.588599,1.852720,0.820742,21.376284,-0.051384,0.043966,18682.959058,0.277193,0.781870,14231.9
0.009222,3.658442,1.576423,1.949860,0.788220,13.954917,-0.058753,0.064440,5891.684023,0.587300,1.052741,14231.9
0.029543,64.763740,1.563122,2.109044,0.749505,26.810788,-0.051346,0.063049,31653.269801,0.496050,0.288546,14232
0.015425,56.149412,1.557174,2.042595,0.741484,22.589742,-0.061967,0.052311,19763.573454,0.372504,0.158133,14232.1
0.018057,34.596568,1.565590,2.043513,0.725221,16.084863,-0.070495,0.024072,22336.548233,0.480570,0.699331,14232.4
0.016166,39.371860,1.587164,2.154241,0.653469,17.365778,-0.062133,0.070600,2602.322852,0.788739,1.093707,14232.5
0.027309,27.733612,1.567140,2.018362,0.692909,17.952359,-0.056058,0.013331,5062.124775,0.541722,0.932057,14232.5
0.016540,65.324601,1.565251,2.048648,0.717084,22.025484,-0.080070,0.070053,11339.392967,0.863017,0.575749,14232.6
0.033962,56.248956,1.555910,2.085685,0.689487,23.055572,-0.057737,0.039139,19206.448402,0.391979,1.321781,14232.9
0.027850,59.807562,1.573000,2.067478,0.733512,26.031458,-0.035552,0.057602,19159.122075,0.297389,1.513396,14233
0.008327,87.703415,1.557497,2.003924,0.761500,14.817533,-0.055207,0.050219,4617.810339,0.687962,0.699080,14233.1
0.023391,61.736517,1.590690,1.882061,0.830532,19.393028,-0.087124,0.066073,13569.493075,0.549129,0.570573,14233.2
0.014594,37.788715,1.574552,1.953233,0.732115,14.816691,-0.040908,0.051184,4778.922179,0.648594,0.776983,14233.2
0.016209,34.534723,1.592995,2.038960,0.695224,16.991773,-0.051551,0.047993,21960.245849,0.522871,0.397545,14233.2
0.019959,22.947986,1.599159,1.864403,0.808421,12.385182,-0.087528,0.059726,7381.556981,0.577328,0.748542,14233.3
0.009165,55.158466,1.572387,1.984615,0.790540,18.888243,-0.077359,0.036895,9922.674518,0.293130,1.160173,14233.3
0.024877,26.809676,1.585375,1.877030,0.774137,13.342575,-0.083524,0.017664,6270.760486,0.689125,0.516983,14233.3
0.015227,47.901179,1.590912,1.845161,0.832289,14.080626,-0.069732,0.035358,1961.359368,0.689353,1.246687,14233.7
0.009307,25.983709,1.595890,1.895004,0.793687,11.345259,-0.034907,0.012427,24152.928475,0.271830,1.173886,14233.7
0.013313,40.328529,1.561688,1.993138,0.770857,19.445002,-0.058958,0.071252,15019.115439,0.778192,0.332707,14233.8
0.034923,7.537245,1.584856,2.011569,0.693533,13.641418,-0.057553,0.051586,5991.595540,0.636923,0.682031,14233.9
0.033455,54.640027,1.576728,1.927581,0.775242,23.049008,-0.056740,0.035353,2179.026643,0.852735,1.303582,14234.2
0.007870,56.685326,1.579057,2.061261,0.727027,16.971955,-0.021535,0.032343,21686.233885,0.240033,0.822790,14234.2
0.021341,57.491599,1.570277,2.100984,0.711205,16.899149,-0.064403,0.063102,2729.741083,0.891118,1.340647,14234.2
0.027776,52.461749,1.585107,1.849939,0.815830,24.503732,-0.050167,0.058474,11207.894934,0.341037,0.169975,14234.2
0.027940,28.190084,1.593199,2.061668,0.661433,16.546976,-0.035420,0.066125,11978.792035,0.301055,0.910899,14234.3
0.023355,44.431316,1.589835,1.988640,0.777033,15.752563,-0.081888,0.066962,22227.358289,0.170176,0.352075,14234.3
0.025643,23.833479,1.602026,1.933779,0.759708,12.333753,-0.060477,0.077690,14262.258738,0.364733,1.311272,14234.4
0.008485,35.923455,1.575176,2.126604,0.669795,14.257491,-0.066916,0.023286,35622.932242,0.293081,0.852188,14234.4
0.030592,51.272678,1.580423,2.036320,0.700353,22.422627,-0.029492,0.062047,19869.099955,0.198640,1.273266,14234.5
0.028181,39.597175,1.569147,2.085907,0.662450,21.803603,-0.043498,0.068066,5774.453321,0.642927,0.541528,14234.6
0.006218,26.353203,1.576293,2.168706,0.680697,9.951916,-0.064470,0.047991,3001.852802,0.839206,0.863387,14234.6
0.026132,14.610741,1.593576,1.993728,0.738196,7.993241,-0.045250,0.042530,27463.975455,0.221319,1.113205,14234.6
0.020903,73.540074,1.594535,1.917091,0.852865,16.481765,-0.066548,0.028403,14760.589665,0.329056,0.929128,14234.7
0.023842,73.926935,1.561621,2.003778,0.808547,25.253401,-0.052955,0.055766,4297.596973,0.674822,0.710205,14234.8
0.010784,24.116655,1.575737,2.043137,0.715875,17.071397,-0.044831,0.087237,10229.182389,0.420160,0.559638,14234.9
0.035701,28.743215,1.590557,1.947665,0.681673,16.620002,-0.048615,0.051873,25326.835025,0.605799,0.182415,14235
0.031253,55.965154,1.569834,2.055325,0.698641,24.795868,-0.025656,0.042077,19966.478947,0.462779,0.780106,14235.2
0.010282,50.753066,1.574995,2.063413,0.742874,16.932880,-0.054049,0.051238,23876.082259,0.129051,0.200585,14235.3
0.008546,12.465627,1.579768,1.919596,0.781308,13.077140,-0.073583,0.038321,1653.075316,0.699543,1.392934,14235.3
0.025410,47.161744,1.595206,1.994362,0.756463,15.464943,-0.060114,0.083684,11467.534536,0.543784,0.727960,14235.4
0.008127,15.548125,1.600712,1.942228,0.787705,7.783648,-0.074205,0.019930,16487.091154,0.443121,0.373214,14235.6
0.034030,36.460197,1.588842,1.884237,0.721128,18.508469,-0.067486,0.034305,8136.022053,0.792418,0.639375,14235.7
0.018353,56.162813,1.595179,2.022953,0.769091,17.990296,-0.030519,0.039249,18020.059063,0.379426,0.783918,14235.7
0.005692,15.038917,1.571921,2.065726,0.740882,11.231183,-0.049369,0.001893,25153.060836,0.400258,0.467049,14235.7
0.035605,0.575092,1.601807,1.867715,0.756717,7.958792,-0.055880,0.056529,22064.851832,0.294613,0.283735,14235.8
0.015346,57.219773,1.588922,2.003192,0.812482,12.767175,-0.044725,0.046294,3928.923358,0.806285,0.813164,14235.8
0.023335,8.741065,1.570407,1.863634,0.746530,12.629711,-0.036210,0.033252,13320.158485,0.403871,0.813936,14235.8
0.013406,32.202137,1.564468,1.980820,0.734191,18.582703,-0.071298,0.076507,6389.087821,0.723375,0.466586,14235.9
0.021766,12.110167,1.595565,1.892269,0.765376,6.351923,-0.046440,0.064672,20890.871562,0.473210,0.385987,14235.9
0.031680,46.649573,1.578602,2.109380,0.696309,21.475733,-0.075415,0.066196,3906.917682,0.798430,1.134744,14236
0.020473,77.628756,1.561329,2.067427,0.759048,20.381190,-0.031312,0.047348,8977.067088,0.277848,1.236767,14236
0.015853,61.481294,1.584794,1.925106,0.806738,21.618382,-0.052146,0.040410,3838.123263,0.732284,0.597630,14236
0.028842,46.940668,1.594497,2.052118,0.739905,15.948477,-0.067517,0.031273,9570.849428,0.429375,1.010912,14236.1
0.007460,13.270448,1.573260,2.054179,0.716071,16.011886,-0.024899,0.021662,11392.156107,0.537327,0.563990,14236.1
0.028485,31.978777,1.585403,1.915259,0.743111,20.963984,-0.072303,0.066819,3561.442793,0.714205,0.822372,14236.1
0.037302,41.438016,1.601964,2.002323,0.711701,18.743162,-0.075351,0.045402,22909.189636,0.271764,0.552838,14236.1
0.013926,72.420596,1.557630,2.121214,0.725516,15.595347,-0.050791,0.034814,7546.862827,0.333037,1.164441,14236.3
0.032214,47.868481,1.575654,2.034401,0.681769,21.860278,-0.033179,0.029132,21223.087931,0.684786,0.499669,14236.5
0.030461,45.882405,1.595449,2.070807,0.716195,16.608963,-0.042522,0.049971,31105.861360,0.265739,1.110925,14236.7
0.022079,66.942286,1.582313,1.974528,0.798542,21.237867,-0.087260,0.077104,9091.659480,0.660378,0.614156,14236.8
0.012795,54.236409,1.558433,1.998017,0.728796,19.591628,-0.050110,0.022853,16843.627730,0.482887,0.695350,14236.8
0.032082,77.201162,1.575317,2.012025,0.801242,23.518902,-0.073790,0.060537,8508.781209,0.612903,0.592960,14236.8
0.014485,13.371697,1.570940,2.078913,0.713739,10.468254,-0.067923,0.055567,4684.662561,0.699568,0.595603,14237
0.013831,74.725724,1.564648,2.080063,0.726818,18.269706,-0.037714,0.040507,28152.069797,0.247771,0.241680,14237
0.007607,63.169406,1.586997,1.997351,0.785546,12.143874,-0.081622,0.027045,15151.868419,0.370226,0.578919,14237.1
0.024798,59.999112,1.581016,2.006739,0.797723,19.503160,-0.088142,0.064944,10311.909947,0.462762,0.607279,14237.4
0.035691,16.427794,1.591227,1.845374,0.755485,11.871086,-0.082724,0.055266,5156.852998,0.410668,1.324480,14237.4
0.009567,75.317440,1.590322,1.909228,0.826870,15.078837,-0.070861,0.073260,11865.813999,0.503951,0.330264,14237.5
0.028609,65.482374,1.572164,2.010486,0.781793,21.336438,-0.042264,0.019154,11813.077079,0.230140,1.115370,14237.6
0.011163,81.948746,1.565363,2.143099,0.778498,14.077970,-0.074623,0.061628,13447.651329,0.668680,0.402714,14237.6
0.010493,88.099660,1.579206,2.140203,0.737502,17.078795,-0.072934,0.070140,8734.796941,0.401904,0.952697,14237.6
0.017080,17.264044,1.567433,2.044616,0.679889,12.350212,-0.055832,0.053949,4958.771239,0.795472,0.789426,14237.7
0.005911,32.647604,1.562441,2.000416,0.723575,17.948933,-0.042485,0.036007,19308.839927,0.481355,0.347388,14237.7
0.019724,10.086074,1.584465,1.945757,0.743268,13.476076,-0.080602,0.064756,17983.831867,0.209713,0.321486,14237.7
0.008351,24.086672,1.573619,1.997318,0.747509,15.364022,-0.081270,0.068128,3025.021216,0.644179,0.933471,14237.8
0.026842,68.721933,1.566071,2.084653,0.781791,21.753260,-0.075160,0.042724,4913.101516,0.863261,0.739990,14237.8
0.011432,10.826636,1.594054,1.910765,0.788759,11.148448,-0.024874,0.023994,8149.336509,0.595808,0.660635,14237.8
0.013341,43.480488,1.562943,1.904843,0.778671,19.252050,-0.042908,0.033778,7628.520652,0.408597,1.022369,14237.9
0.013543,55.478480,1.567760,2.184475,0.720742,14.699474,-0.056344,0.036232,13222.280894,0.727754,0.280653,14238
0.026932,30.442403,1.599635,1.892502,0.766994,12.714089,-0.053667,0.007309,15471.291869,0.506472,0.693890,14238
0.027912,38.196385,1.573115,1.976386,0.701079,20.873556,-0.046795,0.063085,10730.483082,0.546477,1.232605,14238
0.022062,32.117120,1.577687,2.108287,0.669877,17.667617,-0.081457,0.038407,12092.216754,0.372056,0.688412,14238.1
0.025685,32.584707,1.590145,1.962946,0.713346,17.314268,-0.027630,0.035653,6031.917329,0.662437,0.941670,14238.1
0.015909,24.248909,1.570504,1.974639,0.753722,12.959687,-0.041199,0.054994,4061.544899,0.609915,0.837651,14238.1
0.013589,49.374283,1.575397,2.091744,0.736385,14.103872,-0.043263,0.074365,28555.814673,0.501865,0.465058,14238.1
0.036057,39.582968,1.581913,1.840831,0.742026,21.497255,-0.073436,0.055839,2629.959614,0.695147,1.011377,14238.1
0.018017,85.527623,1.566336,2.195954,0.736209,18.532868,-0.031543,0.021444,11270.152959,0.691747,0.301609,14238.2
0.034401,30.903326,1.592056,1.874392,0.722551,17.449485,-0.049289,0.062422,10072.988491,0.205173,1.335717,14238.2
0.014997,46.197893,1.590832,1.878089,0.788032,14.985648,-0.048473,0.061828,24061.835760,0.182156,0.786791,14238.3
0.021638,42.519732,1.579176,1.979276,0.703973,18.678997,-0.066667,0.068235,11599.346809,0.796406,0.550678,14238.3
0.007700,31.468296,1.586958,2.077242,0.732514,12.795231,-0.039324,0.015502,7509.389930,0.412971,0.607237,14238.3
0.007295,27.380033,1.588716,1.958589,0.788131,8.878698,-0.061438,0.026049,2665.153892,0.568690,1.062149,14238.3
0.010291,78.757891,1.570457,2.182858,0.689723,19.668568,-0.056850,0.077080,27232.382654,0.438729,0.274640,14238.5
0.026408,61.684821,1.566612,1.956578,0.782578,23.556868,-0.054215,0.014741,21612.668039,0.425161,0.546292,14238.5
0.022336,48.677908,1.583890,2.035309,0.750022,16.295342,-0.074549,0.057760,11428.765102,0.179942,1.713861,14238.7
0.010246,57.080022,1.576963,2.125571,0.714817,15.746046,-0.076177,0.029179,3819.968731,0.823505,0.905509,14238.9
0.015434,50.363196,1.559757,2.017664,0.758158,17.612752,-0.074140,0.052229,16692.075577,0.831943,0.359809,14238.9
0.013308,30.510807,1.580973,1.963807,0.791385,10.298690,-0.060895,0.038041,8764.283691,0.895268,0.259538,14239
0.024063,23.780307,1.595517,1.878624,0.755461,11.011940,-0.071274,0.051503,3580.697274,0.520044,1.185467,14239.1
0.018296,26.883749,1.582453,2.066399,0.711888,11.572522,-0.067563,0.015185,14029.581607,0.663704,0.386821,14239.1
0.007558,44.993052,1.564347,2.140243,0.719175,14.692209,-0.053657,0.019136,5418.443473,0.839407,0.780704,14239.1
0.012690,68.331899,1.568200,1.971043,0.788456,16.717392,-0.082375,0.054696,4666.844711,0.786246,0.808573,14239.1
0.011055,64.919188,1.574220,2.001627,0.753757,17.508508,-0.046443,0.070169,5419.618980,0.781974,0.953267,14239.2
0.018625,55.998046,1.583688,2.108984,0.728304,19.613297,-0.030911,0.061388,28422.564538,0.230544,0.782452,14239.2
0.029317,46.064467,1.568447,2.013218,0.696356,19.395587,-0.036653,0.037474,17384.798066,0.680454,0.304369,14239.2
0.029625,73.311058,1.558553,2.077357,0.736791,25.318457,-0.038681,0.062634,14209.245460,0.276614,0.803698,14239.3
0.024965,10.512737,1.578166,1.870669,0.771526,13.812131,-0.066252,0.056752,6561.632657,0.586632,0.485581,14239.4
0.026551,38.579243,1.560290,2.023289,0.677274,19.413263,-0.054544,0.040873,11738.986033,0.604969,0.881156,14239.5
0.015318,45.363766,1.574173,1.983550,0.743745,17.769759,-0.062819,0.025830,18342.780976,0.630315,0.759602,14239.5
0.019984,46.196002,1.577114,1.924824,0.769653,17.235766,-0.057885,0.013328,30650.194966,0.163192,1.372679,14239.5
0.015369,40.759062,1.558186,2.087169,0.695744,17.314867,-0.044079,0.069499,9955.177895,0.571357,0.791895,14239.6
0.031884,43.283046,1.580199,1.950122,0.757696,19.883620,-0.084871,0.080304,10065.754019,0.772479,0.339743,14239.7
0.015563,57.522172,1.578459,2.158583,0.714103,18.099901,-0.049228,0.075159,19700.889131,0.197367,0.271853,14239.7
0.019589,31.396082,1.594886,1.860151,0.791768,15.928163,-0.087163,0.078763,10131.702450,0.594240,0.464236,14239.8
0.032177,30.004657,1.584894,1.871845,0.742299,15.132302,-0.045003,0.038112,13216.693474,0.148963,1.732431,14239.9
0.007506,55.511979,1.570595,2.027311,0.742334,18.321867,-0.067638,0.082340,17937.372005,0.692426,0.486333,14240
0.037886,40.973780,1.586582,1.958004,0.687292,23.000470,-0.054991,0.049633,9269.688856,0.766245,0.758621,14240
0.017752,82.666474,1.577973,2.044671,0.791629,15.917886,-0.067132,0.086482,20678.158164,0.386847,0.513690,14240.1
0.012077,62.214374,1.569830,2.144498,0.704531,21.073921,-0.055577,0.060920,4900.872510,0.757657,0.530971,14240.2
0.012149,44.082446,1.574619,1.930193,0.753316,16.859716,-0.048525,0.052401,6948.998270,0.384943,1.322987,14240.2
0.018643,49.327126,1.573227,2.121444,0.747210,17.053505,-0.068325,0.048512,19453.489194,0.392813,0.609608,14240.3
0.015319,10.581824,1.580850,1.935756,0.750297,13.687117,-0.043195,0.032365,5184.529689,0.573200,1.298689,14240.4
0.009719,80.738000,1.585380,2.175072,0.743423,14.621020,-0.048232,0.061209,9831.751324,0.615806,0.822403,14240.5
0.038260,38.832034,1.573630,2.060697,0.630550,21.697411,-0.050566,0.042972,5939.075283,0.642719,0.921974,14240.5
0.008666,64.244147,1.562424,2.024266,0.734519,18.874853,-0.071305,0.061061,18037.352985,0.698189,0.360133,14240.6
0.025447,24.560471,1.578681,1.839038,0.747545,14.737729,-0.060765,0.050769,26266.671492,0.153275,0.895445,14240.6
0.022376,62.411740,1.569768,2.049437,0.730510,24.871615,-0.072121,0.059026,18958.738895,0.244215,0.662328,14240.7
0.020778,39.782504,1.589849,1.960334,0.743475,17.328438,-0.080349,0.066513,4075.961650,0.630218,0.834706,14240.7
0.009831,33.986787,1.573574,2.050854,0.712805,16.464505,-0.049951,0.022267,20642.525100,0.432336,1.165922,14240.7
0.011229,82.712684,1.577878,2.019534,0.788930,13.222671,-0.068147,0.025934,29735.784302,0.328205,0.523295,14240.7
