0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-SIE-theta_E,1-galaxy-mass-0-SIE-q,1-galaxy-mass-0-SIE-phi,1-galaxy-mass-0-SIE-center_x,1-galaxy-mass-0-SIE-center_y,3-galaxy-light-0-IrregularGrid-lambda,3-galaxy-light-0-IrregularGrid-l_corr,2-galaxy-mass-0-PixelatedRegularGridPotential-lambda,2-galaxy-mass-0-PixelatedRegularGridPotential-l_corr,probability_weights
0.058366,-48.085208,1.004827,0.881301,44.199149,-0.037572,0.037225,10.833055,0.643373,37697.379432,0.447459,1.33189e-63
0.031282,-42.851642,0.992117,0.763099,45.904970,-0.035991,-0.010226,25.570550,0.417256,45899.833946,0.108209,1.44761e-63
0.024529,-45.745841,0.996343,0.784218,49.842893,-0.041770,0.047685,199.733966,0.079578,8720.376307,0.828640,1.54596e-63
0.022601,-51.119582,1.000275,0.765668,48.187406,-0.042394,0.005097,14.642770,0.409615,129971.059050,0.338896,1.71813e-63
0.018395,-54.977086,0.985126,0.742419,47.248061,-0.048196,0.009558,77.601122,0.134825,5194.236956,0.195255,2.13871e-63
0.027584,-35.359317,1.001626,0.771074,46.381689,-0.031571,0.010729,68.438558,0.417291,37061.374215,0.228344,2.44467e-63
0.046649,-53.213258,1.008535,0.812447,49.280098,-0.025437,0.014104,30.434392,0.795659,3106.793668,0.529192,3.87446e-63
0.032134,-59.786747,1.000769,0.777652,51.399486,-0.038158,0.012768,14.564443,0.370095,2255.014959,0.769375,5.4451e-63
0.065551,-40.619831,0.991426,0.872718,47.986955,-0.078601,0.032422,150.540604,0.103193,7043.322306,0.722194,8.75465e-63
0.062759,-35.237505,1.007315,0.877380,32.771124,-0.048898,0.016206,126.569670,0.079451,45996.687781,0.122801,1.02747e-62
0.072033,-51.178209,1.008119,0.892726,63.287631,-0.036990,0.042911,22.336529,0.262152,7785.939820,0.498393,1.30857e-62
0.039497,-45.680095,0.990062,0.778490,47.278006,-0.040322,0.045172,96.244778,0.276110,3068.800965,0.755657,2.29118e-62
0.049670,-51.125518,0.984390,0.830075,53.828132,-0.039451,0.013440,22.587360,0.405622,1363.507128,0.547180,3.62586e-62
0.041385,-38.568912,0.989255,0.772072,44.894132,-0.053024,0.002919,267.012583,0.092222,7124.314821,0.327788,3.63472e-62
0.028185,-56.504996,1.000297,0.740440,45.435538,-0.046597,0.015289,43.945810,0.422411,7106.006127,0.881841,7.37532e-62
0.076955,-53.600847,0.995280,0.876310,61.506576,-0.026406,0.006634,124.051200,0.137989,6378.337678,0.358136,9.1297e-62
0.076899,-50.657174,0.985459,0.907416,66.652964,-0.032815,0.032067,105.879059,0.055519,8942.002239,0.303073,1.09934e-61
0.040197,-35.628722,1.003869,0.785246,42.218289,-0.018598,0.014514,35.046546,0.299770,49643.035656,0.059672,1.63795e-61
0.051205,-42.131379,0.994925,0.839142,50.108759,-0.023659,0.033975,46.703604,0.253489,3462.350268,0.968771,3.21294e-61
0.036140,-59.219662,0.992678,0.786353,49.043459,-0.049617,0.024140,58.089855,0.294560,30223.975985,0.040185,3.27613e-61
0.042452,-36.765163,0.996483,0.787825,39.927771,-0.047669,0.002145,109.586292,0.236191,9686.911072,0.043514,4.50743e-61
0.022324,-37.727651,0.991267,0.743629,47.928328,-0.036190,0.032037,100.860918,0.200412,2967.134478,0.668191,5.07462e-61
0.026029,-37.469968,1.006306,0.776782,42.235067,-0.062639,0.032049,58.860510,0.238136,13799.296978,0.150524,6.50647e-61
0.053219,-43.331618,0.987417,0.808238,50.377820,-0.045007,0.018960,10.318250,0.937743,5139.821532,0.854499,8.93488e-61
0.059188,-38.934165,0.989716,0.864064,46.405277,-0.035906,0.023580,7.002082,0.766066,27932.894325,0.276258,2.03394e-60
0.046246,-56.483758,0.983508,0.821340,53.273398,-0.026954,0.020549,16.215259,0.564639,24917.936206,0.335210,2.55293e-60
0.047056,-56.846673,0.991700,0.796653,55.685119,-0.054274,0.056922,53.680761,0.222053,1552.803595,0.599872,2.78715e-60
0.075972,-42.968847,0.986264,0.935789,44.790424,-0.053791,0.059725,29.450067,0.339734,4034.882252,0.449087,3.83598e-60
0.038687,-40.878839,0.997693,0.763993,49.644863,-0.059247,0.015984,41.883538,0.560275,4963.349685,0.151950,4.58245e-60
0.062655,-36.096313,0.988699,0.853773,30.422687,-0.060592,0.040571,82.224580,0.141450,3406.926807,0.420725,6.14955e-60
0.046523,-52.762336,1.002754,0.757196,51.758718,-0.048468,0.014958,61.560656,0.169587,1324.622859,0.685225,6.43113e-60
0.022520,-58.511658,1.014095,0.734802,47.380900,-0.024080,-0.003317,99.534569,0.196076,12279.833229,0.339310,6.46564e-60
0.012379,-47.995864,1.007621,0.705177,48.999034,-0.046810,0.033250,36.311458,0.143726,5397.045618,0.461436,7.55254e-60
0.023485,-36.931706,0.996830,0.729007,40.025531,-0.057125,0.005728,80.592818,0.112366,4367.651822,0.929443,1.05692e-59
0.070339,-51.854024,0.979443,0.884950,62.269048,-0.052072,0.032606,111.096203,0.041481,2872.652452,0.543742,2.04399e-59
0.069502,-43.737517,0.982385,0.898298,42.720105,-0.034230,0.015333,25.390169,0.805644,1782.503343,0.595520,2.14539e-59
0.065766,-44.279402,0.996274,0.915124,48.658986,-0.046463,0.029064,54.361865,0.475746,4496.895457,0.893778,2.46471e-59
0.072908,-37.954148,0.997482,0.930839,42.812556,-0.049631,0.033154,103.799221,0.147141,15784.937603,0.269627,2.49857e-59
0.067225,-44.092465,0.991890,0.911549,53.844545,-0.043602,0.049681,40.523556,0.078844,5214.378671,0.620530,3.73032e-59
0.030902,-58.180837,1.003445,0.757701,55.250717,-0.041049,0.018765,103.903163,0.192091,25204.614821,0.141090,3.77602e-59
0.056932,-45.451830,0.988286,0.858369,50.414914,-0.046916,0.014522,74.794596,0.047427,4305.707574,0.303376,4.48457e-59
0.049543,-38.386273,0.994126,0.851412,44.694382,-0.019183,0.020481,55.795615,0.339960,3522.486632,0.958964,4.89412e-59
0.039722,-35.288630,0.991333,0.760889,44.525151,-0.059405,0.013365,108.337319,0.189320,16884.162279,0.114812,4.90752e-59
0.074448,-37.170711,0.989594,0.885829,40.621530,-0.045418,0.022186,109.663625,0.177200,10614.224350,0.050628,4.99495e-59
0.074928,-40.924887,0.983697,0.907108,46.398382,-0.039952,0.037281,65.180171,0.176621,39996.948590,0.165868,8.78771e-59
0.040801,-43.842679,0.988807,0.766332,48.198153,-0.067415,0.016856,53.661175,0.376448,12778.494702,0.359722,1.03799e-58
0.069210,-37.092432,0.990125,0.863724,38.548198,-0.055459,0.009841,61.225636,0.157759,17356.644510,0.527053,2.23183e-58
0.033446,-47.941319,1.005911,0.776338,46.764168,-0.061850,0.034232,157.333457,0.084727,15081.569874,0.140159,2.70699e-58
0.048485,-52.051556,0.998628,0.812989,50.881739,-0.057627,0.028406,29.493937,0.151003,26447.112358,0.406880,2.91248e-58
0.042127,-41.700087,1.005200,0.838734,47.428770,-0.041057,-0.000051,48.651784,0.320631,6540.116754,0.634435,3.94834e-58
0.011324,-47.469124,1.002212,0.716549,48.013112,-0.062026,0.016835,46.980884,0.639550,8860.395773,0.151428,7.715e-58
0.032200,-38.245681,0.987129,0.745998,46.358909,-0.071090,0.040032,65.473214,0.107604,4221.454018,0.804355,8.0702e-58
0.067756,-43.789061,1.006702,0.889102,55.740655,-0.024901,0.033184,29.319725,0.553012,2847.802254,0.950670,9.49789e-58
0.034586,-47.418503,1.001684,0.787516,46.467854,-0.052256,0.058455,135.518401,0.138476,1737.230281,0.960879,1.23499e-57
0.022515,-59.026030,0.989742,0.762059,50.867006,-0.042788,0.018181,53.955486,0.157068,11168.489635,0.174470,1.29122e-57
0.055673,-49.576898,1.001359,0.847708,60.259236,-0.041445,0.035877,58.180287,0.350487,9451.170441,0.194683,1.84735e-57
0.043950,-37.424939,0.994225,0.823583,40.581035,-0.023427,0.016939,83.910719,0.206016,12830.899494,0.147471,1.87934e-57
0.069648,-55.658678,0.992576,0.829320,62.575384,-0.040067,0.023687,71.134756,0.320874,12367.416572,0.189624,2.16942e-57
0.047515,-46.290287,0.988312,0.848080,50.485067,-0.059942,0.046797,21.272337,0.727761,57169.264725,0.041752,2.72961e-57
0.013443,-49.214512,1.010493,0.717724,42.517763,-0.043497,0.031602,36.665391,0.421272,9198.268672,0.276939,3.66748e-57
0.019756,-40.816743,1.002716,0.722668,47.107154,-0.063711,-0.000618,157.172288,0.062873,16055.791956,0.080696,5.37565e-57
0.048322,-48.509614,0.996693,0.786776,52.107401,-0.065269,0.031737,36.483856,0.108077,53790.845275,0.067577,5.58558e-57
0.066747,-53.697995,0.990898,0.875853,51.017269,-0.033920,0.016309,72.659150,0.047580,13679.217347,0.508368,5.89413e-57
0.019737,-53.590758,0.994191,0.722519,43.145202,-0.028849,0.010616,23.505599,0.523288,8181.692920,0.396896,6.8506e-57
0.056691,-55.195395,1.003507,0.852326,53.007200,-0.023896,0.025769,93.862440,0.155938,13917.858685,0.661756,7.36372e-57
0.033005,-50.767791,1.008835,0.768742,49.786106,-0.034074,0.004252,142.272861,0.183720,24671.773473,0.398468,2.56409e-56
0.048260,-43.107336,0.992960,0.838777,42.621911,-0.054094,0.006483,31.002375,0.280886,39238.103107,0.118705,2.73187e-56
0.027057,-57.279561,0.986455,0.728319,49.424631,-0.057279,0.014442,64.048909,0.274984,3410.937453,0.631049,3.70429e-56
0.058886,-39.988610,1.000136,0.847146,42.328410,-0.066087,0.020621,62.446537,0.146266,42266.844767,0.186986,3.85393e-56
0.018549,-37.083604,0.994588,0.706037,46.479620,-0.057617,0.038593,46.117484,0.306347,4163.919669,0.324198,3.90492e-56
0.044850,-50.355343,1.011110,0.811836,54.299185,-0.041965,0.017553,24.178691,0.649498,10521.195530,0.114463,7.05863e-56
0.056789,-41.149819,0.990863,0.887208,41.717963,-0.043549,0.049835,148.285655,0.071608,5270.689168,0.283444,8.18731e-56
0.020287,-41.112585,0.997496,0.751871,45.142483,-0.062959,0.048134,42.829333,0.315735,2172.287344,0.578254,1.04912e-55
0.032605,-42.696038,0.996577,0.779118,48.860159,-0.045368,0.044012,41.771236,0.822053,18364.730658,0.213089,1.7685e-55
0.073352,-47.091999,0.991193,0.883166,51.179144,-0.038060,0.013165,32.923751,0.133497,7320.445238,0.307681,2.36468e-55
0.013675,-58.126674,0.991504,0.729126,46.245398,-0.064770,0.019187,49.483534,0.399083,9862.981308,0.177628,3.10871e-55
0.026689,-46.717891,1.011608,0.757727,48.632604,-0.032706,0.001322,252.519475,0.080836,15369.382256,0.446040,3.14403e-55
0.046859,-57.213802,0.987062,0.778512,55.805402,-0.046646,0.000380,103.195566,0.227888,4269.599857,0.610556,5.54828e-55
0.036052,-39.392625,1.017530,0.795820,47.047893,-0.035523,0.028930,67.526174,0.183958,8858.589054,0.887692,7.13312e-55
0.054513,-58.732575,0.995716,0.823998,60.610791,-0.053696,0.015800,20.832527,0.455276,13458.109834,0.658650,1.40768e-54
0.034601,-43.553768,1.003807,0.769721,49.455786,-0.053659,0.008546,83.639310,0.225069,10780.534060,0.133669,1.75989e-54
0.086154,-43.334448,0.986764,0.962630,45.643129,-0.037611,0.051523,81.339582,0.096243,14331.631466,0.461196,1.98187e-54
0.048405,-53.892136,1.008476,0.813825,60.202863,-0.043899,0.041700,105.093933,0.252787,12071.539158,0.718865,2.98389e-54
0.067291,-41.111049,0.987780,0.887274,35.524426,-0.068388,0.037385,105.804635,0.098300,4087.249410,0.933111,3.10606e-54
0.041528,-55.348771,1.007716,0.775261,54.826801,-0.024980,0.023313,14.007922,0.524704,5343.982833,0.967322,3.21725e-54
0.017549,-36.087809,1.015650,0.754433,47.202931,-0.036750,0.034439,48.740480,0.177783,23022.685929,0.250622,5.14568e-54
0.024685,-50.336653,1.001550,0.773427,52.331000,-0.040510,0.030286,73.239811,0.089196,3886.581367,0.770874,5.12471e-54
0.042025,-59.012769,0.994124,0.783570,55.463331,-0.044455,0.003482,93.254721,0.075540,48428.613505,0.076069,5.80018e-54
0.057003,-37.468066,0.992141,0.849942,38.723776,-0.053903,0.035008,67.017461,0.098377,76699.016663,0.553426,7.10206e-54
0.023008,-46.784980,1.001763,0.778190,48.416295,-0.033029,0.016289,20.548221,0.506801,22277.110964,0.207096,7.92808e-54
0.047701,-49.514120,1.007271,0.798414,45.923306,-0.035094,0.008747,58.123394,0.445072,10869.382818,0.356052,1.8938e-53
0.044656,-41.349096,1.002581,0.831738,49.257683,-0.038350,0.039748,153.199256,0.130271,5515.772842,0.226498,2.08981e-53
0.033126,-40.666167,0.989487,0.795428,45.635914,-0.070782,0.042804,28.357135,0.452349,5762.057791,0.678622,3.58056e-53
0.048844,-38.557346,1.000517,0.824912,49.764956,-0.038188,0.023831,36.944562,0.530975,2818.115527,0.478890,4.2805e-53
0.074394,-43.060348,0.992000,0.907525,56.698408,-0.044499,0.038485,124.767638,0.076249,20234.821233,0.173360,5.45216e-53
0.064613,-40.984886,0.991033,0.910423,49.853439,-0.032351,0.044262,63.483251,0.120858,26062.250940,0.396895,5.40419e-53
0.059588,-42.449943,0.987535,0.882241,52.661984,-0.054196,0.048073,90.270794,0.076414,38539.744132,0.223950,7.57932e-53
0.040549,-35.078978,0.987937,0.797094,42.838351,-0.046727,0.022217,34.055077,0.150629,14445.158658,0.181844,8.11191e-53
0.040479,-50.428902,0.990554,0.806307,52.322895,-0.034796,0.049301,20.438831,0.786037,10821.270896,0.195285,8.73804e-53
0.046903,-52.598594,0.983271,0.801720,53.292571,-0.036248,0.024766,23.963545,0.795160,8935.591108,0.415140,1.24783e-52
0.036348,-45.562819,0.991103,0.791229,48.475677,-0.055678,0.010993,36.267668,0.131900,36521.491997,0.055484,1.34965e-52
0.033846,-45.452342,1.000216,0.806867,53.289698,-0.027088,0.022644,65.706223,0.185675,4281.428217,0.894365,1.42635e-52
0.022831,-38.558549,0.989093,0.763489,43.607867,-0.040035,0.029436,208.122254,0.075817,10945.294731,0.689458,1.96094e-52
0.037760,-37.351837,1.014971,0.793292,43.453774,-0.030178,0.012141,38.499949,0.588374,5049.792445,0.275159,1.96635e-52
0.023775,-58.671616,0.997713,0.731739,50.774093,-0.036539,0.004761,87.530319,0.138531,71865.232925,0.099589,2.21151e-52
0.034675,-59.612047,0.993303,0.782695,50.628685,-0.052810,0.015742,48.186308,0.148112,92967.419506,0.084709,5.02052e-52
0.006444,-47.270641,0.999246,0.705716,47.273615,-0.035587,0.011878,45.592927,0.444576,39723.001517,0.186388,6.15444e-52
0.055162,-36.349513,1.003786,0.854382,44.229718,-0.044811,0.033191,69.080026,0.074222,27353.025513,0.597398,6.34934e-52
0.051916,-50.982783,0.993423,0.822462,53.009216,-0.040411,0.010897,202.540687,0.135529,10352.460522,0.455377,6.92897e-52
0.018918,-50.748143,1.003762,0.769018,48.407841,-0.052495,0.024200,95.313402,0.128976,10751.504160,0.234773,9.89298e-52
0.036509,-47.342585,0.995481,0.797168,44.479874,-0.059279,0.027615,56.337121,0.595074,17500.095977,0.252652,1.05091e-51
0.019836,-35.964130,0.998777,0.759684,45.346768,-0.055868,0.054079,39.866570,0.291407,6455.502279,0.350812,1.16138e-51
0.034150,-42.165002,1.009668,0.791625,50.875431,-0.044088,0.016847,37.840341,0.401966,19515.257986,0.525359,1.26092e-51
0.037406,-45.599062,0.994206,0.796530,47.316522,-0.035762,0.024680,235.666273,0.068404,47398.211439,0.188110,1.25099e-51
0.017071,-46.753256,1.007129,0.737226,45.720757,-0.049000,0.026004,28.420665,0.127151,305003.335228,0.138431,3.23815e-51
0.050294,-45.477972,0.996225,0.834118,38.007972,-0.033829,0.029903,23.989427,0.611190,11890.425533,0.381947,6.52309e-51
0.056223,-53.829069,0.989657,0.834856,55.345972,-0.054089,0.023335,43.598475,0.299821,8046.467369,0.156814,7.11822e-51
0.038739,-54.052313,1.002437,0.773735,51.808139,-0.043904,0.033803,51.193584,0.081163,39303.777474,0.448034,1.17688e-50
0.007752,-54.590124,0.994335,0.701842,47.989304,-0.034691,-0.007920,28.476666,0.842862,14098.852350,0.300158,1.19747e-50
0.052322,-43.822263,0.982261,0.824794,46.574515,-0.056289,0.029365,140.264960,0.085767,5226.558761,0.827867,2.22156e-50
0.056264,-39.565904,0.994922,0.826887,48.661440,-0.048808,0.024369,12.040741,0.843922,9283.006703,0.473567,2.61617e-50
0.065949,-38.721146,0.995836,0.865339,35.898819,-0.057600,0.024813,25.232017,0.678376,8180.326794,0.337179,4.85516e-50
0.056377,-41.361631,0.998215,0.834255,40.302450,-0.055887,0.018962,51.054002,0.195901,22118.088193,0.149956,5.0876e-50
0.060517,-58.256801,0.988870,0.818930,60.855783,-0.046620,0.026191,33.126190,0.241488,3999.105990,0.417837,5.77156e-50
0.062158,-52.154450,0.997192,0.837645,62.635920,-0.031377,0.034610,23.712167,0.720316,9393.652957,0.331396,6.33686e-50
0.052007,-42.939744,0.999199,0.832351,50.147180,-0.049846,0.024281,10.370235,0.699522,4199.493820,0.510803,6.67143e-50
0.053713,-53.104346,0.989376,0.828207,57.657347,-0.067108,0.045614,73.632951,0.094236,10955.749129,0.453561,7.06593e-50
0.026930,-47.528933,1.007647,0.748399,51.554071,-0.056837,0.033587,25.057476,0.406359,5396.132850,0.543514,9.54451e-50
0.061893,-54.869365,0.993075,0.835299,60.745429,-0.036005,0.021948,202.406407,0.056375,11775.238383,0.379871,1.25715e-49
0.039208,-39.542147,1.009098,0.781163,43.212802,-0.052254,0.044339,141.379472,0.169920,2894.529843,0.949987,1.27751e-49
0.016493,-50.599579,0.990868,0.714932,48.511571,-0.056783,0.030185,60.910286,0.165941,26269.161765,0.385523,1.58885e-49
0.040267,-40.708816,0.997250,0.819214,44.258685,-0.034516,0.031274,87.185317,0.072660,16281.199843,0.205713,1.59487e-49
0.023571,-57.394802,0.997684,0.737275,51.657563,-0.060850,0.026258,50.308749,0.100939,39723.002586,0.062436,1.66125e-49
0.063034,-59.182933,0.990462,0.823125,63.691965,-0.049870,0.026264,87.062148,0.118078,78587.621542,0.137961,2.35312e-49
0.060849,-48.965553,1.002193,0.834610,58.531044,-0.062168,0.029872,152.860559,0.156230,5100.725848,0.965899,3.3802e-49
0.038587,-44.267994,1.006074,0.802675,40.503116,-0.047511,0.034148,16.760238,0.400850,29156.855433,0.450008,3.82615e-49
0.058383,-38.217304,1.001677,0.841672,39.139189,-0.029516,0.029658,133.559551,0.080094,10528.597161,0.586763,5.18725e-49
0.024232,-58.444389,0.989750,0.763704,47.805169,-0.034831,0.017759,85.909070,0.181879,58903.701847,0.179701,6.73926e-49
0.047079,-53.075231,0.997729,0.829651,55.425978,-0.019641,0.034506,30.626116,0.210328,9484.695976,0.868171,7.09317e-49
0.079050,-36.991120,0.997613,0.916257,36.383715,-0.053702,0.043221,46.568494,0.227029,6133.314502,0.312367,8.68218e-49
0.025630,-43.641771,1.001557,0.774541,45.883520,-0.061242,0.063699,152.929078,0.078276,4018.084279,0.622065,1.06825e-48
0.048668,-35.852517,1.001693,0.819172,41.847438,-0.045773,0.000483,79.409685,0.325967,2714.883956,0.771750,1.1308e-48
0.055532,-39.074821,0.989279,0.883910,40.814355,-0.036490,0.048806,67.820070,0.063152,10050.722208,0.595461,1.15681e-48
0.026868,-55.834543,1.005557,0.765670,50.327413,-0.054750,0.038819,15.426188,0.483775,85781.958676,0.311345,1.17071e-48
0.038187,-44.270944,0.999678,0.783638,46.141339,-0.049444,0.027169,29.904757,0.833398,9148.678513,0.127002,1.32442e-48
0.031415,-43.236782,1.014635,0.769589,45.400780,-0.032845,0.039447,109.831553,0.139363,14121.556470,0.560813,5.1682e-48
0.035580,-42.606035,0.997233,0.806920,46.580498,-0.062329,0.063720,91.997673,0.188239,2680.104078,0.405715,6.41827e-48
0.018571,-40.196750,0.999197,0.755489,43.557838,-0.037731,0.014716,120.400187,0.126591,2686.376287,0.514795,8.13253e-48
0.041344,-40.190832,0.987126,0.801453,40.547883,-0.039015,0.010801,94.551922,0.073561,25927.147103,0.146076,8.43506e-48
0.039654,-54.290410,1.008489,0.778619,47.442904,-0.031854,0.016372,199.052121,0.097478,6544.398162,0.695136,8.8993e-48
0.061869,-42.240563,1.002018,0.891354,37.926877,-0.040529,0.022299,8.893935,0.999893,22285.643497,0.453250,9.08021e-48
0.052815,-38.753953,0.997560,0.850861,45.284667,-0.063756,0.035863,23.055334,0.656433,3165.904771,0.478656,1.25049e-47
0.046160,-50.950932,0.999530,0.812992,56.906223,-0.051204,0.036585,60.665949,0.089401,8808.052715,0.576340,1.48936e-47
0.040971,-52.333790,1.006600,0.812902,52.819714,-0.039399,0.041147,39.269418,0.245251,2841.953164,0.623001,1.72203e-47
0.050536,-45.026071,0.981527,0.834451,48.344347,-0.043729,0.044847,59.421887,0.104858,22452.036342,0.424991,2.17631e-47
0.056198,-57.314153,0.988242,0.829160,55.895994,-0.034466,0.021621,34.684417,0.339857,92094.762888,0.149383,2.7921e-47
0.041856,-37.612269,1.003327,0.823801,46.430613,-0.038478,0.034294,74.242213,0.134661,2704.612852,0.436504,3.81633e-47
0.039789,-45.146352,0.995901,0.797437,50.019680,-0.046724,0.030630,235.153532,0.105551,15076.790314,0.394432,4.30853e-47
0.034753,-40.569538,0.987611,0.810135,40.539709,-0.038704,0.028635,66.045838,0.066226,20456.070129,0.409297,5.11937e-47
0.024804,-37.970194,1.003139,0.718161,45.135547,-0.053938,0.016267,68.366345,0.096175,7030.071350,0.600480,5.52243e-47
0.034631,-45.361549,0.998562,0.749780,49.167497,-0.055955,0.019773,34.065072,0.222602,206988.754764,0.078143,6.83138e-47
0.046455,-37.616451,0.996029,0.832274,43.514267,-0.047741,0.009585,26.105895,0.534389,22274.481666,0.254004,8.47847e-47
0.022527,-56.106720,0.997651,0.735190,49.336977,-0.059313,0.031010,64.531643,0.142158,161923.757494,0.225061,1.54441e-46
0.032045,-53.808170,1.005567,0.741843,50.583793,-0.044490,0.015702,13.023539,0.817636,50177.769637,0.046921,1.74636e-46
0.055900,-52.934591,0.991654,0.828407,58.511004,-0.043573,0.001139,43.712373,0.306956,7162.964154,0.743178,1.73602e-46
0.033343,-42.755094,0.995177,0.767014,45.189760,-0.061394,0.038578,89.579262,0.373358,2849.636854,0.443662,2.11621e-46
0.014256,-56.966980,0.992174,0.724684,45.469410,-0.057690,0.019368,159.707512,0.120656,23467.133885,0.165599,4.91017e-46
0.022608,-56.912228,1.008734,0.736970,51.609095,-0.068421,0.036756,44.484688,0.313493,49485.573029,0.181773,5.64307e-46
0.051817,-43.116932,0.991453,0.865220,42.516899,-0.049243,0.033131,42.488171,0.135290,13796.009219,0.814628,1.04093e-45
0.035466,-59.815748,0.999360,0.783593,50.974510,-0.043324,0.008040,49.967333,0.454967,4543.451411,0.326039,1.20607e-45
0.043422,-53.288234,0.988349,0.789277,56.367726,-0.054341,0.043122,79.587014,0.201144,2951.948237,0.406859,1.41985e-45
0.040651,-49.452263,0.991870,0.806834,51.299433,-0.059515,0.037740,111.790138,0.218347,1511.676049,0.738918,1.75031e-45
0.057010,-39.294443,0.997464,0.850980,42.282270,-0.031489,0.028211,90.211170,0.110180,102216.707738,0.216673,2.34557e-45
0.054129,-37.175977,0.981580,0.836654,43.403956,-0.048098,0.030806,235.665268,0.097122,3517.273119,0.986277,2.54337e-45
0.063191,-39.343189,0.991687,0.898824,41.073344,-0.034673,0.043957,61.610768,0.180696,49960.840244,0.173294,2.81773e-45
0.045668,-54.054302,0.990999,0.817851,56.726136,-0.038243,0.020944,167.456759,0.084024,69747.777962,0.129171,2.91159e-45
0.012729,-35.501699,0.996213,0.716742,44.372493,-0.032374,0.016053,21.155432,0.673410,8551.850429,0.398352,3.14946e-45
0.040061,-57.532886,0.997944,0.805133,50.579979,-0.034439,0.028983,77.906762,0.071274,28663.108467,0.188901,3.48585e-45
0.018527,-45.019938,0.996870,0.730917,46.048099,-0.051931,0.032994,53.010762,0.153129,28937.254610,0.402064,4.0124e-45
0.042876,-37.496103,0.993562,0.809626,45.891161,-0.066091,0.022555,15.017005,0.757084,10758.130472,0.283531,4.48488e-45
0.064602,-49.003453,0.989952,0.854987,51.419750,-0.044297,0.022337,75.835893,0.084774,11598.456391,0.299774,5.22156e-45
0.059835,-38.407314,0.996702,0.877642,38.452732,-0.067294,0.019374,125.851697,0.095965,28549.831276,0.122083,5.51228e-45
0.045886,-39.878005,0.992997,0.826650,42.480992,-0.037715,0.038844,96.532352,0.135277,117853.249636,0.097162,5.84547e-45
0.043736,-43.015730,0.988463,0.808308,46.068345,-0.054576,0.017115,152.679571,0.191249,42782.026719,0.151343,6.30091e-45
0.051983,-46.035924,0.996557,0.840658,48.132061,-0.036212,0.034302,22.557902,0.214928,6576.463043,0.663774,7.31337e-45
0.027125,-49.046536,0.992356,0.734125,47.829021,-0.064707,0.021070,105.491661,0.068816,40593.573867,0.082661,1.18138e-44
0.034951,-44.046593,0.996659,0.770762,41.555234,-0.056577,0.021744,35.198286,0.305164,3513.979875,0.458033,1.1891e-44
0.039641,-43.391284,0.991271,0.825692,45.940947,-0.030105,0.027591,105.159446,0.161644,7299.897753,0.376977,1.3272e-44
0.049790,-41.222516,0.990482,0.827929,47.216086,-0.052652,0.015292,45.123740,0.170583,17397.016161,0.236753,1.8283e-44
0.064566,-37.182923,0.991562,0.892965,36.829774,-0.051880,0.042442,20.042629,0.725914,59303.250586,0.224317,1.97997e-44
0.052687,-44.121775,1.011632,0.825906,50.760167,-0.042645,0.026802,8.994928,0.788768,6828.129099,0.592103,2.17575e-44
0.029222,-45.714893,0.995894,0.788151,46.718171,-0.051237,0.021960,92.852812,0.059240,31362.239627,0.095335,2.58135e-44
0.026334,-49.474939,0.987398,0.759389,48.069796,-0.038122,0.006232,56.265557,0.195879,12541.991531,0.793757,3.99828e-44
0.038931,-57.299162,0.997721,0.773746,47.630631,-0.032646,0.020072,37.376382,0.528058,6585.329671,0.894837,4.53928e-44
0.052229,-45.230475,0.992692,0.837721,50.312765,-0.051837,0.058008,148.911740,0.103082,6713.160165,0.849905,4.86123e-44
0.030162,-53.688767,1.000074,0.752837,51.079751,-0.068155,0.039755,66.597171,0.326105,5190.466045,0.427206,1.03637e-43
0.057012,-49.311188,0.995893,0.839023,55.900297,-0.044101,0.043300,31.152100,0.203562,2817.887169,0.535607,1.03499e-43
0.014410,-37.678084,0.995235,0.732731,46.414124,-0.042338,0.032896,109.220839,0.162294,18012.589236,0.476949,1.15488e-43
0.030058,-46.732743,0.998382,0.779395,48.845343,-0.036859,0.030056,121.499610,0.150587,51096.696169,0.384415,1.15218e-43
0.047769,-47.039119,0.992430,0.835507,51.586236,-0.042756,0.044034,17.732631,0.957670,10664.631131,0.183922,1.58273e-43
0.008254,-48.496030,1.007059,0.711805,47.808915,-0.044967,0.021288,58.103753,0.087265,55006.604893,0.190525,1.6292e-43
0.041681,-47.676764,0.998755,0.785702,45.862224,-0.056709,0.023609,73.347029,0.236342,9044.368482,0.371480,1.73126e-43
0.035153,-53.989176,1.002114,0.756724,52.784442,-0.053678,0.036670,73.724405,0.470479,6683.553856,0.745089,2.04984e-43
0.055684,-37.964553,0.989079,0.867967,39.171091,-0.047690,0.063098,12.161625,0.460392,7619.032654,0.348964,2.35656e-43
0.061604,-35.168558,0.979504,0.878889,31.569517,-0.039583,0.027202,76.406751,0.225872,12347.985645,0.332817,2.58407e-43
0.063714,-37.358501,0.987535,0.891034,39.247233,-0.053047,0.044235,82.630451,0.133108,13527.873736,0.203831,2.67619e-43
0.045750,-40.883221,0.986898,0.826238,41.536178,-0.035637,0.029581,10.057851,0.558917,15493.451285,0.363658,3.02873e-43
0.033957,-41.223560,0.980974,0.787799,45.316560,-0.045710,0.038679,171.007217,0.111341,4414.744571,0.626358,3.18326e-43
